N	3gram	Losev_Prob_3	Freidism
1	с точки зрения	2	11
2	во всяком случае	6	7
3	не может быть	5	7
4	в данном случае	7	4
5	в то же	4	4
6	можно сказать что	2	4
7	как мы видели	2	4
8	на самом деле	2	4
9	бы то ни	4	3
10	в таком случае	4	3
11	то или иное	2	2
12	ни в чем	2	2
13	это вовсе не	4	2
14	что же касается	4	2
15	в таких случаях	2	2
16	то же самое	7	2
17	тем не менее	10	2
18	то ни было	3	2
19	по своему содержанию	2	2
20	в отличие от	2	2
21	в конце концов	3	2
22	в чем не	2	2
23	может быть и	3	2
24	до сих пор	2	2
25	ни об его	3	2
