N	3gram	Losev_Prob_3	Narrotol
1	в том что	9	8
2	о том что	3	6
3	в отличие от	2	5
4	не может быть	5	5
5	можно сказать что	2	4
6	той или иной	8	4
7	в данном случае	7	4
8	с другой стороны	5	4
9	то ни было	3	3
10	бы то ни	4	3
11	и тем самым	2	3
12	в то же	4	3
13	тем не менее	10	3
14	сами по себе	6	2
15	здесь не в	3	2
16	в том или	2	2
17	том или ином	2	2
18	то или иное	2	2
19	не что иное	4	2
20	в связи с	7	2
21	в той или	2	2
22	на первый взгляд	2	2
23	что иное как	4	2
24	этой точки зрения	2	2
25	в таком случае	4	2
26	не только в	2	2
27	с точки зрения	2	2
28	то есть в	3	2
29	точно так же	3	2
30	можно было бы	3	2
31	того или иного	3	2
