N	2gram	Voloshinov_1	Myshleni
1	в этом	2	29
2	точки зрения	7	28
3	и в	13	26
4	не только	6	24
5	для себя	2	24
6	то что	6	24
7	таким образом	6	23
8	с точки	5	21
9	в том	2	18
10	и не	8	18
11	том что	2	17
12	как и	3	15
13	так же	2	14
14	так как	3	14
15	с помощью	2	13
16	что в	3	12
17	и его	12	12
18	в которой	3	11
19	но и	3	11
20	не может	8	11
21	что они	2	10
22	слова и	2	10
23	в самом	2	9
24	тем что	2	9
25	в себе	3	9
26	то же	4	8
27	ее в	2	8
28	только в	6	8
29	самого начала	2	7
30	к тому	2	7
31	прежде всего	9	7
32	с самого	2	7
33	может быть	8	7
34	и к	2	7
35	мы не	4	7
36	и то	3	7
37	и тем	2	6
38	по отношению	3	6
39	мы должны	6	6
40	как бы	6	6
41	в ее	3	6
42	было бы	4	6
43	все эти	2	6
44	все же	5	6
45	самом деле	3	6
46	а не	2	6
47	в сознании	4	6
48	что эта	2	6
49	с этой	2	5
50	одной стороны	2	5
51	если бы	2	5
52	и следовательно	2	5
53	в целом	2	5
54	и их	7	5
55	данном случае	2	5
56	с одной	2	5
57	бы в	2	5
58	речи не	2	5
59	отношению к	3	5
60	в процессе	5	5
61	и для	3	5
62	в данном	2	5
63	не менее	2	4
64	никогда не	3	4
65	с другой	2	4
66	имеет место	2	4
67	и наконец	5	4
68	в его	7	4
69	но в	4	4
70	как в	2	4
71	не в	3	4
72	в области	2	4
73	связана с	3	3
74	учение о	2	3
75	все это	4	3
76	одно и	3	3
77	для него	2	3
78	мог бы	2	3
79	в ней	2	3
80	и является	2	3
81	не является	4	3
82	но мы	4	3
83	отношений между	2	3
84	только и	4	3
85	нуждается в	2	3
86	мы уже	2	3
87	есть не	2	3
88	во всем	2	3
89	в этот	2	3
90	в своей	4	3
91	так и	3	3
92	мы видим	2	3
93	мы можем	4	3
94	в чем	2	3
95	уже в	2	2
96	и наиболее	2	2
97	точку зрения	3	2
98	она является	2	2
99	не чем	2	2
100	входит в	2	2
101	в действительности	2	2
102	несмотря на	2	2
103	не мог	2	2
104	но для	3	2
105	в нем	2	2
106	в их	3	2
107	форм и	2	2
108	лишь в	4	2
109	не имеет	2	2
110	который мы	2	2
111	а в	2	2
112	в своих	2	2
113	иным как	2	2
114	с этим	3	2
115	вовсе не	2	2
116	и при	2	2
117	слов и	4	2
118	наконец в	2	2
119	чем иным	2	2
120	что же	3	2
121	во всей	2	2
122	в отношении	2	2
123	которое мы	2	2
124	могут быть	2	2
125	и ее	2	2
126	вопроса о	4	2
127	разрыв между	2	2
