N	3gram	Vinokur_Ku_2	Problema
1	тем не менее	5	12
2	во всяком случае	5	10
3	в этом случае	2	7
4	в конце концов	3	7
5	и т д	14	6
6	по крайней мере	6	6
7	так или иначе	2	6
8	в этом смысле	5	5
9	того или иного	2	5
10	с другой стороны	7	5
11	в связи с	3	5
12	на то что	2	4
13	не говоря уже	2	4
14	только в том	2	4
15	в то же	3	4
16	в том что	10	4
17	говоря уже о	2	4
18	и вовсе не	2	4
19	можно сказать что	2	3
20	точно так же	3	3
21	хотя бы и	2	3
22	не может быть	4	3
23	в этой области	4	3
24	тем самым мы	2	2
25	для того чтобы	8	2
26	то или иное	2	2
27	в самом деле	7	2
28	не только в	4	2
29	можно было бы	9	2
30	само по себе	5	2
31	может быть только	2	2
32	в том случае	2	2
33	на самом деле	2	2
