N	2gram	Losev_Prob_2	TeoriaLi
1	не только	24	18
2	в качестве	2	17
3	и не	37	16
4	а в	4	14
5	в частности	5	13
6	и в	35	13
7	может быть	18	12
8	так и	7	12
9	то есть	39	12
10	представляет собой	2	11
11	при этом	3	11
12	в этом	17	11
13	в том	12	11
14	но не	4	10
15	а не	10	10
16	в его	7	9
17	то же	5	9
18	сводится к	2	8
19	что в	11	8
20	такого рода	15	8
21	но и	16	8
22	в себе	5	7
23	том что	19	7
24	в данном	10	7
25	точки зрения	2	7
26	в то	6	7
27	только в	14	7
28	еще не	10	6
29	лишь в	3	6
30	как бы	4	6
31	но в	6	6
32	в своем	4	5
33	или иного	5	5
34	или иной	5	5
35	а также	2	5
36	как и	5	5
37	не в	2	5
38	в самом	5	5
39	того или	7	5
40	данном случае	5	5
41	а а	6	5
42	он не	2	5
43	уже не	8	5
44	тем самым	7	5
45	с другой	6	5
46	не менее	13	4
47	можно сказать	6	4
48	ни в	6	4
49	более или	4	4
50	и а	2	4
51	то что	38	4
52	по преимуществу	2	4
53	или менее	4	4
54	в их	3	4
55	не может	13	4
56	в слове	3	4
57	сказать что	24	4
58	хотя и	3	4
59	и ее	2	4
60	говорить о	10	4
61	не знает	3	4
62	перед нами	2	3
63	и др	2	3
64	в нашем	3	3
65	в этих	4	3
66	в отношении	4	3
67	этом смысле	5	3
68	прежде всего	11	3
69	и к	3	3
70	а только	6	3
71	тем не	12	3
72	по своему	5	3
73	того что	12	3
74	и сам	2	3
75	совпадает с	2	3
76	той или	5	3
77	не все	4	3
78	другой стороны	5	3
79	как раз	8	3
80	входит в	2	3
81	таким образом	4	3
82	и что	13	3
83	и по	3	3
84	или в	2	3
85	и то	10	3
86	потому что	13	3
87	в основе	3	3
88	в этой	9	3
89	его в	3	3
90	все эти	7	3
91	сама по	4	2
92	только не	3	2
93	о чем	6	2
94	если бы	4	2
95	между собой	5	2
96	в конце	7	2
97	и весьма	2	2
98	вовсе не	37	2
99	по себе	8	2
100	что он	4	2
101	к тому	3	2
102	что может	2	2
103	об этом	2	2
104	при условии	6	2
105	это тоже	3	2
106	но как	6	2
107	и того	3	2
108	и как	4	2
109	что они	3	2
110	что каждый	2	2
111	казалось бы	7	2
112	одной стороны	5	2
113	о своем	2	2
114	мы в	3	2
115	из которых	2	2
116	о в	3	2
117	здесь мы	3	2
118	слова как	3	2
119	в виду	8	2
120	так или	6	2
121	даже в	2	2
122	и особенно	2	2
123	и тем	4	2
124	к нему	2	2
125	в целом	3	2
126	во всех	2	2
127	вместе с	2	2
128	между которыми	2	2
129	а именно	6	2
130	здесь не	2	2
131	собственно говоря	2	2
132	мышления и	2	2
133	и для	6	2
134	с одной	5	2
135	это и	3	2
136	тех или	3	2
137	в той	2	2
138	и о	4	2
139	и даже	11	2
140	и притом	3	2
141	так же	5	2
142	роль в	2	2
143	или иначе	6	2
144	о и	2	2
145	тот или	5	2
146	их в	4	2
147	и здесь	4	2
148	однако все	2	2
149	как будто	6	2
150	о том	18	2
151	и это	5	2
152	в области	6	2
153	это было	2	2
154	для меня	5	2
