N	2gram	Bakhtin_Fr_6	Problema
1	то что	10	42
2	вовсе не	7	35
3	то есть	24	33
4	и в	41	32
5	и не	3	31
6	в этом	12	19
7	не только	10	17
8	потому что	3	16
9	а не	2	15
10	в себе	5	15
11	как бы	7	14
12	может быть	2	14
13	у нас	4	14
14	но в	8	14
15	в нем	16	13
16	сказать что	6	13
17	что мы	2	13
18	как раз	2	13
19	что в	7	12
20	а именно	2	12
21	том что	7	12
22	так и	5	12
23	есть нечто	2	11
24	и даже	4	11
25	также и	6	11
26	о том	9	11
27	так как	10	11
28	если мы	2	11
29	то же	5	10
30	прежде всего	10	10
31	в этой	8	10
32	но не	2	9
33	в том	2	9
34	но и	13	9
35	и что	5	9
36	так же	5	9
37	того чтобы	4	9
38	в данном	3	9
39	есть только	3	8
40	данном случае	2	8
41	не может	4	8
42	все эти	11	8
43	и на	9	8
44	было бы	3	8
45	в своей	2	8
46	но это	3	8
47	никогда не	8	7
48	между собою	5	7
49	все это	11	7
50	того что	3	7
51	всех этих	2	7
52	в них	7	7
53	и все	9	7
54	что он	6	7
55	во всех	17	7
56	как мы	12	7
57	тем что	5	7
58	только в	3	7
59	в конце	2	6
60	так что	2	6
61	и как	4	6
62	при этом	3	6
63	в самом	10	6
64	хотя и	2	6
65	таким образом	17	6
66	говорить о	2	6
67	и то	2	6
68	как это	2	6
69	в то	6	6
70	за пределы	2	6
71	в его	7	6
72	самом деле	4	6
73	перед нами	3	5
74	в своем	5	5
75	для нас	2	5
76	есть в	3	5
77	мы уже	18	5
78	в котором	4	5
79	тем более	2	5
80	связи с	2	5
81	есть именно	2	5
82	но уже	2	5
83	именно в	4	4
84	не в	4	4
85	в дальнейшем	2	4
86	один из	6	4
87	или в	6	4
88	а в	4	4
89	их в	2	4
90	в истории	2	4
91	как он	2	4
92	в литературе	5	4
93	литературы и	2	4
94	и вовсе	2	4
95	никак не	3	4
96	а также	5	4
97	как в	4	4
98	литературе и	3	4
99	и для	3	4
100	и вообще	4	4
101	уже в	4	3
102	что это	5	3
103	что не	3	3
104	в этих	2	3
105	с другой	4	3
106	что все	2	3
107	что они	2	3
108	из них	5	3
109	другой стороны	2	3
110	для этого	2	3
111	и его	13	3
112	именно на	4	3
113	с этим	3	3
114	но он	5	3
115	точки зрения	2	3
116	в искусстве	3	3
117	с ним	4	3
118	и во	2	3
119	в ее	5	3
120	как и	7	3
121	того же	4	3
122	есть и	2	3
123	здесь в	9	3
124	до сих	3	3
125	мы увидим	3	3
126	нужно сказать	2	3
127	он не	2	3
128	сих пор	3	3
129	не на	2	3
130	к нему	3	3
131	с точки	2	3
132	в чем	3	3
133	что их	2	2
134	он сам	3	2
135	не могут	2	2
136	все время	4	2
137	мы будем	3	2
138	что если	2	2
139	одного и	2	2
140	как они	2	2
141	в целях	3	2
142	нас не	3	2
143	кроме того	9	2
144	и часто	2	2
145	например в	6	2
146	на его	2	2
147	но если	2	2
148	в него	3	2
149	и до	7	2
150	мы находим	2	2
151	которых мы	2	2
152	и очень	2	2
153	от всех	2	2
154	в результате	4	2
155	и с	16	2
156	из этих	2	2
157	в первом	3	2
158	здесь только	3	2
159	между тем	2	2
160	поэтому и	3	2
161	с его	5	2
162	то он	2	2
163	конечно в	2	2
164	на первый	3	2
165	для всего	2	2
166	мы видим	6	2
167	ведь это	2	2
168	со всеми	2	2
169	в сущности	8	2
170	и потому	2	2
171	и особенно	3	2
172	не будем	2	2
173	вместе с	6	2
174	как его	2	2
175	мы не	2	2
176	с другими	3	2
177	говорили что	3	2
178	он в	2	2
179	в таких	2	2
180	в области	2	2
181	в эту	2	2
182	это было	2	2
