N	2gram	Medvedev_F_3	Dialekti
1	не есть	4	40
2	и не	30	30
3	по себе	4	25
4	т е	32	25
5	и т	11	21
6	т д	6	19
7	и в	27	18
8	ничего не	2	17
9	может быть	25	17
10	точки зрения	16	17
11	в нем	15	16
12	ни в	8	15
13	а не	17	14
14	потому что	7	14
15	что в	8	13
16	то что	8	13
17	не только	9	13
18	и даже	2	13
19	если бы	12	12
20	было бы	6	12
21	и что	3	12
22	с точки	14	12
23	в этом	18	12
24	не может	24	12
25	что это	3	11
26	что он	6	11
27	как бы	8	11
28	учение о	2	11
29	все это	7	11
30	это значит	2	11
31	в себе	3	11
32	так как	9	11
33	прежде всего	4	10
34	то же	15	10
35	сказать что	3	10
36	никогда не	5	9
37	отнюдь не	8	9
38	это не	3	9
39	в том	7	9
40	так и	21	9
41	том что	4	9
42	ясно что	3	8
43	но это	2	8
44	совершенно не	7	8
45	в каком	2	8
46	вовсе не	28	7
47	и как	4	7
48	то в	2	7
49	но и	10	7
50	что она	2	7
51	с другой	6	6
52	можно сказать	3	6
53	да и	4	6
54	хотя бы	6	6
55	она не	4	6
56	никак не	3	6
57	ни с	2	6
58	не в	12	6
59	в то	7	6
60	но в	6	6
61	в этих	3	5
62	в своем	2	5
63	в дальнейшем	5	5
64	и пр	15	5
65	она есть	3	5
66	но если	2	5
67	ровно ничего	2	5
68	не нуждается	3	5
69	все же	6	5
70	в отношении	2	5
71	и с	3	5
72	говорить о	2	5
73	мы должны	2	5
74	в виду	3	5
75	нисколько не	2	4
76	и более	3	4
77	в конце	3	4
78	к тому	4	4
79	во всяком	6	4
80	как таковой	3	4
81	это и	2	4
82	но не	5	4
83	от него	2	4
84	же время	7	4
85	не о	3	4
86	в котором	2	4
87	только то	3	4
88	так же	9	4
89	другой стороны	5	4
90	как раз	8	4
91	смысл и	4	4
92	может и	3	4
93	и притом	2	4
94	как мы	8	4
95	мы можем	4	4
96	о том	4	4
97	как он	2	4
98	как это	4	4
99	что ни	2	3
100	может иметь	2	3
101	всех этих	2	3
102	сознания и	2	3
103	тому что	3	3
104	в них	3	3
105	этом смысле	2	3
106	должна быть	3	3
107	стороны и	2	3
108	не является	5	3
109	или иной	2	3
110	но эта	2	3
111	что и	2	3
112	что они	5	3
113	действительности и	6	3
114	конечно не	4	3
115	и из	2	3
116	или иное	2	3
117	в его	7	3
118	не значит	2	3
119	и потому	5	3
120	даже в	2	3
121	друг другу	2	3
122	жизни и	4	3
123	отношения к	2	3
124	что же	5	3
125	только на	4	3
126	в самом	11	3
127	на самом	14	3
128	самом деле	16	3
129	была бы	2	3
130	то или	2	3
131	у них	2	3
132	жизнь и	3	3
133	конце концов	2	3
134	ничто не	3	3
135	в данном	6	3
136	в основе	3	3
137	в ней	5	3
138	могут быть	4	3
139	нуждается в	3	3
140	только в	8	3
141	и все	8	3
142	бы в	6	3
143	от этого	2	3
144	на этом	2	2
145	не менее	7	2
146	поэтому и	2	2
147	того что	3	2
148	же как	3	2
149	бы и	3	2
150	она должна	2	2
151	как в	4	2
152	но так	2	2
153	не как	2	2
154	и от	11	2
155	из этих	2	2
156	раз и	3	2
157	в каждом	5	2
158	к этому	2	2
159	не понимают	2	2
160	говорят о	2	2
161	ни было	5	2
162	что уже	2	2
163	как и	14	2
164	мы и	3	2
165	лишь как	3	2
166	что именно	5	2
167	такой же	2	2
168	является не	2	2
169	как о	2	2
170	еще не	6	2
171	мы увидим	2	2
172	для того	4	2
173	в корне	4	2
174	и следовательно	3	2
175	и является	4	2
176	же он	2	2
177	в него	3	2
178	зрения самого	2	2
179	всяком случае	6	2
180	как не	2	2
181	но уже	2	2
182	из них	2	2
183	для чего	2	2
184	в своей	6	2
185	и их	5	2
186	дело не	2	2
187	со стороны	4	2
188	к самому	2	2
189	и тогда	2	2
190	для этого	2	2
191	т п	5	2
192	и эта	3	2
193	на земле	2	2
194	этом отношении	3	2
195	все эти	6	2
196	можно только	2	2
197	если мы	7	2
198	в эпоху	3	2
199	чтобы не	2	2
200	уже не	3	2
201	можно говорить	4	2
202	и для	6	2
203	отличается от	2	2
204	то он	3	2
205	или на	2	2
206	то мы	3	2
207	же и	4	2
208	он и	3	2
209	в которых	3	2
210	как таковая	3	2
211	и внутреннего	2	2
212	и это	2	2
213	в полной	2	2
214	самый факт	2	2
