N	2gram	Potebnia_M_2	TeoriaLi
1	не только	15	18
2	тогда как	10	16
3	и не	19	16
4	а в	8	14
5	и в	24	13
6	состоит в	2	13
7	может быть	23	12
8	так и	5	12
9	то есть	30	12
10	при этом	13	11
11	в этом	8	11
12	в том	18	11
13	но не	12	10
14	а не	18	10
15	и его	2	10
16	в его	2	9
17	то же	12	9
18	в душе	23	8
19	что в	16	8
20	но и	9	8
21	по отношению	2	8
22	в себе	10	7
23	том что	8	7
24	в то	6	7
25	только в	11	7
26	как это	2	7
27	место в	4	6
28	с его	2	6
29	же время	2	6
30	еще не	4	6
31	как бы	9	6
32	но в	4	6
33	как и	7	5
34	не в	13	5
35	между ними	2	5
36	в самом	4	5
37	в нем	9	5
38	как в	10	5
39	а а	2	5
40	уже не	4	5
41	тем самым	4	5
42	с другой	6	5
43	между тем	6	5
44	не менее	5	4
45	не столько	2	4
46	в свою	6	4
47	более или	8	4
48	то что	20	4
49	или менее	8	4
50	не может	12	4
51	в слове	13	4
52	сказать что	2	4
53	хотя и	3	4
54	но он	2	4
55	а и	5	4
56	слова в	5	3
57	никогда не	4	3
58	в нашем	2	3
59	в этих	3	3
60	этом смысле	2	3
61	прежде всего	7	3
62	а только	8	3
63	тем не	6	3
64	свою очередь	6	3
65	для него	10	3
66	того что	7	3
67	мог бы	3	3
68	например в	3	3
69	и потому	2	3
70	этого слова	6	3
71	не все	2	3
72	на две	2	3
73	во времени	2	3
74	другой стороны	2	3
75	так в	4	3
76	таким образом	11	3
77	а с	2	3
78	в другом	2	3
79	и что	4	3
80	и по	2	3
81	или в	2	3
82	и то	3	3
83	потому что	49	3
84	между двумя	6	3
85	отношении к	2	3
86	его в	3	3
87	все эти	2	3
88	к которому	2	3
89	сама по	2	2
90	но на	2	2
91	если бы	11	2
92	могут быть	8	2
93	за пределы	2	2
94	себя и	2	2
95	того же	14	2
96	это не	3	2
97	одного и	6	2
98	вовсе не	9	2
99	по себе	15	2
100	что он	4	2
101	что может	2	2
102	мы легко	2	2
103	и того	6	2
104	и как	6	2
105	что они	5	2
106	одной стороны	3	2
107	одно и	2	2
108	мы в	3	2
109	вслед за	3	2
110	имеет место	2	2
111	у и	2	2
112	и тем	3	2
113	не с	3	2
114	зрения и	7	2
115	в целом	3	2
116	во всех	7	2
117	вместе с	11	2
118	но она	3	2
119	со стороны	3	2
120	вытекает из	2	2
121	не на	2	2
122	и для	3	2
123	с одной	4	2
124	от себя	2	2
125	в себя	2	2
126	внешнего мира	4	2
127	и притом	3	2
128	так же	2	2
129	их в	2	2
130	существования в	2	2
131	у него	2	2
132	и здесь	2	2
133	могла бы	3	2
134	о том	5	2
135	и это	2	2
136	в чем	7	2
137	в которой	5	2
138	отношения к	2	2
139	на деле	3	2
140	это было	2	2
141	для меня	4	2
