N	2gram	Losev_Prob_1	Istorich
1	и в	32	22
2	мы имеем	2	19
3	в этом	19	17
4	и т	11	16
5	т д	10	15
6	что в	12	15
7	не только	17	14
8	но и	9	12
9	и не	31	12
10	и пр	4	11
11	может быть	14	11
12	в этих	3	11
13	или в	4	11
14	еще не	9	10
15	таким образом	6	10
16	но в	14	10
17	что он	7	9
18	в нем	13	9
19	вместе с	2	9
20	в том	9	9
21	что они	3	8
22	с этим	3	8
23	том что	12	8
24	мы видим	2	8
25	как мы	7	8
26	другой стороны	3	7
27	с другой	3	7
28	но не	9	7
29	то что	42	7
30	из них	3	7
31	уже не	3	7
32	этих случаях	3	7
33	и здесь	6	7
34	мы должны	5	7
35	так как	11	7
36	связи с	5	6
37	в них	7	6
38	это не	6	6
39	что здесь	3	6
40	мы уже	5	6
41	то и	6	6
42	а в	4	6
43	то же	10	6
44	а не	15	6
45	мы можем	4	6
46	ничего не	10	6
47	если бы	4	6
48	не менее	19	5
49	тем не	18	5
50	так что	6	5
51	до сих	3	5
52	есть и	3	5
53	один из	4	5
54	этом случае	2	5
55	что она	5	5
56	он не	3	5
57	того что	7	5
58	сих пор	3	5
59	к нему	3	5
60	могут быть	2	5
61	в этой	10	5
62	как это	6	4
63	у нас	14	4
64	не в	4	4
65	в дальнейшем	4	4
66	только в	7	4
67	она не	2	4
68	для нас	5	4
69	а именно	12	4
70	мы здесь	2	4
71	и его	3	4
72	и на	8	4
73	в данном	9	4
74	не может	8	4
75	но он	3	4
76	тем что	7	4
77	все эти	8	4
78	в других	5	4
79	и с	2	4
80	для них	2	3
81	и все	7	3
82	прежде всего	10	3
83	уже с	2	3
84	не что	2	3
85	к тому	3	3
86	увидим ниже	2	3
87	как и	3	3
88	и как	6	3
89	но это	8	3
90	особого рода	2	3
91	было бы	8	3
92	мы увидим	3	3
93	на его	2	3
94	между прочим	2	3
95	можно ли	5	3
96	в его	6	3
97	никогда не	7	3
98	не будем	2	3
99	быть и	3	3
100	ее в	2	3
101	данном случае	8	3
102	в связи	4	3
103	все равно	5	3
104	на том	4	3
105	так же	9	3
106	иное как	2	3
107	сказать что	13	3
108	потому что	16	3
109	он и	8	3
110	и ее	8	3
111	из этих	2	3
112	что иное	2	3
113	далеко не	5	3
114	о том	11	3
115	его в	6	3
116	при помощи	13	3
117	здесь не	7	3
118	их в	4	3
119	в чем	3	3
120	однако это	3	3
121	не было	4	2
122	все время	2	2
123	всех этих	7	2
124	с тем	5	2
125	только не	3	2
126	знаем что	2	2
127	и есть	6	2
128	друг другу	2	2
129	и так	2	2
130	точно так	4	2
131	в жизни	3	2
132	говорит и	3	2
133	вовсе не	35	2
134	можно сказать	5	2
135	уже давно	2	2
136	во всяком	7	2
137	или не	3	2
138	же в	4	2
139	ни в	7	2
140	но все	3	2
141	как в	4	2
142	при этом	6	2
143	в качестве	2	2
144	он стоит	2	2
145	на себя	2	2
146	но есть	2	2
147	совершенно не	6	2
148	например в	2	2
149	чем перейти	2	2
150	и о	8	2
151	же как	2	2
152	да и	3	2
153	хотя и	6	2
154	и потому	2	2
155	всяком случае	3	2
156	в котором	5	2
157	не имеет	2	2
158	и уже	3	2
159	и это	9	2
160	после этого	4	2
161	нет ничего	10	2
162	но она	3	2
163	образом и	2	2
164	так и	12	2
165	не имеют	5	2
166	только на	4	2
167	в своем	5	2
168	если не	4	2
169	на самом	6	2
170	перейти к	4	2
171	и что	9	2
172	что не	3	2
173	и даже	11	2
174	есть только	8	2
175	и для	4	2
176	в которых	3	2
177	и то	6	2
178	очень много	3	2
179	между тем	2	2
180	в виде	15	2
181	точки зрения	3	2
182	в то	6	2
183	как будто	3	2
184	во многих	2	2
185	а также	4	2
186	в него	2	2
187	с собой	2	2
