N	2gram	Trubetskoy_1	Problemy
1	и не	19	31
2	и в	14	29
3	в его	4	24
4	может быть	9	24
5	а не	2	22
6	в этом	17	22
7	как бы	4	19
8	в нем	5	19
9	точки зрения	11	19
10	для него	6	18
11	не только	9	15
12	то что	13	15
13	но и	10	14
14	то же	11	14
15	уже не	2	13
16	с точки	9	13
17	как и	4	12
18	не может	22	12
19	таким образом	11	12
20	в самом	3	10
21	в то	10	10
22	только в	5	10
23	все же	4	9
24	но не	4	9
25	же время	10	9
26	все эти	2	9
27	если бы	6	9
28	в своем	6	8
29	по себе	2	8
30	что он	6	8
31	что в	4	8
32	в своей	5	8
33	по отношению	2	8
34	потому что	5	8
35	в том	17	8
36	прежде всего	8	7
37	том что	9	7
38	не в	4	7
39	она не	2	7
40	и как	3	7
41	а в	5	7
42	и на	5	7
43	в себе	9	7
44	но в	2	7
45	все это	6	6
46	точку зрения	4	6
47	в конце	3	6
48	не могут	4	6
49	несмотря на	3	6
50	к нему	2	6
51	самом деле	7	6
52	в мире	4	6
53	так же	2	6
54	его в	4	6
55	и потому	3	6
56	так как	4	6
57	должна быть	2	5
58	именно в	3	5
59	было бы	5	5
60	еще не	3	5
61	и о	2	5
62	у него	2	5
63	он не	5	5
64	на самом	6	5
65	конце концов	3	5
66	во всяком	9	5
67	между тем	5	5
68	с ним	2	5
69	в результате	2	4
70	были бы	2	4
71	что и	3	4
72	так чтобы	3	4
73	но это	2	4
74	и с	7	4
75	от того	4	4
76	и т	3	4
77	и для	6	4
78	не было	3	4
79	тем что	3	4
80	и наконец	2	4
81	должно быть	3	4
82	их в	2	4
83	в этой	4	4
84	что же	4	4
85	он сам	3	3
86	никогда не	5	3
87	таким же	3	3
88	ни в	2	3
89	по существу	5	3
90	одна из	3	3
91	все что	4	3
92	всяком случае	6	3
93	себе и	4	3
94	на почве	2	3
95	в их	4	3
96	тому что	2	3
97	как на	8	3
98	точке зрения	3	3
99	приводит к	4	3
100	друг друга	3	3
101	отличается от	2	3
102	в своих	6	3
103	как будто	2	3
104	мы должны	7	3
105	в мировоззрении	2	3
106	отношении к	2	3
107	если же	2	3
108	отношения к	2	3
109	а лишь	4	2
110	всех этих	3	2
111	связи с	3	2
112	себя и	5	2
113	друг другу	2	2
114	его и	2	2
115	то ни	4	2
116	ибо в	3	2
117	хотя бы	5	2
118	и во	3	2
119	и от	2	2
120	вопрос о	5	2
121	и к	6	2
122	что может	3	2
123	не есть	3	2
124	жизни и	4	2
125	следовательно и	2	2
126	так что	2	2
127	ее он	2	2
128	является не	2	2
129	бы то	4	2
130	при этом	5	2
131	благодаря этому	2	2
132	есть и	2	2
133	лучшем случае	3	2
134	во что	3	2
135	на себя	2	2
136	и человек	2	2
137	друг с	14	2
138	конечно не	5	2
139	не о	2	2
140	до сих	5	2
141	в котором	2	2
142	в большинстве	3	2
143	нисколько не	2	2
144	сих пор	5	2
145	данном случае	3	2
146	мы уже	2	2
147	и даже	2	2
148	что оно	3	2
149	а потому	5	2
150	и что	2	2
151	именно на	2	2
152	к себе	2	2
153	из которых	5	2
154	в лучшем	3	2
155	можно было	4	2
156	в данном	7	2
157	этот вопрос	2	2
158	себя как	2	2
159	чтобы в	2	2
160	в ней	2	2
161	для себя	2	2
162	и есть	2	2
163	в россии	6	2
164	большинстве случаев	2	2
165	в сознании	3	2
166	с этим	2	2
