N	2gram	Tiupa_Anal_3	FransuaR
1	и в	18	41
2	то есть	10	20
3	таким образом	4	19
4	в этом	14	15
5	и все	2	14
6	как и	14	14
7	в этой	6	13
8	то же	3	13
9	все эти	2	13
10	в его	7	12
11	прежде всего	5	11
12	в том	9	11
13	в себе	2	11
14	так и	14	10
15	все это	3	10
16	в то	3	10
17	в качестве	12	9
18	и его	13	9
19	не в	6	9
20	же время	3	9
21	но и	13	9
22	и т.п	5	9
23	в своем	4	9
24	что в	9	9
25	в конце	5	8
26	и от	2	8
27	то что	2	8
28	но в	2	8
29	в них	2	7
30	в романе	2	7
31	как бы	10	7
32	в нем	2	7
33	и не	12	7
34	все они	2	6
35	это не	2	6
36	для него	6	6
37	только в	2	6
38	о том	6	6
39	уже в	3	5
40	к этому	3	5
41	не только	22	5
42	и к	4	5
43	в ней	2	5
44	вместе с	2	5
45	что и	5	5
46	как в	3	5
47	в году	3	5
48	а в	10	5
49	и для	2	5
50	точки зрения	3	5
51	хотя и	2	4
52	и здесь	2	4
53	том что	12	4
54	одна из	2	4
55	было бы	3	4
56	картины мира	4	4
57	в сущности	5	4
58	может быть	9	4
59	он не	6	4
60	к жизни	3	4
61	мира и	2	4
62	и на	4	4
63	ничего не	3	4
64	того же	5	3
65	в одном	4	3
66	и потому	2	3
67	не должно	3	3
68	в мире	5	3
69	свою очередь	4	3
70	в свою	5	3
71	при этом	11	3
72	несмотря на	2	3
73	например в	2	3
74	что он	4	3
75	с ее	3	3
76	во всех	2	3
77	в форме	2	3
78	в их	6	3
79	не может	2	3
80	не было	3	3
81	в той	2	3
82	тем самым	4	3
83	с точки	2	3
84	и по	2	3
85	той же	5	3
86	тем что	2	3
87	его в	3	3
88	так сказать	2	3
89	перед нами	4	2
90	с его	8	2
91	именно в	3	2
92	никогда не	5	2
93	здесь и	3	2
94	с этим	3	2
95	есть не	2	2
96	и ее	2	2
97	к тому	6	2
98	отношению к	7	2
99	и как	4	2
100	по своему	2	2
101	в большинстве	2	2
102	в себя	2	2
103	еще не	6	2
104	со всеми	2	2
105	своего рода	8	2
106	значительной степени	2	2
107	и самого	6	2
108	картина мира	4	2
109	а также	2	2
110	дело не	3	2
111	не есть	4	2
112	же в	2	2
113	во второй	7	2
114	в первой	8	2
115	по отношению	7	2
116	в особенности	3	2
117	этом отношении	3	2
118	его как	3	2
119	и вот	2	2
120	то ли	2	2
121	не мог	2	2
122	для всех	2	2
123	в значительной	2	2
124	а не	9	2
125	свое время	2	2
126	уже не	5	2
127	роль в	3	2
128	жизнь и	3	2
129	мы не	3	2
130	в данном	4	2
131	в результате	5	2
132	во всяком	2	2
133	и т.д	2	2
134	далеко не	4	2
135	в свое	2	2
136	дело в	2	2
137	мы имеем	5	2
