N	2gram	Vinokur_St_2	Literetu
1	и не	9	22
2	тогда как	2	17
3	и в	29	16
4	при этом	2	15
5	не только	19	14
6	но и	19	14
7	в этом	21	14
8	а не	5	12
9	то что	11	12
10	может быть	2	12
11	в том	27	12
12	в частности	4	11
13	не в	4	10
14	такого рода	2	10
15	своего рода	5	10
16	то же	2	9
17	так и	9	9
18	того что	5	9
19	в то	2	9
20	том что	27	8
21	не может	2	8
22	в этой	2	8
23	как бы	5	8
24	в своей	7	7
25	со стороны	2	7
26	точки зрения	5	7
27	только в	2	7
28	с его	2	6
29	с другой	4	6
30	к тому	10	6
31	в его	13	6
32	и его	6	6
33	в себе	2	6
34	в другом	4	6
35	о том	17	6
36	в качестве	5	5
37	в году	3	5
38	что он	13	5
39	в ее	2	5
40	тому же	3	5
41	как и	2	5
42	вместе с	7	5
43	как в	3	5
44	в отличие	2	5
45	этом отношении	9	5
46	именно в	4	5
47	что я	2	5
48	отличие от	2	5
49	но не	3	4
50	никогда не	3	4
51	даже в	2	4
52	по существу	2	4
53	как у	3	4
54	до конца	3	4
55	в начале	3	4
56	одним из	6	4
57	хотя и	4	4
58	из них	3	4
59	а также	2	4
60	в данном	2	4
61	в одном	6	4
62	прежде всего	5	3
63	в г	7	3
64	а затем	2	3
65	в романе	4	3
66	и как	2	3
67	о чем	5	3
68	совершенно не	2	3
69	например в	3	3
70	и к	4	3
71	на его	2	3
72	в самом	7	3
73	наконец в	3	3
74	искусства и	2	3
75	еще в	2	3
76	самом деле	3	3
77	с точки	2	3
78	как на	9	3
79	потому что	9	3
80	там где	2	3
81	как это	2	3
82	в области	2	3
83	но в	8	3
84	между тем	5	3
85	ни было	2	2
86	что в	19	2
87	не менее	3	2
88	если бы	2	2
89	в полном	3	2
90	то ни	2	2
91	что у	4	2
92	ср у	3	2
93	оно не	3	2
94	с этой	2	2
95	для своего	2	2
96	в конце	2	2
97	я не	7	2
98	к этому	4	2
99	вопрос о	6	2
100	по себе	3	2
101	ни с	2	2
102	на то	2	2
103	в нем	4	2
104	раз в	2	2
105	у нас	3	2
106	связи с	4	2
107	что ему	3	2
108	того же	2	2
109	для него	4	2
110	было бы	5	2
111	и сам	2	2
112	несмотря на	2	2
113	поэзии и	2	2
114	к власти	2	2
115	что и	2	2
116	все же	6	2
117	бы то	2	2
118	внимание на	4	2
119	так же	3	2
120	как раз	8	2
121	как например	2	2
122	если не	2	2
123	еще и	3	2
124	но с	4	2
125	того чтобы	6	2
126	для того	7	2
127	другой стороны	3	2
128	и даже	3	2
129	и на	6	2
130	и с	4	2
131	тем что	3	2
132	эти слова	2	2
133	на себя	3	2
134	xix века	3	2
135	его в	2	2
136	и потому	2	2
137	ее в	2	2
138	одном из	3	2
