N	2gram	Bakhtin_Pr_1	Komedia
1	и в	23	22
2	и не	34	21
3	том что	9	13
4	в том	11	12
5	таким образом	11	12
6	со стороны	2	11
7	так как	7	11
8	ни в	3	10
9	потому что	12	10
10	до сих	2	9
11	в самом	8	9
12	вместе с	2	9
13	сих пор	2	9
14	если бы	10	8
15	в своем	8	8
16	что он	10	8
17	в его	24	8
18	что и	5	8
19	в этом	25	8
20	о том	2	8
21	его в	4	8
22	при этом	3	7
23	то же	10	7
24	а в	7	7
25	в конце	5	7
26	к этому	2	6
27	еще не	5	6
28	для того	2	6
29	может быть	21	6
30	как раз	4	6
31	самом деле	5	6
32	того чтобы	4	6
33	и его	13	6
34	в то	10	6
35	что в	8	5
36	же время	7	5
37	прежде всего	7	5
38	и сам	2	5
39	не только	13	5
40	в своей	11	5
41	из них	2	5
42	все это	7	5
43	по отношению	11	5
44	он не	4	5
45	тем что	3	5
46	к нему	3	5
47	в которых	2	5
48	к себе	2	5
49	с ним	6	5
50	но в	4	5
51	он знает	3	4
52	с самого	2	4
53	самого начала	3	4
54	но все	4	4
55	у него	6	4
56	однако в	2	4
57	с другой	2	4
58	вовсе не	8	4
59	и здесь	3	4
60	все же	5	4
61	не в	6	4
62	не дает	3	4
63	до конца	5	4
64	несмотря на	6	4
65	то что	18	4
66	но и	11	4
67	на него	2	4
68	что она	2	4
69	в отношении	2	4
70	а не	20	4
71	и для	3	4
72	друг друга	3	4
73	так же	6	4
74	точки зрения	21	4
75	на себя	3	4
76	в себе	5	4
77	бы в	3	4
78	так и	10	4
79	хотя бы	2	4
80	и с	4	4
81	с его	6	3
82	никогда не	5	3
83	в них	3	3
84	то ни	3	3
85	в нем	20	3
86	идет о	3	3
87	нисколько не	2	3
88	и к	4	3
89	не позволяет	2	3
90	как и	8	3
91	ему не	2	3
92	в этой	4	3
93	чем в	2	3
94	все что	3	3
95	было бы	6	3
96	на этот	2	3
97	как бы	28	3
98	один из	2	3
99	отношению к	11	3
100	в целом	4	3
101	приводит к	3	3
102	не может	11	3
103	все равно	2	3
104	с точки	15	3
105	и даже	3	3
106	их в	2	3
107	во всяком	4	3
108	говорить о	2	3
109	как он	2	3
110	и этим	2	3
111	из своего	3	3
112	в которой	4	3
113	ничего не	6	3
114	всяком случае	3	3
115	в основе	5	2
116	на вопрос	2	2
117	остается в	2	2
118	он понимает	2	2
119	уже в	5	2
120	сам он	3	2
121	ни было	4	2
122	себя и	2	2
123	не как	12	2
124	как в	6	2
125	это не	10	2
126	и все	3	2
127	в одном	9	2
128	именно потому	2	2
129	это в	2	2
130	не могут	6	2
131	для понимания	3	2
132	а как	6	2
133	отличие от	2	2
134	по существу	4	2
135	из его	3	2
136	за ним	2	2
137	она не	5	2
138	бы то	3	2
139	к человеку	2	2
140	то время	2	2
141	в пределах	9	2
142	тот же	2	2
143	на его	2	2
144	в сущности	5	2
145	за пределы	6	2
146	в произведениях	2	2
147	он говорит	2	2
148	и о	3	2
149	одним из	8	2
150	от того	2	2
151	конце концов	4	2
152	между ними	2	2
153	ни одной	2	2
154	в котором	2	2
155	был бы	5	2
156	если же	2	2
157	во всех	5	2
158	в их	3	2
159	как мы	5	2
160	другой стороны	2	2
161	в изображении	2	2
162	отношения к	2	2
163	не было	3	2
164	этом отношении	5	2
165	человека в	5	2
166	мы не	2	2
167	в мире	7	2
168	из которых	2	2
169	что для	2	2
170	роль в	2	2
171	с другими	7	2
172	можно было	3	2
173	в своих	2	2
174	и на	10	2
175	в результате	4	2
176	тому что	2	2
177	между тем	5	2
178	и во	2	2
179	он и	5	2
180	нет ни	2	2
181	его на	2	2
182	и это	5	2
183	в области	3	2
