N	2gram	Ircho_Kome_2	Istorich
1	и т	2	27
2	и в	26	26
3	то что	6	16
4	не только	7	15
5	что в	9	14
6	может быть	11	14
7	но и	10	12
8	что он	5	10
9	так и	12	10
10	таким образом	6	10
11	и его	12	10
12	что и	7	9
13	все же	4	9
14	и не	14	9
15	его в	4	9
16	так как	4	9
17	мы знаем	3	8
18	то же	3	8
19	а в	3	8
20	в этих	4	7
21	во время	6	7
22	об этом	2	7
23	как и	4	7
24	в качестве	5	7
25	он не	2	7
26	как в	3	7
27	в этом	10	7
28	мы имеем	2	7
29	в плен	2	6
30	не всегда	2	6
31	еще не	6	6
32	вместе с	9	6
33	не может	3	6
34	к нему	3	6
35	потому что	6	6
36	мы можем	3	6
37	как он	3	6
38	у него	4	5
39	это не	2	5
40	в одном	2	5
41	к этому	5	5
42	но все	3	5
43	в силу	2	5
44	но не	3	5
45	в его	4	5
46	и у	2	5
47	до сих	2	5
48	то это	2	5
49	сих пор	2	5
50	как мы	4	5
51	и что	2	5
52	из которых	3	5
53	не в	2	5
54	с ними	2	5
55	и с	5	5
56	тем что	3	5
57	и здесь	6	5
58	но в	3	5
59	с собой	2	5
60	с другой	2	4
61	на себя	7	4
62	вовсе не	2	4
63	вопрос о	3	4
64	в тех	3	4
65	а на	2	4
66	в доме	6	4
67	в своей	3	4
68	даже в	2	4
69	так в	2	4
70	того как	3	4
71	три года	2	4
72	о том	6	4
73	что ни	2	3
74	в другой	2	3
75	что у	4	3
76	представления о	2	3
77	в одной	2	3
78	из этих	4	3
79	в образе	3	3
80	своего отца	2	3
81	же в	4	3
82	для нас	3	3
83	в том	11	3
84	а затем	5	3
85	том что	9	3
86	и другие	2	3
87	и если	2	3
88	нет необходимости	2	3
89	например в	3	3
90	как бы	2	3
91	наряду с	6	3
92	что она	2	3
93	как это	4	3
94	не имеет	3	3
95	или в	3	3
96	связи с	3	3
97	только в	4	3
98	о чем	3	3
99	уже в	4	2
100	с тем	5	2
101	связанных с	2	2
102	не менее	4	2
103	и есть	2	2
104	однако в	2	2
105	в своем	6	2
106	в лице	2	2
107	и во	2	2
108	с этим	5	2
109	и все	2	2
110	ни в	5	2
111	отец и	2	2
112	так что	5	2
113	в истории	5	2
114	одна из	2	2
115	на этом	2	2
116	у нее	2	2
117	после того	2	2
118	было бы	8	2
119	если бы	9	2
120	или на	2	2
121	в частности	4	2
122	хотя и	4	2
123	что на	3	2
124	хотя бы	2	2
125	в нем	6	2
126	с той	2	2
127	себя в	3	2
128	в целом	4	2
129	отношение к	2	2
130	из них	7	2
131	не по	4	2
132	от того	2	2
133	и их	3	2
134	все это	3	2
135	что это	4	2
136	в связи	3	2
137	в других	2	2
138	и за	2	2
139	возможно что	3	2
140	на этот	4	2
141	тут же	2	2
142	и на	7	2
143	с этой	3	2
144	а у	3	2
145	в этой	3	2
146	на это	2	2
147	тех же	3	2
