N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	41
2	то есть	18	20
3	таким образом	3	19
4	в этом	11	15
5	как и	2	14
6	в этой	2	13
7	то же	10	13
8	все эти	2	13
9	в его	9	12
10	прежде всего	4	11
11	в том	18	11
12	в себе	9	11
13	никто не	2	10
14	так и	11	10
15	все это	2	10
16	в то	6	10
17	в качестве	24	9
18	и его	12	9
19	не в	7	9
20	же время	5	9
21	но и	10	9
22	и т.п	4	9
23	в своем	2	9
24	что в	6	9
25	то что	4	8
26	но в	7	8
27	в них	2	7
28	вовсе не	2	7
29	в романе	3	7
30	как бы	9	7
31	в нем	5	7
32	и не	15	7
33	это не	2	6
34	ни в	5	6
35	есть в	2	6
36	для него	4	6
37	только в	5	6
38	о том	2	6
39	не только	16	5
40	и к	3	5
41	что и	2	5
42	как в	2	5
43	в году	2	5
44	а в	12	5
45	к нему	3	5
46	и для	2	5
47	так же	2	5
48	точки зрения	10	5
49	и это	2	5
50	потому что	3	5
51	место в	4	4
52	том числе	2	4
53	хотя и	3	4
54	но он	3	4
55	том что	8	4
56	одна из	2	4
57	картины мира	3	4
58	может быть	14	4
59	он не	4	4
60	в виду	5	4
61	к жизни	2	4
62	мира и	2	4
63	и на	2	4
64	мира в	2	4
65	я не	2	3
66	и другие	2	3
67	в отношении	3	3
68	того же	2	3
69	нового времени	2	3
70	в одном	2	3
71	и потому	2	3
72	в мире	21	3
73	свою очередь	2	3
74	в своей	5	3
75	в свою	3	3
76	при этом	13	3
77	в формах	2	3
78	например в	3	3
79	что он	3	3
80	с ее	5	3
81	во всех	3	3
82	в форме	4	3
83	в их	5	3
84	не может	7	3
85	в той	3	3
86	тем самым	4	3
87	с точки	3	3
88	и по	2	3
89	не на	3	3
90	не знает	3	3
91	его в	2	3
92	с его	6	2
93	именно в	2	2
94	а на	5	2
95	и др	2	2
96	никогда не	2	2
97	в этих	3	2
98	том и	2	2
99	и ее	3	2
100	к тому	4	2
101	отношению к	9	2
102	и как	3	2
103	более или	5	2
104	по своему	2	2
105	в себя	2	2
106	одно и	3	2
107	рассказ о	2	2
108	отношение к	5	2
109	еще не	3	2
110	того что	4	2
111	своего рода	5	2
112	одной из	2	2
113	картина мира	5	2
114	а также	5	2
115	дело не	2	2
116	образом и	2	2
117	или менее	5	2
118	во времени	4	2
119	во всей	3	2
120	по отношению	9	2
121	а не	9	2
122	говорит что	2	2
123	а только	4	2
124	уже не	4	2
125	или в	2	2
126	в данном	4	2
127	и то	4	2
128	но их	3	2
129	их в	3	2
130	имеем в	3	2
131	и т.д	3	2
132	далеко не	2	2
133	в чем	2	2
134	в которой	2	2
135	с ним	2	2
136	в области	6	2
137	мы имеем	6	2
