N	2gram	Propp_Isto_2	FransuaR
1	и в	15	49
2	прежде всего	5	19
3	в его	6	18
4	не только	18	17
5	и его	3	17
6	и на	4	17
7	и не	11	15
8	в этом	11	15
9	только в	6	13
10	но и	14	13
11	во время	2	12
12	как и	2	11
13	как бы	6	11
14	в этой	4	10
15	все это	3	9
16	и др	4	9
17	в нем	7	9
18	в сущности	2	8
19	все же	9	7
20	один из	8	7
21	не может	5	7
22	таким образом	7	7
23	то же	10	7
24	все эти	4	7
25	именно в	2	6
26	то что	12	6
27	в себя	3	6
28	здесь в	2	6
29	мы уже	6	6
30	во всех	2	6
31	так и	5	6
32	сказать что	2	6
33	и с	4	6
34	но он	4	6
35	так как	14	6
36	никогда не	15	5
37	уже в	2	5
38	из этих	3	5
39	но не	2	5
40	при этом	4	5
41	может быть	17	5
42	в основном	2	5
43	в особенности	2	5
44	роль в	3	5
45	в эту	2	5
46	и более	2	4
47	с другой	2	4
48	в жизни	2	4
49	в себе	4	4
50	том что	7	4
51	но все	5	4
52	одна из	2	4
53	в этих	11	4
54	сих пор	7	4
55	до сих	6	4
56	смерти и	7	4
57	не было	2	4
58	а в	12	4
59	тем что	4	4
60	но в	6	4
61	связана с	6	3
62	но они	4	3
63	всех этих	3	3
64	с одной	4	3
65	превращается в	2	3
66	другими словами	4	3
67	в одном	5	3
68	что он	24	3
69	в том	6	3
70	да и	2	3
71	а затем	2	3
72	одной стороны	3	3
73	было бы	5	3
74	из них	2	3
75	с ее	2	3
76	мы видели	2	3
77	ни в	2	3
78	связан с	5	3
79	связь с	4	3
80	другой стороны	2	3
81	только с	2	3
82	к нему	5	3
83	можно было	5	3
84	так в	3	3
85	их в	2	3
86	о том	3	3
87	и это	3	3
88	видит в	2	3
89	в виду	2	3
90	связи с	8	2
91	что в	12	2
92	могут быть	2	2
93	в качестве	3	2
94	имеем в	5	2
95	на то	3	2
96	в тех	2	2
97	и эти	2	2
98	он был	3	2
99	в новой	2	2
100	по существу	2	2
101	но это	4	2
102	что они	10	2
103	он видит	2	2
104	ничего не	7	2
105	мы здесь	6	2
106	еще не	9	2
107	и другие	4	2
108	проникнуть в	2	2
109	очень много	8	2
110	у него	4	2
111	в ней	4	2
112	к ней	2	2
113	в него	2	2
114	в обряде	7	2
115	на этой	2	2
116	вместе с	7	2
117	ее в	2	2
118	в их	3	2
119	должен был	3	2
120	в связи	5	2
121	страх перед	3	2
122	того как	4	2
123	ключ к	2	2
124	на самом	2	2
125	того чтобы	2	2
126	дает нам	2	2
127	так же	13	2
128	другом месте	2	2
129	тому как	3	2
130	можно найти	5	2
131	одной из	4	2
132	он дает	2	2
133	подобно тому	3	2
134	на его	2	2
135	под названием	2	2
136	в другом	9	2
137	мы должны	4	2
138	здесь не	2	2
139	мы можем	8	2
