N	2gram	Vygotskiy__2	StatiiOP
1	и в	15	29
2	том что	27	27
3	в том	33	27
4	в этом	19	21
5	но и	10	19
6	что в	14	19
7	не только	15	19
8	о том	9	17
9	что он	12	13
10	в его	2	13
11	то что	20	11
12	все это	4	11
13	в которой	4	11
14	к тому	7	10
15	таким образом	14	10
16	в своем	9	9
17	так и	8	9
18	этом отношении	3	9
19	и не	7	9
20	потому что	7	9
21	он не	7	9
22	по поводу	4	8
23	как раз	4	8
24	но в	6	8
25	но все	2	7
26	в самом	11	7
27	в виду	6	7
28	в котором	2	7
29	в своей	4	7
30	вместе с	6	7
31	того как	4	7
32	для того	10	7
33	об этом	3	6
34	в одном	2	6
35	вовсе не	6	6
36	вопрос о	5	6
37	все же	4	6
38	в течение	2	6
39	и что	8	6
40	того чтобы	12	6
41	и его	4	6
42	прежде всего	4	5
43	в качестве	4	5
44	было бы	10	5
45	как бы	7	5
46	а не	3	5
47	того что	17	5
48	точки зрения	26	5
49	речь идет	2	4
50	именно в	2	4
51	в частности	6	4
52	что у	3	4
53	с другой	6	4
54	но с	2	4
55	раньше чем	2	4
56	к этому	4	4
57	не в	8	4
58	для него	3	4
59	и к	6	4
60	ничего не	3	4
61	при помощи	4	4
62	в другом	2	4
63	связи с	9	4
64	и с	4	4
65	в общем	3	3
66	в известном	2	3
67	на вопрос	4	3
68	же как	2	3
69	что это	6	3
70	в этих	2	3
71	не является	9	3
72	в предисловии	4	3
73	с этим	3	3
74	в полном	2	3
75	по себе	7	3
76	идет о	3	3
77	что на	2	3
78	ни в	2	3
79	мне кажется	2	3
80	в начале	4	3
81	как у	2	3
82	но не	3	3
83	в пользу	4	3
84	одной из	3	3
85	никогда не	8	3
86	и даже	5	3
87	всяком случае	6	3
88	оба эти	2	3
89	не могло	2	3
90	из них	3	3
91	самом деле	6	3
92	как в	4	3
93	в их	2	3
94	а с	4	3
95	относятся к	2	3
96	тем что	2	3
97	на самом	3	3
98	за то	2	3
99	и по	3	3
100	хотя бы	4	3
101	так же	4	3
102	во всяком	7	3
103	что эта	6	3
104	которые не	2	3
105	не то	2	3
106	в эту	4	3
107	действительно не	3	2
108	в отношении	6	2
109	во время	3	2
110	с его	4	2
111	на всем	2	2
112	и более	2	2
113	если бы	8	2
114	и др	5	2
115	по этому	6	2
116	в них	4	2
117	что с	5	2
118	с этой	2	2
119	и теперь	2	2
120	связь с	2	2
121	как например	2	2
122	предисловии к	4	2
123	что именно	3	2
124	бы ни	2	2
125	что и	2	2
126	о которых	3	2
127	по существу	5	2
128	не потому	2	2
129	как и	6	2
130	и как	2	2
131	в этой	6	2
132	другом месте	2	2
133	что они	3	2
134	в истории	6	2
135	очевидно что	3	2
136	как известно	6	2
137	не дает	2	2
138	случае не	2	2
139	и сам	3	2
140	раз в	2	2
141	несмотря на	4	2
142	может быть	9	2
143	очень хорошо	2	2
144	том же	2	2
145	а также	2	2
146	на то	6	2
147	даже в	4	2
148	нет и	2	2
149	только в	4	2
150	ее в	2	2
151	как говорит	2	2
152	также и	2	2
153	в некоторых	2	2
154	в процессе	11	2
155	со стороны	3	2
156	или менее	2	2
157	и речи	13	2
158	только что	3	2
159	и самый	2	2
160	не может	9	2
161	этому поводу	3	2
162	то же	5	2
163	все эти	3	2
164	при этом	3	2
165	там где	6	2
166	в отличие	3	2
167	они не	3	2
168	более или	2	2
169	по пути	2	2
170	на этот	6	2
171	не имеет	4	2
172	с точки	18	2
173	в данном	3	2
174	в первые	3	2
175	в результате	3	2
176	сказать что	6	2
177	с и	4	2
178	в себе	2	2
179	этот вопрос	5	2
180	и вообще	2	2
181	в один	2	2
182	от его	4	2
183	как он	6	2
184	и это	3	2
185	так как	4	2
186	как это	6	2
187	того же	3	2
188	отличие от	3	2
189	о мире	3	2
