N	2gram	Propp_Isto_1	Problemy
1	и в	28	35
2	как бы	2	31
3	и не	9	27
4	что он	10	24
5	в его	5	21
6	но в	8	19
7	не может	15	18
8	как и	4	18
9	в нем	2	16
10	то же	12	15
11	но и	10	14
12	для него	2	14
13	может быть	25	14
14	все это	4	14
15	и его	3	14
16	в этом	8	14
17	он не	2	13
18	прежде всего	10	12
19	и с	4	12
20	в другом	3	12
21	в пределах	4	11
22	в то	3	11
23	не в	9	10
24	не только	12	10
25	то что	9	10
26	я не	3	8
27	самого начала	2	8
28	так и	9	8
29	с самого	2	8
30	потому что	4	8
31	все же	10	8
32	как мы	3	8
33	и для	4	8
34	на них	2	7
35	так же	7	7
36	а в	7	7
37	с ним	2	7
38	вовсе не	2	7
39	еще не	7	7
40	отношению к	3	7
41	что же	3	7
42	в виде	2	7
43	там где	4	7
44	таким образом	8	7
45	что в	12	6
46	к тому	6	6
47	но это	4	6
48	что они	5	6
49	и что	10	6
50	у меня	3	6
51	и на	4	6
52	не знает	5	6
53	в одном	5	6
54	но не	5	6
55	по отношению	3	6
56	только в	11	6
57	в том	9	5
58	так что	4	5
59	и даже	4	5
60	во время	3	5
61	даже в	4	5
62	на него	4	5
63	как в	2	5
64	к своему	2	5
65	героя в	5	5
66	в себе	2	5
67	никогда не	14	4
68	с другой	6	4
69	в такой	2	4
70	но все	4	4
71	друг с	4	4
72	и вот	2	4
73	между тем	2	4
74	его в	6	4
75	так как	6	4
76	бы в	2	4
77	как раз	2	4
78	по себе	3	4
79	так чтобы	2	4
80	во всем	3	4
81	тот же	2	4
82	еще в	2	4
83	а не	15	4
84	что не	2	4
85	тем что	3	4
86	он в	2	4
87	как будто	4	4
88	с другом	3	4
89	что это	8	4
90	же не	3	4
91	за собой	2	3
92	то ни	2	3
93	но так	2	3
94	и от	2	3
95	ни было	2	3
96	нет в	2	3
97	героя из	2	3
98	бы то	2	3
99	в целом	2	3
100	из них	3	3
101	другой стороны	5	3
102	его и	2	3
103	в форме	3	3
104	все эти	4	3
105	того что	4	3
106	должно быть	2	3
107	это не	7	3
108	сказать что	5	3
109	в начале	3	3
110	мы должны	13	3
111	в котором	3	3
112	с тем	4	3
113	поэтому он	2	3
114	не как	3	3
115	с этим	4	3
116	раз и	3	3
117	в ее	2	3
118	том что	7	3
119	было бы	7	3
120	во всех	2	3
121	что и	6	3
122	когда он	6	3
123	а с	2	3
124	уже не	3	3
125	только с	2	3
126	ничего не	2	3
127	не менее	6	2
128	на вопрос	2	2
129	в этих	7	2
130	для этого	3	2
131	столь же	2	2
132	вопрос о	5	2
133	мы знаем	4	2
134	в дальнейшем	5	2
135	на этом	3	2
136	в большинстве	4	2
137	при этом	3	2
138	например в	5	2
139	время как	3	2
140	на нее	2	2
141	мы видели	2	2
142	в своем	5	2
143	не просто	3	2
144	и по	3	2
145	есть только	3	2
146	увидим что	5	2
147	их в	5	2
148	в ней	7	2
149	по своей	2	2
150	о том	9	2
151	как он	2	2
152	большинстве случаев	4	2
153	всех этих	2	2
154	отчего же	2	2
155	однако в	2	2
156	будто бы	3	2
157	в темноте	2	2
158	а затем	2	2
159	очень часто	3	2
160	здесь в	2	2
161	мы увидим	10	2
162	одной из	2	2
163	конечно не	2	2
164	о нем	2	2
165	еще один	2	2
166	но уже	2	2
167	себя в	2	2
168	вместе с	6	2
169	говорит о	2	2
170	приводит к	2	2
171	так в	4	2
172	в отличие	2	2
173	чтобы не	3	2
174	на этот	2	2
175	и он	3	2
176	и как	2	2
177	хотя бы	4	2
178	или в	5	2
179	можно было	5	2
180	вступает в	2	2
181	из этого	2	2
182	отличие от	2	2
183	это было	2	2
