N	3gram	Propp_Isto_1	Myshleni
1	по отношению к	3	12
2	в том что	4	11
3	так же как	2	7
4	друг с другом	3	7
5	с самого начала	2	5
6	то же самое	3	4
7	в то время	3	4
8	о том что	3	4
9	на этот вопрос	2	4
10	то время как	3	4
11	с одной стороны	4	3
12	можно было бы	3	3
13	и тот же	2	3
14	до сих пор	5	3
15	один и тот	2	3
16	не может быть	7	3
17	вопрос о том	2	3
18	в отличие от	2	2
19	же самое что	2	2
20	мы нашли что	2	2
21	мы видим что	8	2
22	само по себе	2	2
23	с другой стороны	5	2
24	в зависимости от	2	2
25	вместе с тем	2	2
26	но все же	3	2
