N	2gram	Bakhtin_Pr_5	Tvorches
1	у достоевского	12	30
2	и в	35	20
3	романах достоевского	4	13
4	не только	10	13
5	в романах	5	13
6	никогда не	4	11
7	как бы	31	11
8	в его	21	10
9	таким образом	7	10
10	в то	11	10
11	достоевского в	3	9
12	и его	14	9
13	и не	27	9
14	прежде всего	12	8
15	в том	5	8
16	достоевского как	2	8
17	при этом	2	8
18	ивана карамазова	4	8
19	но и	14	8
20	может быть	14	8
21	в этом	14	8
22	и с	12	8
23	это не	3	7
24	братьях карамазовых	3	7
25	же время	10	7
26	что в	6	7
27	иван карамазов	2	7
28	не может	18	7
29	то же	15	7
30	потому что	8	7
31	у него	4	6
32	в конце	5	6
33	что он	24	6
34	в братьях	3	6
35	как и	18	6
36	из подполья	35	6
37	в целом	3	6
38	в своей	4	6
39	так и	8	6
40	все это	14	6
41	а не	4	6
42	в мире	4	5
43	но это	6	5
44	еще не	7	5
45	но не	6	5
46	и сам	7	5
47	например в	2	5
48	все же	8	5
49	и даже	5	5
50	так же	7	5
51	и на	6	5
52	о том	2	5
53	героев достоевского	3	5
54	в творчестве	4	5
55	то есть	16	5
56	за собой	3	4
57	в душе	2	4
58	что у	6	4
59	и от	3	4
60	том что	3	4
61	в дальнейшем	2	4
62	что они	6	4
63	на его	4	4
64	хотя и	2	4
65	когда он	3	4
66	как в	5	4
67	все эти	3	4
68	героя в	5	4
69	не в	10	4
70	настасьи филипповны	7	4
71	а в	7	4
72	в чем	4	4
73	настасья филипповна	5	4
74	творчестве достоевского	7	4
75	ничего не	3	4
76	но в	19	4
77	братьев карамазовых	2	4
78	а с	3	3
79	я бы	4	3
80	он сам	6	3
81	мире достоевского	3	3
82	с этой	2	3
83	несколько раз	2	3
84	в одной	3	3
85	с ним	7	3
86	но зато	4	3
87	а затем	2	3
88	отношению к	7	3
89	и отчасти	2	3
90	достоевского нет	3	3
91	достоевского это	3	3
92	для него	14	3
93	что не	4	3
94	одной из	2	3
95	своего рода	2	3
96	в самом	6	3
97	он не	13	3
98	в котором	3	3
99	в нем	16	3
100	то что	10	3
101	но уже	2	3
102	и это	5	3
103	вместе с	2	3
104	по отношению	6	3
105	так как	4	3
106	уже не	3	3
107	в рассказе	2	3
108	тем что	4	3
109	в которых	2	3
110	в себе	5	3
111	в начале	3	3
112	его в	4	3
113	в записках	2	3
114	в плане	6	3
115	между тем	4	3
116	уже в	3	2
117	и вдруг	3	2
118	все время	4	2
119	в роман	2	2
120	в силах	2	2
121	не менее	2	2
122	это уже	2	2
123	его и	3	2
124	и без	4	2
125	с другой	4	2
126	в такой	4	2
127	не знал	2	2
128	в одном	6	2
129	я не	8	2
130	вовсе не	7	2
131	и лишь	2	2
132	в этот	2	2
133	во всяком	4	2
134	а я	10	2
135	такой же	3	2
136	что на	2	2
137	в ее	3	2
138	что его	2	2
139	тому же	3	2
140	так что	5	2
141	что я	13	2
142	проникает в	2	2
143	которой он	3	2
144	в произведениях	2	2
145	всяком случае	4	2
146	нет и	4	2
147	себя в	2	2
148	но эти	2	2
149	на него	5	2
150	приводит к	2	2
151	так в	2	2
152	к самому	5	2
153	в отличие	2	2
154	бы не	2	2
155	достоевского и	2	2
156	всегда с	2	2
157	но эта	2	2
158	сводится к	3	2
159	самом деле	10	2
160	и что	6	2
161	и у	4	2
162	и наконец	7	2
163	на этот	2	2
164	другой стороны	3	2
165	и он	2	2
166	и по	2	2
167	друг друга	2	2
168	особенно в	2	2
169	рядом с	4	2
170	с другими	2	2
171	с ними	5	2
172	не случайно	2	2
173	из них	3	2
174	в виде	7	2
175	для достоевского	2	2
176	в которой	2	2
177	говорить о	3	2
178	с другим	13	2
179	и вообще	2	2
180	только в	6	2
181	но ведь	2	2
182	героя и	10	2
183	из этого	2	2
184	так сказать	2	2
185	их в	2	2
186	только с	3	2
187	отличие от	2	2
188	произведениях достоевского	2	2
189	же не	4	2
