N	2gram	Trubetskoy_1	EvropaiC
1	таким образом	22	32
2	в том	11	31
3	и в	26	24
4	культурных ценностей	4	20
5	том что	7	20
6	все эти	6	19
7	не может	4	18
8	то что	7	17
9	может быть	10	15
10	все же	6	15
11	к культуре	2	14
12	точки зрения	13	13
13	в своем	3	12
14	до сих	5	12
15	сих пор	5	12
16	в этом	15	12
17	все это	6	11
18	между тем	2	11
19	отношению к	3	10
20	как бы	12	10
21	из себя	2	10
22	все что	2	10
23	во всех	2	10
24	так и	6	10
25	культуры и	3	10
26	на то	2	9
27	при этом	3	9
28	друг с	5	9
29	в результате	3	9
30	того же	6	9
31	с другом	5	9
32	что в	9	9
33	не в	2	8
34	в самом	4	8
35	так же	5	8
36	если бы	3	8
37	и все	2	8
38	ясно что	3	8
39	с точки	6	8
40	не менее	3	7
41	для этого	2	7
42	к тому	6	7
43	но и	9	7
44	и не	8	7
45	и что	4	7
46	из этих	10	7
47	по своей	2	7
48	о котором	2	7
49	о том	6	7
50	европейской культуры	3	7
51	что он	4	7
52	по существу	2	7
53	в силу	5	7
54	или менее	5	7
55	того чтобы	5	7
56	для того	5	7
57	из этого	2	7
58	более или	5	7
59	с другой	8	6
60	так что	3	6
61	в этой	4	6
62	в общем	8	6
63	несмотря на	6	6
64	отличается от	2	6
65	того что	3	6
66	как на	8	6
67	и на	2	6
68	так как	9	6
69	и при	3	6
70	еще не	2	6
71	что и	6	6
72	в мире	5	6
73	у них	3	6
74	мы можем	2	6
75	только в	4	6
76	вместе с	15	6
77	именно в	2	5
78	что это	3	5
79	и от	4	5
80	на все	2	5
81	что все	4	5
82	тому же	5	5
83	в пользу	2	5
84	основано на	2	5
85	и с	10	5
86	потому что	7	5
87	но в	7	5
88	ничем не	4	5
89	сравнению с	2	5
90	к этому	3	5
91	большею частью	2	5
92	и к	5	5
93	из всех	3	5
94	в то	4	5
95	по своему	2	5
96	и если	3	5
97	в его	5	5
98	не только	10	5
99	по сравнению	2	5
100	быть и	2	5
101	и для	5	5
102	но все	7	5
103	лишь в	5	5
104	в себе	6	5
105	далеко не	4	5
106	в которой	3	5
107	не могут	2	4
108	течением времени	3	4
109	никогда не	5	4
110	в конце	6	4
111	эта культура	2	4
112	и проч	2	4
113	тем не	3	4
114	одним из	2	4
115	отношение к	5	4
116	из них	7	4
117	первое время	2	4
118	поэтому что	2	4
119	с течением	3	4
120	то ясно	2	4
121	признать что	2	4
122	связи с	9	4
123	ни один	2	4
124	мы должны	6	4
125	он не	4	4
126	конце концов	3	4
127	оказывается что	3	4
128	то же	4	4
129	а с	7	4
130	в течение	4	4
131	и сейчас	2	4
132	из которых	4	4
133	и у	8	4
134	значительная часть	2	4
135	хотя бы	3	4
136	в таком	3	4
137	в виде	4	4
138	и т.д	6	4
139	в области	9	4
140	же как	3	3
141	с одной	7	3
142	в этих	4	3
143	представление о	6	3
144	различия между	2	3
145	не вполне	3	3
146	так или	3	3
147	в нем	4	3
148	целый ряд	4	3
149	в разных	2	3
150	то ни	2	3
151	что оно	4	3
152	образом в	5	3
153	и наконец	2	3
154	и по	4	3
155	а в	4	3
156	в начале	2	3
157	что мы	2	3
158	и потому	6	3
159	с тем	18	3
160	можно назвать	2	3
161	но по	3	3
162	прежде всего	2	3
163	тот же	2	3
164	конечно не	2	3
165	только что	2	3
166	или иначе	3	3
167	очень много	2	3
168	в связи	3	3
169	ничего общего	2	3
170	и это	2	3
171	с этой	3	2
172	что эти	3	2
173	к своим	4	2
174	исторического развития	2	2
175	для него	3	2
176	время после	2	2
177	же время	2	2
178	в свою	2	2
179	одной стороны	7	2
180	к нему	7	2
181	к ним	3	2
182	в среде	2	2
183	но если	2	2
184	эти черты	2	2
185	в виду	2	2
186	всяком случае	6	2
187	в котором	4	2
188	мы видели	2	2
189	бы то	2	2
190	заключает в	2	2
191	те же	2	2
192	в самой	2	2
193	в одно	2	2
194	ни было	2	2
195	между этими	2	2
196	гораздо менее	2	2
197	смотреть на	2	2
198	и те	3	2
199	в глазах	2	2
200	в которых	4	2
201	одно из	2	2
202	не было	2	2
203	на нее	3	2
204	во всяком	6	2
205	то есть	4	2
206	только не	2	2
207	при таком	2	2
208	в них	2	2
209	тогда когда	2	2
210	этого последнего	2	2
211	так чтобы	2	2
212	культура в	3	2
213	но не	8	2
214	том виде	2	2
215	жизни и	2	2
216	и из	2	2
217	общего с	2	2
218	и особенно	2	2
219	очень мало	4	2
220	к другу	2	2
221	в процессе	2	2
222	но с	3	2
223	ко всему	2	2
224	то с	3	2
225	из этой	2	2
226	совершенно иной	2	2
227	и только	4	2
228	этими двумя	2	2
229	в эту	2	2
230	из него	2	2
