N	2gram	Losev_Vesc_1	KulturaY
1	и т	19	54
2	т е	55	32
3	и в	21	23
4	точки зрения	5	23
5	в том	8	22
6	не только	36	17
7	было бы	14	16
8	в этом	4	16
9	с точки	3	16
10	может быть	16	14
11	самом деле	4	14
12	что в	9	13
13	в самом	9	13
14	не менее	3	12
15	для того	2	12
16	потому что	16	12
17	том что	8	11
18	а не	19	11
19	того что	8	11
20	в его	2	11
21	того чтобы	3	11
22	можно было	2	11
23	у нас	7	10
24	и не	29	10
25	можно говорить	2	10
26	прежде всего	9	9
27	тем не	3	9
28	еще не	8	9
29	хотя бы	6	9
30	таким образом	8	9
31	так как	7	9
32	если бы	5	8
33	между прочим	3	8
34	т д	19	8
35	уже не	9	8
36	в виду	2	8
37	с другой	6	7
38	если мы	8	7
39	слова и	5	7
40	и что	15	7
41	должно быть	6	7
42	в данном	5	7
43	сказать что	17	7
44	все эти	3	7
45	как это	2	7
46	с тем	5	6
47	для этого	4	6
48	по себе	13	6
49	что и	3	6
50	в силу	3	6
51	тот же	3	6
52	и тем	3	6
53	так и	3	6
54	не может	17	6
55	то же	6	6
56	говорить о	6	6
57	только в	14	6
58	о том	6	6
59	ничего не	3	6
60	что же	8	5
61	я не	4	5
62	независимо от	5	5
63	и есть	26	5
64	вовсе не	10	5
65	как и	8	5
66	не в	5	5
67	совершенно не	5	5
68	хотя и	4	5
69	что она	15	5
70	как бы	12	5
71	не значит	7	5
72	все же	4	5
73	от того	3	5
74	как мы	4	5
75	а в	4	5
76	но это	10	5
77	также и	6	5
78	тем что	2	5
79	той или	2	5
80	в первом	2	5
81	в чем	6	5
82	слова в	2	4
83	тому что	2	4
84	ясно что	8	4
85	один из	3	4
86	языка как	2	4
87	для нас	2	4
88	только тогда	3	4
89	того же	5	4
90	одной стороны	3	4
91	не случайно	2	4
92	в сущности	4	4
93	в своей	5	4
94	и о	3	4
95	в ее	7	4
96	язык есть	2	4
97	то что	27	4
98	данном случае	2	4
99	что значит	8	4
100	как раз	9	4
101	в своем	6	4
102	с одной	3	4
103	в той	3	4
104	что не	5	4
105	что такое	12	4
106	в слове	2	4
107	мы говорим	5	4
108	тогда когда	5	4
109	но на	2	3
110	бы сказать	2	3
111	что это	13	3
112	то мы	2	3
113	отнюдь не	5	3
114	это не	5	3
115	говорить что	3	3
116	должна быть	4	3
117	имеет смысл	5	3
118	самый смысл	4	3
119	есть не	14	3
120	к тому	3	3
121	что на	2	3
122	в отношении	4	3
123	как же	3	3
124	с этой	4	3
125	не знать	2	3
126	по существу	2	3
127	это и	6	3
128	то в	4	3
129	но не	5	3
130	по преимуществу	2	3
131	но для	2	3
132	но если	8	3
133	то это	3	3
134	не есть	49	3
135	только то	2	3
136	но и	18	3
137	вообще и	4	3
138	другой стороны	2	3
139	а с	3	3
140	мы находим	2	3
141	и вот	2	3
142	мы не	6	3
143	в ней	12	3
144	и пр	6	3
145	я хочу	5	3
146	не потому	6	3
147	и с	8	3
148	бы и	5	3
149	той же	2	3
150	нас в	3	3
151	в результате	3	3
152	сам по	3	3
153	слово в	2	3
154	в то	3	3
155	я в	2	3
156	и только	3	3
157	она не	4	3
158	мы должны	2	3
159	значит не	4	3
160	когда мы	6	3
161	я и	6	3
162	все это	5	2
163	быть совершенно	2	2
164	первом случае	2	2
165	и значит	2	2
166	в одном	2	2
167	что все	2	2
168	же это	4	2
169	сама по	3	2
170	можно сказать	6	2
171	и здесь	4	2
172	и того	2	2
173	и как	8	2
174	есть конечно	2	2
175	что они	6	2
176	есть вещь	7	2
177	свое время	2	2
178	равно как	2	2
179	кроме того	4	2
180	и если	2	2
181	мог бы	5	2
182	каждой из	2	2
183	она есть	8	2
184	никак не	3	2
185	в свое	2	2
186	в котором	3	2
187	его в	2	2
188	не с	7	2
189	я имею	2	2
190	конечно можно	3	2
191	дело не	2	2
192	собственном смысле	3	2
193	мысли и	3	2
194	в свете	7	2
195	и без	3	2
196	отличается от	7	2
197	то и	4	2
198	что есть	5	2
199	как к	4	2
200	смысл и	9	2
201	быть не	4	2
202	только что	2	2
203	как я	4	2
204	еще более	2	2
205	не просто	19	2
206	это так	3	2
207	из того	2	2
208	совершенно ясно	2	2
209	которую я	2	2
210	то или	2	2
211	с другими	8	2
212	во всяком	3	2
213	ни на	3	2
214	чем же	3	2
215	а вот	3	2
216	так то	3	2
217	что мы	14	2
218	тому как	4	2
219	на этом	2	2
220	еще и	8	2
221	в россии	2	2
222	не то	4	2
223	относится к	5	2
224	она может	4	2
225	то не	4	2
226	мы имеем	7	2
227	но в	5	2
228	если это	2	2
229	е в	7	2
230	для меня	2	2
