N	2gram	Propp_Isto_1	Problemy
1	и в	28	46
2	и не	9	27
3	может быть	25	23
4	как бы	2	19
5	не может	15	19
6	в нем	2	17
7	в этом	8	16
8	не только	12	14
9	перед нами	3	12
10	но и	10	12
11	как и	4	12
12	как мы	3	12
13	и на	4	11
14	в одном	5	11
15	а не	15	11
16	не в	9	10
17	в пределах	4	10
18	между ними	2	10
19	прежде всего	10	9
20	в том	9	9
21	в большинстве	4	9
22	вовсе не	2	9
23	в его	5	9
24	большинстве случаев	4	8
25	до сих	5	8
26	конечно не	2	8
27	сих пор	5	8
28	или в	5	8
29	и с	4	7
30	по себе	3	7
31	еще не	7	7
32	как раз	2	7
33	в себе	2	7
34	никогда не	14	6
35	но это	4	6
36	о нем	2	6
37	но в	8	6
38	что он	10	6
39	мы увидим	10	6
40	и между	2	6
41	то же	12	6
42	все это	4	6
43	и он	3	6
44	и его	3	6
45	только в	11	6
46	это не	7	5
47	при этом	3	5
48	друг с	4	5
49	в котором	3	5
50	по отношению	3	5
51	в то	3	5
52	так как	6	5
53	о том	9	5
54	отношению к	3	5
55	во всех	2	5
56	если мы	3	5
57	с другом	3	5
58	что в	12	4
59	в этих	7	4
60	очень часто	3	4
61	например в	5	4
62	к ним	4	4
63	по мере	2	4
64	в их	3	4
65	таким образом	8	4
66	еще и	2	4
67	все эти	4	4
68	должно быть	2	4
69	потому что	4	4
70	и здесь	7	4
71	во всем	3	4
72	мы не	10	4
73	не знает	5	4
74	превращается в	4	4
75	как в	2	4
76	раз и	3	4
77	том что	7	4
78	но не	5	4
79	он не	2	4
80	все же	10	4
81	то что	9	4
82	так и	9	4
83	приводит к	2	4
84	уже не	3	4
85	здесь не	4	4
86	и другие	4	3
87	с другой	6	3
88	не могут	2	3
89	на то	4	3
90	к своему	2	3
91	в своем	5	3
92	более или	5	3
93	на этом	3	3
94	одним из	2	3
95	но если	2	3
96	у меня	3	3
97	то это	3	3
98	и для	4	3
99	и их	3	3
100	другой стороны	5	3
101	так же	7	3
102	и только	2	3
103	и даже	4	3
104	также и	3	3
105	как он	2	3
106	их в	5	3
107	бы в	2	3
108	мы имеем	13	3
109	если бы	8	3
110	отчего же	2	3
111	не как	3	3
112	по существу	5	3
113	так чтобы	2	3
114	по своей	2	3
115	и что	10	3
116	было бы	7	3
117	что и	6	3
118	себя в	2	3
119	на него	4	3
120	или менее	5	3
121	что же	3	3
122	в отличие	2	3
123	героя в	5	3
124	тем что	3	3
125	в этой	6	3
126	дело в	3	3
127	и этим	2	3
128	отличие от	2	3
129	не менее	6	2
130	должна быть	5	2
131	для этого	3	2
132	или меньшей	2	2
133	вопрос о	5	2
134	к тому	6	2
135	для нас	13	2
136	его как	2	2
137	мы будем	5	2
138	живет в	2	2
139	так что	4	2
140	и как	2	2
141	но все	4	2
142	же как	2	2
143	большей или	2	2
144	не дает	2	2
145	для него	2	2
146	мы здесь	3	2
147	и тем	2	2
148	образов и	2	2
149	то и	2	2
150	отношения к	2	2
151	они не	4	2
152	этих случаях	2	2
153	и по	3	2
154	а в	7	2
155	увидим что	5	2
156	сказать что	5	2
157	что мы	7	2
158	с ним	2	2
159	почти не	3	2
160	между тем	2	2
161	с этим	4	2
162	одна из	2	2
163	указывает на	2	2
164	здесь в	2	2
165	там и	3	2
166	об этом	4	2
167	и пр	4	2
168	когда он	6	2
169	вместе с	6	2
170	так в	4	2
171	что такое	2	2
172	на этот	2	2
173	хотя бы	4	2
174	можно было	5	2
175	ничего не	2	2
176	этот вопрос	7	2
177	от этого	2	2
178	могут быть	4	2
179	в другом	3	2
180	которые в	2	2
181	там где	4	2
182	того как	3	2
