N	2gram	Bakhtin_Pr_4	Freidism
1	таким образом	4	24
2	и не	27	23
3	не может	19	20
4	точки зрения	11	19
5	прежде всего	9	18
6	и пр	2	15
7	в этом	16	15
8	в его	9	15
9	с помощью	3	14
10	мы можем	4	13
11	может быть	23	13
12	и его	6	12
13	как и	12	11
14	как бы	19	11
15	то что	4	11
16	все эти	4	11
17	с точки	9	11
18	так и	4	10
19	как мы	12	10
20	самом деле	4	10
21	с ним	2	10
22	но в	6	10
23	с его	5	9
24	и в	46	9
25	во всех	5	9
26	по отношению	5	9
27	все что	2	8
28	что он	6	8
29	отношению к	5	8
30	еще не	7	8
31	в своей	3	8
32	он не	4	8
33	не только	14	8
34	все это	6	8
35	то же	6	8
36	только в	6	8
37	и все	9	8
38	оно и	2	8
39	так как	5	8
40	ни в	6	7
41	к нему	5	7
42	во всяком	2	7
43	отношение к	3	7
44	в самом	9	7
45	что же	3	7
46	те же	2	7
47	и наконец	4	7
48	сказать что	2	7
49	мы уже	3	7
50	никогда не	6	6
51	вовсе не	9	6
52	для него	2	6
53	за пределы	5	6
54	так сказать	5	6
55	совершенно не	4	6
56	хотя бы	2	6
57	и с	7	6
58	и к	9	5
59	он сам	2	5
60	можно сказать	4	5
61	не в	10	5
62	в этой	3	5
63	для этого	2	5
64	в то	5	5
65	в большинстве	9	5
66	что такое	2	5
67	что в	4	5
68	но и	12	5
69	в себя	4	5
70	а в	2	5
71	и на	11	5
72	могут быть	2	5
73	с этим	2	5
74	большинстве случаев	8	5
75	не менее	2	4
76	но не	4	4
77	в котором	5	4
78	сознания и	2	4
79	в этих	4	4
80	из этих	3	4
81	в пределах	10	4
82	в жизни	5	4
83	не дает	2	4
84	если мы	5	4
85	к тому	2	4
86	об этом	2	4
87	же время	5	4
88	на этом	3	4
89	смысле слова	2	4
90	при этом	5	4
91	конечно не	8	4
92	и о	3	4
93	как раз	7	4
94	в нем	17	4
95	все же	4	4
96	не было	2	4
97	между ними	10	4
98	мы находим	5	4
99	уже не	4	4
100	и для	3	4
101	той же	3	4
102	мы не	4	4
103	в данном	2	4
104	этот вопрос	2	4
105	потому что	4	4
106	себя и	3	4
107	не могут	3	3
108	если бы	3	3
109	о себе	5	3
110	на себя	4	3
111	к себе	6	3
112	в себе	7	3
113	войти в	3	3
114	и как	2	3
115	но это	6	3
116	в узком	2	3
117	она не	3	3
118	было бы	3	3
119	в общем	2	3
120	узком смысле	2	3
121	с ее	3	3
122	себя в	3	3
123	жизни и	5	3
124	когда он	2	3
125	на него	3	3
126	вместе с	2	3
127	приводит к	4	3
128	не знает	4	3
129	как в	4	3
130	мысли и	2	3
131	и что	3	3
132	и т.п	14	3
133	на этот	2	3
134	и по	2	3
135	между двумя	3	3
136	мы имеем	3	3
137	такой же	3	3
138	у него	5	3
139	может стать	2	3
140	но ведь	2	3
141	слова и	7	3
142	и этим	3	3
143	одна из	2	3
144	которого оно	2	3
145	человека и	3	3
146	есть и	2	2
147	этих двух	4	2
148	в отношении	3	2
149	уже в	4	2
150	но все	2	2
151	и другие	3	2
152	того же	3	2
153	с другой	3	2
154	это не	5	2
155	в конце	3	2
156	для понимания	2	2
157	для нас	2	2
158	до конца	4	2
159	да и	4	2
160	влияние на	2	2
161	том что	4	2
162	более того	3	2
163	второго периода	3	2
164	а не	11	2
165	поэтому все	2	2
166	во сне	2	2
167	к другим	2	2
168	что мы	2	2
169	но для	3	2
170	но если	3	2
171	в процессе	4	2
172	о нем	6	2
173	в него	6	2
174	в своем	3	2
175	себе и	3	2
176	на почве	2	2
177	и до	3	2
178	и мысли	2	2
179	сих пор	8	2
180	в их	4	2
181	только на	3	2
182	это вовсе	2	2
183	отличается от	3	2
184	отношения к	2	2
185	и они	2	2
186	в отличие	3	2
187	в заключение	2	2
188	другого человека	3	2
189	тем же	3	2
190	и даже	3	2
191	так же	3	2
192	рядом с	5	2
193	отличие от	3	2
194	значение для	3	2
195	здесь в	2	2
196	их в	3	2
197	вся жизнь	4	2
198	от этого	2	2
199	правда в	3	2
200	они не	2	2
201	что и	3	2
202	и при	3	2
203	в другом	2	2
204	речи и	5	2
205	до сих	8	2
206	этом мы	2	2
207	мы конечно	2	2
208	в виду	4	2
