N	2gram	Vygotskiy__3	Poddanst
1	не только	12	17
2	и в	38	14
3	и не	10	12
4	в этом	13	10
5	то же	10	9
6	в том	25	9
7	в качестве	2	9
8	но в	3	9
9	хотя бы	2	8
10	в то	3	7
11	только в	4	7
12	но и	5	6
13	в ней	15	6
14	было бы	12	6
15	р и	2	6
16	с другой	7	5
17	а я	3	5
18	не в	12	5
19	в которых	6	5
20	и о	3	5
21	может быть	19	5
22	же в	2	4
23	в котором	6	4
24	то что	35	4
25	что в	20	4
26	если бы	14	4
27	в своем	5	4
28	не может	7	4
29	и к	3	4
30	а в	7	4
31	том что	14	4
32	и если	6	4
33	в русской	2	4
34	как бы	14	4
35	в нем	4	3
36	и т	14	3
37	с тем	8	3
38	столь же	2	3
39	с одной	6	3
40	заключается в	7	3
41	для того	8	3
42	с точки	9	3
43	мы не	5	3
44	и как	8	3
45	между тем	7	3
46	точки зрения	16	3
47	в себе	4	3
48	тот же	3	3
49	одной стороны	5	3
50	наряду с	3	3
51	потому что	14	3
52	и тем	3	2
53	не к	3	2
54	во всех	4	2
55	время в	5	2
56	отнюдь не	2	2
57	друг другу	2	2
58	со стороны	2	2
59	в них	3	2
60	все это	3	2
61	как раз	8	2
62	отношения к	2	2
63	с этим	8	2
64	главным образом	3	2
65	с с	2	2
66	думать что	2	2
67	которую мы	4	2
68	и вот	2	2
69	а не	7	2
70	того что	4	2
71	к чему	6	2
72	в которую	2	2
73	для нас	8	2
74	в ее	7	2
75	как на	3	2
76	есть в	2	2
77	одна из	4	2
78	в силу	2	2
79	в виде	2	2
80	из них	6	2
81	в общем	2	2
82	и мы	13	2
83	например в	2	2
84	и это	8	2
85	никак не	7	2
86	в эту	2	2
87	в его	5	2
