N	2gram	Vinokur_St_1	Dialekti
1	т е	15	30
2	и не	16	30
3	может быть	15	20
4	и в	44	19
5	не только	18	19
6	и т	30	17
7	а не	16	16
8	т д	21	15
9	в себе	2	15
10	то что	18	14
11	что она	4	14
12	и даже	5	14
13	в том	36	14
14	как бы	4	14
15	так как	5	14
16	потому что	6	14
17	вовсе не	19	13
18	но и	10	12
19	то же	5	12
20	значит что	3	12
21	точки зрения	11	12
22	и все	2	12
23	что это	4	10
24	ни в	3	10
25	как и	9	10
26	в нем	5	10
27	так и	9	10
28	том что	29	10
29	это не	8	10
30	сказать что	7	10
31	никогда не	5	9
32	по крайней	2	9
33	крайней мере	2	9
34	не может	8	9
35	же и	4	9
36	прежде всего	7	8
37	она не	2	8
38	с точки	8	8
39	не в	12	8
40	в этом	21	8
41	в своей	6	8
42	как это	4	7
43	но это	6	7
44	совершенно не	5	7
45	что в	30	7
46	время как	2	7
47	и то	5	7
48	как будто	4	7
49	так что	6	7
50	я не	7	6
51	что он	10	6
52	что не	3	6
53	да и	3	6
54	что они	7	6
55	в то	9	6
56	но не	3	6
57	конечно не	2	6
58	того что	9	6
59	жизни и	5	6
60	и вообще	3	6
61	должна быть	3	5
62	с другой	9	5
63	же время	4	5
64	в самом	7	5
65	и потому	2	5
66	что и	6	5
67	и это	2	5
68	а именно	3	5
69	как раз	4	5
70	и что	4	5
71	и его	8	5
72	говорить о	2	5
73	только в	10	5
74	о том	17	5
75	и с	3	5
76	уже в	2	4
77	или иное	3	4
78	может не	2	4
79	нисколько не	2	4
80	в своем	2	4
81	ясно что	10	4
82	быть в	2	4
83	же это	3	4
84	в ее	4	4
85	все же	8	4
86	при этом	2	4
87	то время	2	4
88	еще не	3	4
89	к нему	2	4
90	за пределы	2	4
91	он не	2	4
92	хотя бы	6	4
93	ни с	3	4
94	быть и	2	4
95	без всякого	2	4
96	все это	5	4
97	другой стороны	7	4
98	и только	3	4
99	том смысле	2	4
100	таким образом	7	4
101	что оно	3	4
102	заключается в	4	4
103	самом деле	11	4
104	и по	5	4
105	есть только	2	4
106	то или	3	4
107	а в	17	4
108	в таком	3	4
109	в каком-то	2	4
110	одно из	2	4
111	могут быть	5	4
112	но он	2	4
113	в каком	3	4
114	в другом	3	4
115	по своей	2	4
116	думаю что	5	3
117	не менее	5	3
118	и уже	2	3
119	всех этих	2	3
120	и более	2	3
121	же как	3	3
122	е в	2	3
123	можно ли	4	3
124	в этих	2	3
125	была бы	5	3
126	вопрос о	4	3
127	об этом	3	3
128	это и	4	3
129	но я	4	3
130	в этой	11	3
131	было бы	17	3
132	эти вопросы	3	3
133	не значит	3	3
134	даже в	3	3
135	тут не	2	3
136	из них	8	3
137	и их	2	3
138	и тогда	2	3
139	с этим	3	3
140	не было	4	3
141	мы имеем	2	3
142	мы находим	4	3
143	в той	6	3
144	должны быть	3	3
145	бы это	2	3
146	что этот	2	3
147	в данном	14	3
148	от этого	2	3
149	о котором	2	3
150	будто бы	3	3
151	его в	2	3
152	то не	2	3
153	в чем	3	3
154	ничего не	2	3
155	нет ни	2	3
156	что же	6	2
157	и можно	2	2
158	в частности	4	2
159	мере в	2	2
160	что у	4	2
161	в какой	3	2
162	у пушкина	8	2
163	в конце	3	2
164	я уже	3	2
165	на самом	6	2
166	не знаю	2	2
167	именно в	6	2
168	в тех	3	2
169	то это	3	2
170	что на	2	2
171	тем не	2	2
172	но все	4	2
173	в истории	3	2
174	тем или	3	2
175	что с	2	2
176	до сих	7	2
177	или иным	3	2
178	убедиться в	2	2
179	в сущности	2	2
180	несмотря на	2	2
181	далее в	2	2
182	не по	3	2
183	в ней	3	2
184	всяком случае	6	2
185	если в	2	2
186	так или	2	2
187	сих пор	7	2
188	раз в	2	2
189	все в	2	2
190	и я	3	2
191	во всех	8	2
192	времени но	2	2
193	на него	2	2
194	дело не	4	2
195	данном случае	6	2
196	в каждом	3	2
197	разница между	2	2
198	тому что	3	2
199	так же	5	2
200	т п	9	2
201	например в	8	2
202	с одной	3	2
203	как в	13	2
204	хотя в	2	2
205	а потому	2	2
206	это вовсе	2	2
207	тем же	3	2
208	в очень	3	2
209	д и	2	2
210	бы и	4	2
211	или иначе	2	2
212	в своих	2	2
213	также и	9	2
214	в результате	3	2
215	их в	2	2
216	между тем	3	2
217	тем что	5	2
218	в виде	3	2
219	на который	2	2
220	но разве	2	2
221	что здесь	2	2
222	во время	3	2
223	что мы	5	2
224	того или	4	2
225	во всяком	6	2
226	но ведь	8	2
227	все эти	5	2
228	есть в	2	2
229	уже о	5	2
230	к сожалению	3	2
231	ни на	2	2
232	в которой	4	2
233	в области	14	2
234	но в	10	2
235	том как	4	2
