N	2gram	Vygotskiy__1	Literetu
1	не только	16	24
2	при этом	4	19
3	в качестве	9	17
4	но и	14	17
5	а не	3	16
6	в том	24	16
7	в частности	2	15
8	том что	21	14
9	может быть	14	13
10	и не	9	12
11	сознания в	2	12
12	в этом	17	12
13	прежде всего	10	11
14	в своем	3	11
15	то что	17	10
16	не в	4	8
17	в целом	20	8
18	и в	23	8
19	только в	6	8
20	как это	2	8
21	я не	3	7
22	в его	14	7
23	как бы	11	7
24	уже не	2	7
25	в себе	6	7
26	и я	2	6
27	как и	14	6
28	связи с	3	6
29	того что	15	6
30	точки зрения	26	6
31	с его	4	5
32	с этой	6	5
33	что он	7	5
34	же время	2	5
35	для себя	4	5
36	как в	4	5
37	не может	12	5
38	то же	8	5
39	уже в	3	5
40	тем самым	5	5
41	в данном	2	5
42	не столько	4	5
43	в то	7	5
44	для этого	5	4
45	столь же	6	4
46	в конце	2	4
47	в силу	6	4
48	представляет собой	11	4
49	но не	4	4
50	и тем	6	4
51	все же	3	4
52	в своей	4	4
53	данном случае	2	4
54	так и	5	4
55	никогда не	2	4
56	лишь в	6	4
57	и его	6	4
58	как раз	4	4
59	в своих	5	4
60	в этой	7	4
61	с собой	2	4
62	в основе	8	3
63	что в	14	3
64	с другой	10	3
65	одного из	3	3
66	что его	2	3
67	в самом	7	3
68	несмотря на	2	3
69	том же	2	3
70	в сфере	3	3
71	один из	2	3
72	жизни и	2	3
73	всего в	2	3
74	в их	3	3
75	приводит к	4	3
76	по отношению	7	3
77	а в	2	3
78	таким образом	26	3
79	говоря словами	3	3
80	и даже	2	3
81	той же	2	3
82	потому что	6	3
83	во всяком	3	3
84	одно из	2	3
85	нуждается в	2	3
86	но в	5	3
87	по своей	5	3
88	дело в	2	3
89	тех же	2	3
90	в области	3	3
91	на этом	2	2
92	все более	3	2
93	в равной	2	2
94	ничего кроме	2	2
95	которая в	2	2
96	превращается в	3	2
97	из этих	3	2
98	человека и	3	2
99	к тому	4	2
100	в другом	7	2
101	для него	2	2
102	ту или	2	2
103	одной стороны	9	2
104	было бы	4	2
105	за пределы	2	2
106	с действительностью	4	2
107	всяком случае	3	2
108	даже в	2	2
109	не является	9	2
110	не могло	3	2
111	должен быть	4	2
112	отношению к	7	2
113	не к	2	2
114	в сущности	6	2
115	не остается	3	2
116	эта мысль	2	2
117	то и	3	2
118	мышления и	40	2
119	этом отношении	4	2
120	с одной	8	2
121	все эти	4	2
122	из того	5	2
123	самом деле	3	2
124	хотя бы	4	2
125	с точки	18	2
126	что для	5	2
127	в слове	2	2
128	можно было	3	2
129	и то	3	2
130	между тем	9	2
131	тем более	5	2
132	тем что	6	2
133	одну из	4	2
134	могут быть	3	2
135	этого рода	2	2
136	о том	6	2
137	как он	3	2
