N	3gram	Voloshinov_1	Myshleni
1	в том что	3	31
2	с точки зрения	20	11
3	в этом смысле	2	8
4	с другой стороны	5	8
5	смысле этого слова	2	7
6	то же самое	3	7
7	и тот же	3	7
8	в этом отношении	3	7
9	один и тот	3	7
10	в самом деле	9	6
11	и того же	5	5
12	так же как	2	5
13	можно было бы	2	5
14	одного и того	5	5
15	для того чтобы	3	5
16	и той же	2	4
17	на первый план	2	4
18	же как и	2	4
19	одной и той	2	4
20	и те же	5	3
21	в этом случае	3	3
22	в связи с	7	3
23	во всяком случае	2	3
24	одни и те	5	3
25	в том числе	2	2
26	том числе и	2	2
27	в свою очередь	2	2
28	между этими двумя	2	2
29	не могут быть	2	2
30	в отличие от	5	2
31	в высшей степени	3	2
32	в какой степени	2	2
33	в настоящее время	6	2
