N	2gram	Berdyaev_O_1	Mirosoze
1	у достоевского	19	42
2	может быть	11	30
3	не только	11	29
4	и в	19	28
5	не может	4	28
6	человеческого духа	3	26
7	но и	13	25
8	а не	11	25
9	он не	7	24
10	о человеке	29	23
11	человеческой природы	20	20
12	в этом	12	20
13	достоевского есть	4	19
14	не было	9	18
15	у него	22	17
16	не в	11	16
17	потому что	9	16
18	в своей	2	15
19	и есть	3	14
20	никогда не	9	14
21	человека и	10	14
22	он был	8	14
23	до конца	7	14
24	в нем	10	13
25	творчество достоевского	2	13
26	человека в	11	13
27	и он	8	12
28	для него	5	11
29	в самом	5	11
30	до глубины	2	11
31	и не	13	11
32	что в	4	10
33	в своем	2	10
34	свободы и	2	10
35	из подполья	11	10
36	достоевского и	5	10
37	во имя	3	10
38	прежде всего	9	10
39	и все	10	10
40	человек не	7	10
41	что он	3	10
42	было бы	3	10
43	и потому	2	10
44	в творчестве	5	10
45	достоевского в	3	9
46	к человеку	9	9
47	достоевский был	3	9
48	но он	7	9
49	с тем	2	9
50	в его	7	9
51	не есть	2	9
52	и его	4	9
53	есть лишь	4	9
54	те которые	2	9
55	человеке и	5	8
56	в человеке	9	8
57	иван карамазов	2	8
58	к достоевскому	2	8
59	в глубине	7	8
60	быть может	3	7
61	в самой	9	7
62	достоевского он	7	7
63	образ человека	2	7
64	того что	3	7
65	но в	2	7
66	о достоевском	2	7
67	ивана карамазова	7	7
68	нет ничего	7	7
69	в свободе	3	7
70	к нему	3	7
71	он весь	2	7
72	в себе	3	7
73	он сам	4	6
74	в том	5	6
75	в этой	5	6
76	все это	6	6
77	лишь в	7	6
78	и на	2	6
79	человек и	4	6
80	свобода и	2	6
81	достоевский не	4	6
82	все в	4	6
83	о боге	4	6
84	в которой	2	6
85	самой глубины	3	5
86	не могут	3	5
87	это не	3	5
88	его судьбе	2	5
89	раскрывается в	5	5
90	великом инквизиторе	6	5
91	записок из	5	5
92	достоевского к	2	5
93	для достоевского	5	5
94	как и	6	5
95	то что	5	5
96	достоевского нет	2	5
97	что есть	2	5
98	в самую	4	5
99	человеческая природа	2	5
100	в глубину	2	5
101	дважды два	4	5
102	уже в	2	4
103	свободной любви	3	4
104	творчестве его	3	4
105	в этих	3	4
106	достоевского не	4	4
107	отношение к	5	4
108	ни с	7	4
109	до самой	3	4
110	самой глубине	3	4
111	загадка о	3	4
112	курсив мой	4	4
113	все вращается	2	4
114	а в	5	4
115	герои достоевского	4	4
116	о великом	6	4
117	и там	2	4
118	должен был	2	4
119	зла в	2	4
120	человеческой личности	6	4
121	в легенде	4	4
122	от него	7	4
123	достоевского все	4	4
124	к ней	2	4
125	два четыре	3	4
126	что и	2	4
127	был еще	2	4
128	что достоевский	2	4
129	тем что	2	4
130	романов достоевского	2	3
131	не созерцает	2	3
132	человеку надо	3	3
133	и вот	3	3
134	для человека	2	3
135	все противоречия	2	3
136	достоевского но	2	3
137	этого мира	2	3
138	от человека	2	3
139	только одно	3	3
140	влечет к	3	3
141	достоевский открывает	2	3
142	о человеческой	4	3
143	только и	4	3
144	человеческую природу	2	3
145	не имеет	2	3
146	должно быть	2	3
147	его не	2	3
148	его в	2	3
149	так как	2	3
150	для человеческого	2	3
151	и с	2	3
152	с его	4	3
153	природы в	2	3
154	диалектика о	2	3
155	одно из	2	3
156	добро и	2	3
157	человека а	2	3
158	в ее	2	3
159	том что	2	3
160	человеческой судьбе	2	3
161	человеческой природе	4	3
162	учение о	2	3
163	ничего не	2	3
164	что человек	3	3
165	когда он	3	3
166	человека есть	2	3
167	достоевского было	3	3
168	человека его	3	3
169	художество достоевского	2	3
170	ко всем	2	3
171	хотя бы	3	3
172	в страдании	2	2
173	и хаос	2	2
174	и от	3	2
175	себе даже	2	2
176	вопрос о	10	2
177	что ведь	2	2
178	момент в	2	2
179	глубине не	2	2
180	человека к	2	2
181	него не	2	2
182	и нет	2	2
183	для того	3	2
184	глубине человека	3	2
185	раскольникова ставрогина	3	2
186	этом он	2	2
187	могут быть	3	2
188	всего в	2	2
189	легенде о	3	2
190	в бесах	3	2
191	к черту	2	2
192	все эти	4	2
193	движение в	2	2
194	за грани	2	2
195	сказать что	2	2
196	быть человек	2	2
197	которую он	2	2
198	открытия о	2	2
199	даже и	2	2
200	в истории	2	2
201	как бы	3	2
202	о том	3	2
203	и много	2	2
204	в россии	5	2
205	человеке о	4	2
206	через человека	4	2
207	с ним	3	2
208	единственно для	2	2
209	с которой	2	2
210	к этой	2	2
211	русского человека	5	2
212	него и	4	2
213	жизни в	2	2
214	пожелать себе	2	2
215	природы он	2	2
216	достоевский прежде	2	2
217	к этому	2	2
218	достоевском и	2	2
219	антихристово начало	2	2
220	в преступлении	4	2
221	различие между	3	2
222	он лишь	3	2
223	своя воля	2	2
224	достоевского с	2	2
225	нужно искать	5	2
226	чем в	2	2
227	и ивана	2	2
228	все что	3	2
229	русский человек	4	2
230	ведь это	2	2
231	никто не	3	2
232	и к	2	2
233	к гибели	3	2
234	же можно	2	2
235	человеку и	5	2
236	в этот	2	2
237	все же	2	2
238	героев достоевского	2	2
239	в дневнике	2	2
240	дневнике писателя	2	2
241	самого достоевского	3	2
242	человеке в	5	2
243	русского духа	4	2
