N	3gram	Vygotskiy__6	Myslijsy
1	по отношению к	10	8
2	в том что	19	7
3	в этом случае	2	5
4	не может быть	2	5
5	можно сказать что	6	4
6	то же самое	6	4
7	с тем что	2	4
8	до сих пор	3	4
9	и то что	2	4
10	для того чтобы	8	4
11	на то что	4	4
12	не только не	2	3
13	с точки зрения	10	3
14	вместе с тем	2	3
15	от того что	6	3
16	когда мы говорим	2	3
17	в том же	2	2
18	до известной степени	2	2
19	в том смысле	2	2
20	в своем развитии	4	2
21	мы имеем дело	2	2
22	таким образом мы	2	2
23	не могут быть	2	2
24	на этот вопрос	2	2
25	мы могли бы	9	2
26	не в состоянии	2	2
27	с тем и	2	2
