N	2gram	Bakhtin_Pr_5	Dialekti
1	и не	27	30
2	а не	4	18
3	может быть	14	17
4	ничего не	3	17
5	то что	10	16
6	и в	35	15
7	как бы	31	14
8	так как	4	14
9	точки зрения	7	14
10	что это	4	13
11	того что	3	13
12	по себе	4	13
13	это не	3	12
14	прежде всего	12	11
15	и вот	4	11
16	в том	5	11
17	не может	18	11
18	говорить о	3	11
19	и все	15	11
20	в этом	14	11
21	с ее	3	10
22	потому что	8	10
23	том что	3	10
24	было бы	3	9
25	в виду	3	9
26	все это	14	9
27	и что	6	9
28	это и	3	9
29	то же	15	9
30	уже не	3	9
31	с точки	2	9
32	ни в	2	8
33	не в	10	8
34	в себе	5	8
35	не только	10	8
36	в чем	4	8
37	и это	5	8
38	что в	6	7
39	что оно	2	7
40	не просто	2	7
41	он есть	2	7
42	что он	24	7
43	что тут	2	7
44	как и	18	7
45	и его	14	7
46	или в	2	7
47	и вообще	2	7
48	только в	6	7
49	так что	5	6
50	же время	10	6
51	хотя и	2	6
52	и даже	5	6
53	сказать что	3	6
54	вовсе не	7	6
55	ни на	2	6
56	в то	11	6
57	что и	3	6
58	я не	8	5
59	так и	8	5
60	в своем	2	5
61	но что	2	5
62	в ней	2	5
63	в нем	16	5
64	но только	3	5
65	таким образом	7	5
66	и на	6	5
67	о том	2	5
68	с его	7	5
69	в жизни	2	5
70	быть в	2	5
71	то в	2	5
72	что я	13	5
73	в сущности	14	5
74	и для	8	5
75	той же	2	5
76	что все	2	4
77	и как	2	4
78	но это	6	4
79	что они	6	4
80	но и	14	4
81	так же	7	4
82	только так	2	4
83	с ними	5	4
84	и с	12	4
85	не о	4	4
86	той или	4	4
87	мы должны	3	4
88	в одном	6	4
89	с тем	3	4
90	не как	3	4
91	этом смысле	3	4
92	то ни	3	4
93	еще не	7	4
94	как раз	4	4
95	бы в	4	4
96	хотя бы	2	4
97	тому как	2	4
98	в его	21	4
99	подобно тому	2	4
100	вы не	2	3
101	та же	4	3
102	на этом	2	3
103	себя и	8	3
104	и тут	2	3
105	все эти	3	3
106	и об	2	3
107	есть только	2	3
108	и наконец	7	3
109	с этим	3	3
110	даже и	3	3
111	с ним	7	3
112	себя как	3	3
113	нет ни	2	3
114	но в	19	3
115	я уже	2	3
116	сознания и	4	3
117	и та	2	3
118	лежит в	2	3
119	надо было	2	3
120	так чтобы	4	3
121	когда она	2	3
122	мы уже	8	3
123	за пределы	3	3
124	в своей	4	3
125	говорит о	2	3
126	когда он	3	3
127	быть и	2	3
128	бы и	2	3
129	как в	5	3
130	и события	2	3
131	она в	2	3
132	что не	4	3
133	и то	5	3
134	мы можем	2	3
135	в виде	7	3
136	от него	6	3
137	тотчас же	4	3
138	не менее	2	2
139	и без	4	2
140	в отношении	9	2
141	с этой	2	2
142	вопрос о	2	2
143	слово о	7	2
144	что на	2	2
145	к своему	5	2
146	без всякого	2	2
147	да и	5	2
148	но все	4	2
149	это как	3	2
150	что с	2	2
151	при этом	2	2
152	мог бы	2	2
153	в самом	6	2
154	себе и	7	2
155	от себя	5	2
156	совпадает с	2	2
157	никогда не	4	2
158	в котором	3	2
159	у достоевского	12	2
160	из них	3	2
161	вот как	4	2
162	другой стороны	3	2
163	для этого	2	2
164	лишь в	7	2
165	не мог	3	2
166	можем сказать	2	2
167	и по	2	2
168	должно быть	3	2
169	и так	4	2
170	а что	2	2
171	же и	4	2
172	но как	4	2
173	ведь и	4	2
174	во всем	4	2
175	что даже	2	2
176	и ни	2	2
177	сам по	2	2
178	а как	2	2
179	однако в	2	2
180	в них	4	2
181	и во	3	2
182	в ее	3	2
183	все же	8	2
184	но именно	2	2
185	одной из	2	2
186	конечно не	2	2
187	о нем	2	2
188	в этот	2	2
189	нет и	4	2
190	себя в	2	2
191	во всех	3	2
192	вместе с	2	2
193	что же	7	2
194	бы не	2	2
195	все равно	2	2
196	и слово	8	2
197	только что	3	2
198	да еще	2	2
199	жизнь и	2	2
200	во всяком	4	2
201	тем что	4	2
202	но для	2	2
203	как будто	4	2
204	отношении к	7	2
205	в которой	2	2
206	отличие от	2	2
207	это было	2	2
