N	2gram	Bakhtin_Fr_1	Tvorches
1	и в	65	21
2	как бы	22	17
3	в его	9	13
4	что в	3	12
5	как и	5	12
6	то есть	45	12
7	с его	5	11
8	том что	6	11
9	в романе	2	10
10	все это	9	10
11	как в	5	8
12	он не	2	8
13	то что	3	8
14	во многом	2	7
15	в том	16	7
16	при этом	6	7
17	не только	10	7
18	и не	22	7
19	в году	6	7
20	и на	11	7
21	но в	14	7
22	что он	3	6
23	жизни в	5	6
24	и все	5	6
25	для него	5	6
26	и его	10	6
27	в этом	15	6
28	xix века	5	6
29	о том	2	6
30	это уже	4	5
31	вовсе не	18	5
32	но это	3	5
33	может быть	6	5
34	в этой	4	5
35	все же	6	5
36	в своих	5	5
37	потому что	5	5
38	только в	7	5
39	в своем	8	4
40	прежде всего	11	4
41	времени и	6	4
42	в целом	2	4
43	из всех	2	4
44	одним из	2	4
45	в своей	5	4
46	мысли и	4	4
47	не может	3	4
48	это не	3	4
49	и от	2	4
50	в основном	2	4
51	в книге	2	3
52	и другие	8	3
53	никогда не	6	3
54	с другой	3	3
55	это в	4	3
56	с ним	3	3
57	в дальнейшем	8	3
58	но не	2	3
59	на его	2	3
60	в самом	4	3
61	даже в	3	3
62	в нем	13	3
63	жизни и	7	3
64	время в	2	3
65	но и	10	3
66	в их	4	3
67	уже не	3	3
68	и других	3	3
69	на самом	6	3
70	это как	4	3
71	того что	2	3
72	и даже	8	3
73	и по	2	3
74	связан с	3	3
75	и с	3	3
76	хотя и	2	3
77	человеческих отношений	2	3
78	на протяжении	5	3
79	далеко не	3	3
80	дело в	2	3
81	так как	6	3
82	ни на	2	3
83	в основе	8	2
84	в частности	5	2
85	в этих	2	2
86	стремление к	2	2
87	в жизни	4	2
88	в литературе	6	2
89	можно сказать	2	2
90	влияние на	7	2
91	а затем	2	2
92	не в	4	2
93	между людьми	5	2
94	до конца	2	2
95	из них	4	2
96	к тому	2	2
97	только на	2	2
98	некоторые из	2	2
99	в ней	6	2
100	в духе	8	2
101	протяжении всего	2	2
102	во второй	2	2
103	к жизни	2	2
104	так и	10	2
105	приводит к	2	2
106	во всей	3	2
107	в отличие	4	2
108	одновременно и	2	2
109	еще более	5	2
110	в себя	3	2
111	самом деле	3	2
112	что не	2	2
113	и у	6	2
114	и наконец	2	2
115	и он	2	2
116	отличие от	5	2
117	или в	2	2
118	в мир	2	2
119	сказать что	6	2
120	могут быть	2	2
121	это время	2	2
122	в себе	3	2
123	не знает	6	2
124	так сказать	4	2
125	в чем	2	2
126	в виду	3	2
127	мира в	3	2
