N	3gram	Vygotskiy__1	Myslijsy
1	в том что	15	16
2	только тогда когда	2	7
3	смысле этого слова	3	7
4	от того что	2	5
5	то же время	2	5
6	и то же	2	5
7	сам по себе	3	5
8	в то же	2	5
9	одно и то	2	5
10	по отношению к	7	5
11	с другой стороны	9	4
12	в то время	5	4
13	вместе с тем	5	4
14	до сих пор	4	3
15	в свою очередь	3	3
16	с одной стороны	8	3
17	не может быть	5	3
18	для того чтобы	15	3
19	можно сказать что	4	2
20	и той же	2	2
21	в собственном смысле	5	2
22	к тому что	3	2
23	в этом отношении	4	2
24	том что он	2	2
25	но вместе с	4	2
26	в том чтобы	3	2
27	одной и той	2	2
