N	2gram	Tiupa_Lite_2	FransuaR
1	и в	19	41
2	то есть	5	24
3	и т.п	10	19
4	во всех	3	17
5	в нем	3	16
6	и с	3	16
7	и его	3	13
8	но и	10	13
9	в этом	9	12
10	прежде всего	4	10
11	не только	8	10
12	и др	3	10
13	так как	3	10
14	то что	7	10
15	в образах	2	9
16	и на	6	9
17	о том	2	9
18	никогда не	3	8
19	в сущности	3	8
20	в этой	3	8
21	но в	2	8
22	у него	2	7
23	в них	2	7
24	вовсе не	2	7
25	том что	7	7
26	как бы	2	7
27	и до	2	7
28	как и	10	7
29	что в	4	7
30	в его	4	7
31	что он	3	6
32	в году	5	6
33	один из	4	6
34	вместе с	5	6
35	в то	9	6
36	то же	12	5
37	в одном	2	5
38	в ее	2	5
39	же время	9	5
40	и он	3	5
41	а также	2	5
42	из них	2	5
43	так и	7	5
44	и что	2	5
45	той же	2	5
46	еще в	4	5
47	тем что	4	5
48	в себе	6	5
49	уже в	2	4
50	с другой	8	4
51	а затем	2	4
52	у нас	5	4
53	и как	3	4
54	не в	4	4
55	все что	2	4
56	тот же	2	4
57	одной стороны	6	4
58	в ней	4	4
59	даже в	4	4
60	все же	2	4
61	не может	9	4
62	с одной	7	4
63	и наконец	2	4
64	и даже	8	4
65	одним из	3	4
66	а в	3	4
67	в результате	2	4
68	в основе	2	4
69	в другом	3	4
70	того же	4	4
71	с ним	2	4
72	в третьем	2	3
73	с этой	2	3
74	одной из	2	3
75	но это	3	3
76	было бы	2	3
77	и сам	2	3
78	в начале	3	3
79	в искусстве	4	3
80	в него	2	3
81	жизни и	4	3
82	и для	3	3
83	этом отношении	3	3
84	при этом	6	3
85	и не	11	3
86	того что	5	3
87	что не	2	3
88	в данном	3	3
89	потому что	2	3
90	но уже	2	2
91	в частности	4	2
92	ведь это	2	2
93	для этого	2	2
94	в конце	2	2
95	а за	2	2
96	с образом	2	2
97	для нас	2	2
98	в том	10	2
99	так что	4	2
100	сила и	2	2
101	на этом	2	2
102	но не	5	2
103	до конца	2	2
104	может быть	17	2
105	он не	5	2
106	был бы	2	2
107	себя в	6	2
108	из ведущих	2	2
109	данном случае	3	2
110	а именно	3	2
111	другой стороны	4	2
112	как раз	2	2
113	как это	2	2
114	но с	3	2
115	из того	2	2
116	в истории	2	2
117	а не	20	2
118	с точки	3	2
119	мы не	4	2
120	каждый из	4	2
121	и то	3	2
122	точки зрения	4	2
123	как он	2	2
124	это прежде	2	2
125	в области	4	2
126	мира в	2	2
