N	2gram	Voloshinov_2	Hudozhes
1	в качестве	3	19
2	то есть	2	18
3	и не	19	16
4	в том	7	15
5	и в	19	15
6	не только	13	15
7	может быть	28	13
8	при этом	9	12
9	а в	3	12
10	и его	16	12
11	но не	2	11
12	в этом	15	11
13	в себе	4	11
14	как бы	19	10
15	отношению к	8	10
16	но и	10	10
17	так и	10	10
18	по отношению	8	10
19	то же	16	10
20	а не	9	10
21	в его	5	9
22	точки зрения	17	9
23	в душе	4	8
24	себя в	2	8
25	его внешней	2	8
26	сводится к	2	8
27	с другой	3	7
28	или иной	5	7
29	в отличие	3	7
30	внутренней речи	7	7
31	в то	8	7
32	отличие от	3	7
33	но в	7	7
34	в основе	9	6
35	с его	8	6
36	что в	2	6
37	в ее	3	6
38	том что	10	6
39	не в	10	6
40	же время	8	6
41	приводит к	2	6
42	не может	18	6
43	могут быть	3	5
44	ни в	6	5
45	только в	8	5
46	в самом	6	5
47	того что	4	5
48	той или	4	5
49	в нем	11	5
50	то что	4	5
51	между ними	2	5
52	или менее	2	5
53	и т.п	10	5
54	в их	5	5
55	более или	2	5
56	место в	2	4
57	в этих	3	4
58	прежде всего	7	4
59	к тому	6	4
60	и как	6	4
61	в другом	3	4
62	для него	9	4
63	еще не	3	4
64	он не	3	4
65	и тем	4	4
66	в своей	3	4
67	в форме	5	4
68	отношения к	2	4
69	высказывания в	7	4
70	в слове	4	4
71	и то	3	4
72	сказать что	4	4
73	между тем	6	4
74	речи и	13	4
75	не знает	2	4
76	без исключения	2	4
77	и т.д	4	4
78	если бы	11	3
79	в отношении	4	3
80	это не	4	3
81	одного и	4	3
82	или иного	2	3
83	что он	4	3
84	к его	2	3
85	и того	5	3
86	в пределах	10	3
87	всех без	2	3
88	того же	5	3
89	в свою	6	3
90	одно и	3	3
91	о чем	2	3
92	того или	2	3
93	как раз	4	3
94	далеко не	2	3
95	к нему	5	3
96	не будет	3	3
97	не на	2	3
98	таким образом	14	3
99	как и	9	3
100	в той	5	3
101	лишь в	14	3
102	с точки	13	3
103	и для	7	3
104	в таком	7	3
105	не следует	2	3
106	и ее	4	3
107	в данном	5	3
108	и внешней	2	3
109	его в	7	3
110	слова в	8	2
111	и более	7	2
112	в противном	2	2
113	таком случае	3	2
114	в контексте	5	2
115	в нашем	2	2
116	тому что	4	2
117	в своем	2	2
118	и особенно	2	2
119	не как	3	2
120	вовсе не	11	2
121	по себе	3	2
122	для понимания	3	2
123	в коем	2	2
124	во внутренней	2	2
125	тем более	5	2
126	одна из	7	2
127	свою очередь	5	2
128	в значительной	2	2
129	одной стороны	3	2
130	внутренней и	2	2
131	внутреннего мира	2	2
132	значительной степени	2	2
133	за пределы	3	2
134	во всех	6	2
135	и о	2	2
136	одной из	3	2
137	и потому	2	2
138	на почве	9	2
139	не является	8	2
140	для себя	4	2
141	слова как	2	2
142	и прежде	2	2
143	соединении с	2	2
144	а с	2	2
145	с одной	3	2
146	именно в	2	2
147	все эти	3	2
148	того чтобы	6	2
149	для того	6	2
150	или в	2	2
151	к другому	5	2
152	высказывания и	11	2
153	коем случае	2	2
154	так же	5	2
155	форм высказывания	2	2
156	с другими	3	2
157	высказывания не	2	2
158	и на	5	2
159	у него	2	2
160	языка в	3	2
161	но как	2	2
162	в этой	3	2
163	отношении к	5	2
164	о том	3	2
165	и это	3	2
166	бы не	2	2
167	противном случае	2	2
