N	2gram	Kanaev_Sov_1	Problemy
1	и в	7	43
2	и не	6	29
3	может быть	12	23
4	как бы	4	22
5	не может	17	18
6	как и	6	14
7	точки зрения	12	13
8	в этом	7	13
9	в нем	3	12
10	в одном	3	12
11	в каждом	8	11
12	не в	3	11
13	не только	4	11
14	прежде всего	5	10
15	но в	3	10
16	в его	2	10
17	как мы	2	10
18	еще не	3	9
19	то же	3	8
20	с точки	5	8
21	в самом	2	7
22	что же	5	7
23	а не	3	7
24	в том	4	6
25	при этом	3	6
26	и наконец	5	6
27	и все	3	6
28	у него	2	6
29	приводит к	2	6
30	так сказать	2	6
31	все это	3	5
32	таким образом	11	5
33	все эти	5	5
34	а в	4	5
35	было бы	3	5
36	и что	2	5
37	самом деле	2	5
38	в себе	3	5
39	не могут	2	4
40	что в	2	4
41	друг с	2	4
42	в результате	6	4
43	их в	4	4
44	так как	4	4
45	из одного	2	4
46	совершенно не	2	4
47	если же	2	4
48	в отличие	2	4
49	на этот	2	4
50	мы не	9	4
51	с другом	2	4
52	отличие от	2	4
53	не менее	2	3
54	это не	4	3
55	или иной	2	3
56	такой же	2	3
57	и даже	2	3
58	и к	3	3
59	тот же	2	3
60	со всеми	2	3
61	все же	3	3
62	уже не	2	3
63	той же	2	3
64	ничего не	6	3
65	в виде	2	3
66	могут быть	2	3
67	уже в	3	2
68	из этих	2	2
69	в конце	3	2
70	вопрос о	4	2
71	тем не	2	2
72	для нас	3	2
73	но все	2	2
74	времени и	2	2
75	что это	2	2
76	что такое	2	2
77	в настоящее	2	2
78	в целом	4	2
79	значение в	2	2
80	отличается от	3	2
81	то и	2	2
82	только так	2	2
83	настоящее время	2	2
84	из них	4	2
85	как он	3	2
86	в первом	3	2
87	во всяком	2	2
88	пока наконец	2	2
89	между собой	3	2
90	с этим	2	2
91	конечно в	2	2
92	мы с	2	2
93	у нас	3	2
94	одна из	3	2
95	ведь это	3	2
96	и пр	2	2
97	быть и	2	2
98	еще более	2	2
99	и они	2	2
100	если мы	4	2
101	тем же	2	2
102	в таком	2	2
103	мы можем	6	2
