N	2gram	Potebnia_M_2	Myshleni
1	в том	18	33
2	том что	8	27
3	то что	20	20
4	в этом	8	19
5	того что	7	17
6	и в	24	15
7	не только	15	15
8	что в	16	14
9	таким образом	11	14
10	человеческой речи	5	12
11	что он	4	12
12	того чтобы	2	12
13	в самом	4	11
14	в целом	3	10
15	но и	9	10
16	было бы	13	10
17	для того	5	10
18	мы не	11	10
19	мы можем	12	10
20	может быть	23	9
21	не может	12	9
22	что мы	11	9
23	о том	5	9
24	связи с	6	9
25	так и	5	8
26	никогда не	4	8
27	не в	13	8
28	и что	4	8
29	если бы	11	8
30	мы знаем	2	7
31	одной стороны	3	7
32	с одной	4	7
33	и не	19	7
34	потому что	49	7
35	как бы	9	7
36	по себе	15	7
37	тот же	5	7
38	во всяком	7	7
39	что это	3	6
40	на то	5	6
41	по отношению	2	6
42	в связи	2	6
43	мы находим	2	6
44	с другой	6	6
45	сказать что	2	6
46	мы должны	2	6
47	как он	4	6
48	как это	2	6
49	но в	4	6
50	вовсе не	9	6
51	как и	7	6
52	вместе с	11	6
53	с таким	3	6
54	если мы	3	6
55	самом деле	2	6
56	всяком случае	7	6
57	к которому	2	6
58	там где	4	6
59	это не	3	5
60	уже в	5	5
61	вопрос о	2	5
62	что с	2	5
63	и их	5	5
64	друг друга	2	5
65	полагает что	3	5
66	тогда когда	10	5
67	все что	3	5
68	то же	12	5
69	связь между	2	5
70	на деле	3	5
71	на вопрос	3	4
72	независимо от	9	4
73	прежде всего	7	4
74	из этих	4	4
75	что все	2	4
76	для нас	31	4
77	по поводу	6	4
78	все это	2	4
79	в них	5	4
80	что оно	4	4
81	не имеет	6	4
82	так же	2	4
83	а в	8	4
84	их в	2	4
85	могли бы	2	4
86	так как	10	4
87	с его	2	4
88	к этому	2	4
89	все же	5	4
90	мы видим	2	4
91	как в	10	4
92	что его	3	4
93	того как	7	4
94	а с	2	4
95	хотя бы	2	4
96	и его	2	4
97	с в	2	4
98	только в	11	4
99	указание на	2	4
100	в которой	5	4
101	в эту	3	4
102	только для	5	3
103	но на	2	3
104	что у	2	3
105	во время	4	3
106	человека и	3	3
107	в собственном	2	3
108	что они	5	3
109	очевидно что	3	3
110	не можем	6	3
111	для него	10	3
112	при этом	13	3
113	в общем	2	3
114	смысле этого	3	3
115	но мы	3	3
116	из них	5	3
117	со стороны	3	3
118	языка и	3	3
119	и только	6	3
120	что для	3	3
121	все эти	2	3
122	те же	3	3
123	в самой	3	3
124	они не	4	3
125	и по	2	3
126	с другими	5	3
127	с ним	5	3
128	ничем не	2	3
129	и все	3	3
130	с этим	7	3
131	состоит в	2	3
132	о которых	3	3
133	но не	12	3
134	того же	14	3
135	животных и	2	3
136	что она	3	3
137	только что	3	3
138	вытекает из	2	3
139	на самом	2	3
140	тем самым	4	3
141	а не	18	3
142	или в	2	3
143	отношения между	2	3
144	этого слова	6	3
145	и это	2	3
146	которое мы	3	3
147	быть может	7	2
148	не могут	7	2
149	сама по	2	2
150	что если	6	2
151	и есть	2	2
152	в этих	3	2
153	столь же	5	2
154	на все	3	2
155	как например	3	2
156	как при	3	2
157	что на	3	2
158	бы что	2	2
159	и как	6	2
160	но все	2	2
161	но что	2	2
162	и другое	4	2
163	не дает	2	2
164	только тогда	3	2
165	и той	2	2
166	в котором	4	2
167	его с	2	2
168	и тем	3	2
169	находиться в	2	2
170	могут быть	8	2
171	в некоторых	4	2
172	от того	5	2
173	есть нечто	3	2
174	для обозначения	2	2
175	оба эти	2	2
176	и других	2	2
177	должно быть	2	2
178	в других	4	2
179	но если	2	2
180	во все	2	2
181	во всем	2	2
182	в одном	6	2
183	которые не	3	2
184	от действия	2	2
185	другого рода	2	2
186	как увидим	2	2
187	у него	2	2
188	этом смысле	2	2
189	бы ни	5	2
190	жизни ребенка	2	2
191	указывает на	2	2
192	общего с	2	2
193	за пределы	2	2
194	к ней	2	2
195	в его	2	2
196	что и	11	2
197	во всех	7	2
198	или менее	8	2
199	находится в	3	2
200	и тогда	3	2
201	и для	3	2
202	в себя	2	2
203	которой мы	2	2
204	той же	3	2
205	тому как	4	2
206	нас в	2	2
207	тем что	7	2
208	само по	2	2
209	подобно тому	4	2
210	в себе	10	2
211	в другом	2	2
212	и вообще	3	2
213	заметить что	6	2
214	более или	8	2
215	не то	2	2
216	стало быть	4	2
