N	3gram	Bakhtin_Pr_2	Problema
1	тем не менее	2	18
2	и т д	4	10
3	на то что	2	8
4	как раз и	2	7
5	сам по себе	5	7
6	в этом смысле	2	6
7	в то же	5	4
8	той или иной	3	4
9	в конце концов	2	4
10	сама по себе	4	4
11	более или менее	3	3
12	с точки зрения	8	3
13	до сих пор	7	3
14	в настоящее время	2	3
15	с другой стороны	3	3
16	может быть и	2	3
17	по себе но	2	3
18	можно было бы	3	2
19	в самом деле	4	2
20	хотя и не	2	2
21	никогда не может	2	2
22	это вовсе не	2	2
23	как мы увидим	3	2
24	в этих случаях	2	2
25	не может быть	4	2
