N	2gram	Tiupa_Hudo_1	Problema
1	и не	15	28
2	то есть	18	27
3	не только	16	24
4	только в	5	23
5	вовсе не	2	21
6	в том	18	20
7	и в	19	20
8	ни в	5	17
9	все эти	2	16
10	то что	4	15
11	потому что	3	15
12	той или	4	14
13	но и	10	14
14	точки зрения	10	14
15	или иной	7	13
16	не в	7	13
17	в нашем	2	12
18	в себе	9	12
19	том что	8	12
20	прежде всего	4	11
21	по себе	2	11
22	с точки	3	11
23	не менее	3	10
24	тем не	3	10
25	отнюдь не	2	10
26	в качестве	24	10
27	не является	4	10
28	так и	11	10
29	и его	12	10
30	может быть	14	9
31	все это	2	9
32	в этом	11	9
33	если бы	3	8
34	что он	3	8
35	таким образом	3	8
36	в той	3	8
37	но в	7	8
38	с другой	7	7
39	это не	2	7
40	есть в	2	7
41	еще не	3	7
42	такого рода	10	7
43	и потому	2	7
44	и тем	2	7
45	то же	10	7
46	именно в	2	7
47	а не	9	7
48	сказать что	4	7
49	здесь не	2	7
50	об этом	2	6
51	а только	4	6
52	а также	5	6
53	как и	2	6
54	по своему	2	6
55	при этом	13	6
56	в виду	5	6
57	другой стороны	5	6
58	в одно	2	6
59	в данном	4	6
60	в каком	2	6
61	мы имеем	6	6
62	но не	11	5
63	хотя и	3	5
64	в нем	5	5
65	можно сказать	5	5
66	в ее	5	5
67	известного рода	2	5
68	случае не	2	5
69	и о	3	5
70	человеческой жизни	2	5
71	как в	2	5
72	так же	2	5
73	не может	7	5
74	в них	2	5
75	если мы	2	5
76	уже не	4	5
77	или в	2	5
78	в этих	3	5
79	о том	2	5
80	времени и	2	4
81	в отношении	3	4
82	в какой	2	4
83	или даже	3	4
84	и для	2	4
85	в одном	2	4
86	и ее	3	4
87	в самой	2	4
88	в этой	2	4
89	тем самым	4	4
90	одной из	2	4
91	в своей	5	4
92	что она	2	4
93	тех или	2	4
94	как бы	9	4
95	во всех	3	4
96	отличается от	2	4
97	а в	12	4
98	как раз	3	4
99	человеческих отношений	2	4
100	в то	6	4
101	в художественном	4	4
102	с ним	2	4
103	к тому	4	3
104	и более	2	3
105	о себе	2	3
106	в жизни	2	3
107	этом смысле	3	3
108	или иного	3	3
109	и к	3	3
110	для него	4	3
111	и как	3	3
112	имеем дело	2	3
113	в коем	2	3
114	в его	9	3
115	но она	2	3
116	что и	2	3
117	что в	6	3
118	дело не	2	3
119	в своем	2	3
120	для того	2	3
121	к нему	3	3
122	коем случае	2	3
123	с другими	4	3
124	и на	2	3
125	или иных	2	3
126	имеем в	3	3
127	к его	2	3
128	но как	2	3
129	в другом	3	3
130	того или	3	3
131	как это	5	3
132	из этого	2	3
133	для искусства	2	3
134	в области	6	3
135	не обязательно	2	2
136	в частности	13	2
137	однако в	4	2
138	со своей	3	2
139	между собой	2	2
140	была бы	3	2
141	для себя	2	2
142	с его	6	2
143	сама по	2	2
144	при условии	2	2
145	тот или	2	2
146	то в	2	2
147	заключается в	2	2
148	в стихотворении	3	2
149	в пределах	3	2
150	говорит что	2	2
151	в самом	5	2
152	за пределы	2	2
153	по преимуществу	2	2
154	он не	4	2
155	не вполне	2	2
156	никто не	2	2
157	с ее	5	2
158	себя в	7	2
159	не будет	2	2
160	или менее	5	2
161	а именно	2	2
162	жизни в	2	2
163	и притом	3	2
164	на всех	2	2
165	и что	3	2
166	того чтобы	2	2
167	и больше	2	2
168	и по	2	2
169	ни к	2	2
170	либо в	2	2
171	говорить о	3	2
172	и то	4	2
173	далеко не	2	2
174	его в	2	2
175	произведения искусства	4	2
176	и это	2	2
177	и весьма	2	2
178	в чем	2	2
179	в которой	2	2
180	того же	2	2
181	более или	5	2
