N	2gram	Propp_Isto_7	FransuaR
1	и в	24	41
2	в преисподнюю	2	21
3	таким образом	7	19
4	в этом	12	15
5	и все	6	14
6	как и	6	14
7	то же	8	13
8	все эти	2	13
9	мы уже	4	12
10	прежде всего	2	11
11	в том	7	11
12	как мы	3	11
13	так и	5	10
14	все это	8	10
15	в то	2	10
16	в качестве	3	9
17	и его	3	9
18	не в	9	9
19	но и	11	9
20	что в	13	9
21	в конце	3	8
22	и от	2	8
23	по существу	4	8
24	то что	7	8
25	но в	5	8
26	в них	3	7
27	вовсе не	4	7
28	как бы	4	7
29	в нем	6	7
30	в ад	2	7
31	и не	4	7
32	у него	10	6
33	это не	10	6
34	ни в	2	6
35	мы видим	10	6
36	только в	6	6
37	о том	9	6
38	уже в	3	5
39	к этому	2	5
40	не только	21	5
41	в другое	2	5
42	вместе с	7	5
43	что и	8	5
44	мы видели	7	5
45	как в	12	5
46	того как	3	5
47	и у	2	5
48	а в	10	5
49	к нему	7	5
50	так же	6	5
51	точки зрения	4	5
52	и это	2	5
53	потому что	9	5
54	на земле	2	4
55	что это	6	4
56	хотя и	3	4
57	из одного	3	4
58	но он	2	4
59	в одну	2	4
60	в образе	3	4
61	и здесь	12	4
62	том что	10	4
63	но все	4	4
64	одна из	7	4
65	после того	4	4
66	было бы	2	4
67	может быть	14	4
68	он не	6	4
69	и наконец	3	4
70	и на	2	4
71	та же	2	4
72	он дает	3	4
73	ничего не	5	4
74	из самых	2	3
75	сам он	2	3
76	и другие	9	3
77	что у	4	3
78	того же	2	3
79	во время	6	3
80	он может	4	3
81	но это	3	3
82	по этому	2	3
83	в руках	2	3
84	есть и	4	3
85	оказывается что	2	3
86	кроме того	3	3
87	при этом	4	3
88	из них	2	3
89	но есть	3	3
90	например в	3	3
91	и эта	2	3
92	что он	21	3
93	во всех	7	3
94	в форме	2	3
95	в их	4	3
96	в свете	3	3
97	не может	14	3
98	не имеет	4	3
99	и по	3	3
100	ничем не	2	3
101	тем что	6	3
102	связанные с	2	3
103	его в	3	3
104	так как	8	3
105	все его	2	3
106	перед нами	2	2
107	с его	3	2
108	на небе	2	2
109	но по	2	2
110	и др	2	2
111	никогда не	4	2
112	в отдельности	2	2
113	связаны с	2	2
114	в этих	13	2
115	характерно что	2	2
116	здесь и	2	2
117	другими словами	2	2
118	и так	2	2
119	в одной	2	2
120	с этим	2	2
121	же что	2	2
122	и ее	2	2
123	связано с	3	2
124	нас не	2	2
125	новые и	2	2
126	рассказ о	2	2
127	отношение к	5	2
128	тот же	2	2
129	еще не	8	2
130	того что	6	2
131	своего рода	4	2
132	не совсем	2	2
133	на том	2	2
134	одной из	4	2
135	дело не	5	2
136	здесь нет	3	2
137	в состоянии	4	2
138	был в	2	2
139	дает ему	2	2
140	в связи	2	2
141	в особенности	2	2
142	не просто	2	2
143	то ли	2	2
144	только на	2	2
145	а не	8	2
146	мы здесь	2	2
147	уже не	2	2
148	мы не	4	2
149	или в	8	2
150	в данном	4	2
151	в литературе	2	2
152	имеем в	5	2
153	которой он	3	2
154	как он	6	2
155	в чем	5	2
156	в которой	2	2
157	с ним	5	2
158	начинается с	4	2
159	мы имеем	12	2
160	на глазах	2	2
