N	2gram	Vygotskiy__2	Formalny
1	и не	7	30
2	вовсе не	6	28
3	и в	15	27
4	может быть	9	25
5	не может	9	24
6	так и	8	21
7	и его	4	19
8	таким образом	14	18
9	в этом	19	18
10	а не	3	17
11	точки зрения	26	16
12	самом деле	6	16
13	в процессе	11	15
14	то же	5	15
15	на самом	3	14
16	как и	6	14
17	с точки	18	14
18	не в	8	12
19	если бы	8	12
20	в самом	11	11
21	но и	10	10
22	не могут	2	10
23	лишь в	3	9
24	так как	4	9
25	не только	15	9
26	так же	4	9
27	что в	14	8
28	ни в	2	8
29	при этом	3	8
30	как бы	7	8
31	с помощью	5	8
32	отнюдь не	2	8
33	и все	3	8
34	то что	20	8
35	как раз	4	8
36	как мы	6	8
37	только в	4	8
38	в том	33	7
39	все это	4	7
40	потому что	7	7
41	в его	2	7
42	если мы	6	7
43	там где	6	7
44	все время	3	6
45	с другой	6	6
46	и теперь	2	6
47	всяком случае	6	6
48	все эти	3	6
49	здесь и	3	6
50	но в	6	6
51	что он	12	6
52	было бы	10	6
53	действительности и	3	6
54	все же	4	6
55	в своей	4	6
56	хотя бы	4	6
57	и для	2	6
58	в данном	3	6
59	во всяком	7	6
60	и ее	3	6
61	вместе с	6	6
62	независимо от	4	5
63	никогда не	8	5
64	что именно	3	5
65	зависимости от	6	5
66	что они	3	5
67	того чтобы	12	5
68	не является	9	5
69	и их	5	5
70	друг друга	5	5
71	в результате	3	5
72	говорит он	12	5
73	в истории	6	5
74	в зависимости	6	5
75	но не	3	5
76	что же	2	5
77	между которыми	2	5
78	тому как	2	5
79	тем что	2	5
80	связи с	9	5
81	уже в	5	4
82	прежде всего	4	4
83	к тому	7	4
84	мы знаем	7	4
85	и как	2	4
86	для того	10	4
87	мы видели	6	4
88	в целом	10	4
89	данном случае	3	4
90	со стороны	3	4
91	в связи	6	4
92	они не	3	4
93	но ведь	2	4
94	о том	9	4
95	как это	6	4
96	мы можем	10	4
97	следует что	2	4
98	тогда когда	5	4
99	по себе	7	4
100	бы ни	2	4
101	том что	27	4
102	как в	4	4
103	для данного	2	4
104	мы не	10	4
105	связь между	5	4
106	могут быть	2	4
107	подобно тому	2	4
108	же как	2	3
109	бы и	3	3
110	что это	6	3
111	в этих	2	3
112	столь же	2	3
113	это не	5	3
114	те же	3	3
115	можно сказать	2	3
116	является для	4	3
117	для нас	4	3
118	того что	17	3
119	в виду	6	3
120	и тем	2	3
121	по отношению	6	3
122	той же	2	3
123	этом отношении	3	3
124	и что	8	3
125	в которых	3	3
126	не следует	2	3
127	их в	4	3
128	сказать что	6	3
129	и с	4	3
130	в основе	3	3
131	к его	2	3
132	от его	4	3
133	и более	2	3
134	в них	4	3
135	того же	3	3
136	же самое	2	3
137	мы уже	6	3
138	во всех	2	3
139	нет и	2	3
140	отношению к	5	3
141	ее в	2	3
142	и эта	2	3
143	то он	2	3
144	в себе	2	3
145	он является	2	2
146	бы к	3	2
147	для этого	3	2
148	в отношении	6	2
149	человека и	3	2
150	на все	2	2
151	или иной	2	2
152	в этой	6	2
153	очевидно что	3	2
154	смысле слова	5	2
155	не можем	3	2
156	с такой	2	2
157	в общем	3	2
158	внутренняя речь	3	2
159	но для	2	2
160	но если	2	2
161	в котором	2	2
162	и др	5	2
163	из них	3	2
164	от того	2	2
165	что она	3	2
166	в своем	9	2
167	и только	3	2
168	но эта	3	2
169	в самой	3	2
170	у них	2	2
171	процесса развития	2	2
172	и даже	5	2
173	увидим что	2	2
174	из виду	2	2
175	из этих	4	2
176	в высшей	7	2
177	как он	6	2
178	к которому	6	2
179	от действия	2	2
180	с его	4	2
181	нисколько не	2	2
182	видели что	5	2
183	этом смысле	2	2
184	смысле этого	3	2
185	в такой	2	2
186	к этому	4	2
187	нет никаких	2	2
188	стороны и	2	2
189	с ее	2	2
190	говорить о	2	2
191	и тогда	2	2
192	мы увидим	2	2
193	мы должны	6	2
194	одной из	3	2
195	и из	2	2
196	в сущности	9	2
197	за пределы	2	2
198	таким же	3	2
199	сам становится	2	2
200	этого слова	3	2
201	даже в	4	2
202	не могло	2	2
203	должен быть	2	2
204	с таким	6	2
205	что и	2	2
206	внутренней речи	5	2
207	и речи	13	2
208	вытекает из	3	2
209	и самый	2	2
210	в отличие	3	2
211	от этого	2	2
212	высшей степени	7	2
213	не понимают	2	2
214	отношения между	3	2
215	на протяжении	2	2
216	ту же	2	2
217	и это	3	2
218	отличие от	3	2
219	ничего не	3	2
220	в эту	4	2
