N	2gram	Vygotskiy__5	StatiiOP
1	и в	30	25
2	в этом	14	24
3	в том	27	20
4	что в	24	19
5	что он	17	19
6	может быть	11	19
7	тем что	6	19
8	что это	8	16
9	том что	21	15
10	в этой	5	14
11	в его	4	12
12	то что	37	12
13	не только	16	12
14	в этих	3	11
15	так что	3	11
16	прежде всего	4	10
17	таким образом	20	10
18	и не	6	10
19	у него	3	9
20	но и	6	9
21	и т	7	8
22	все это	2	8
23	как например	2	8
24	в своих	5	8
25	о том	10	8
26	это не	3	7
27	что касается	2	7
28	было бы	5	7
29	с этим	2	7
30	не может	9	7
31	точки зрения	7	7
32	в то	2	7
33	из этих	3	6
34	в конце	4	6
35	не в	8	6
36	только в	5	6
37	как бы	19	6
38	как в	3	6
39	как на	11	6
40	а в	4	6
41	и на	3	6
42	в трагедии	15	6
43	т п	3	6
44	то же	7	5
45	у шекспира	6	5
46	в них	4	5
47	потому что	23	5
48	с другой	9	5
49	на то	17	5
50	ни в	3	5
51	об этом	3	5
52	говорит что	6	5
53	в котором	2	5
54	и это	8	5
55	ответ на	5	5
56	а не	8	5
57	того что	8	5
58	другой стороны	5	5
59	говорил что	2	5
60	он не	3	5
61	отношения между	2	5
62	так и	3	5
63	мы имеем	8	5
64	но в	5	5
65	этом отношении	3	4
66	с тем	8	4
67	состоит в	3	4
68	в каждом	2	4
69	этом смысле	2	4
70	это в	3	4
71	была бы	3	4
72	а как	2	4
73	у нас	4	4
74	как и	6	4
75	мы видим	8	4
76	это есть	3	4
77	что здесь	3	4
78	в качестве	2	4
79	можно сказать	2	4
80	если бы	11	4
81	и к	4	4
82	на его	3	4
83	он говорит	3	4
84	в ней	4	4
85	и тем	6	4
86	в своей	4	4
87	в целом	5	4
88	из этого	2	4
89	отличается от	2	4
90	в центре	2	4
91	в течение	2	4
92	этой трагедии	4	4
93	из которых	4	4
94	с точки	2	4
95	и для	6	4
96	и с	2	4
97	время как	2	4
98	сказать что	9	4
99	действующих лиц	7	4
100	в каком	3	4
101	все же	7	4
102	в которой	3	4
103	что эти	2	4
104	ничего не	2	4
105	что все	6	3
106	уже в	6	3
107	с его	2	3
108	находит свое	2	3
109	тому что	8	3
110	трагедии в	3	3
111	к этому	3	3
112	показывает что	3	3
113	с которым	3	3
114	и здесь	6	3
115	он был	2	3
116	с этой	2	3
117	для него	3	3
118	и что	23	3
119	на этом	6	3
120	до конца	2	3
121	одной стороны	12	3
122	нет в	2	3
123	и если	6	3
124	несмотря на	5	3
125	о которых	2	3
126	и наконец	3	3
127	конце концов	2	3
128	все эти	2	3
129	не является	2	3
130	со стороны	3	3
131	по этому	5	3
132	в словах	2	3
133	в их	3	3
134	как раз	13	3
135	по мнению	6	3
136	что мы	11	3
137	и его	6	3
138	действующие лица	4	3
139	в рассказе	2	3
140	но он	3	3
141	в другом	3	3
142	связи с	2	3
143	так как	9	3
144	что по	2	3
145	а с	5	2
146	все время	20	2
147	должен был	4	2
148	именно поэтому	2	2
149	никогда не	9	2
150	себя и	2	2
151	для этого	9	2
152	что у	3	2
153	в одной	2	2
154	формой и	3	2
155	этих двух	7	2
156	вовсе не	3	2
157	самого начала	3	2
158	что именно	5	2
159	или иной	2	2
160	к тому	8	2
161	как мы	5	2
162	не как	3	2
163	трагедии и	2	2
164	но все	2	2
165	что они	5	2
166	что если	6	2
167	но не	7	2
168	времени и	3	2
169	того же	2	2
170	в свою	3	2
171	до сих	5	2
172	еще не	5	2
173	в самом	14	2
174	в сущности	12	2
175	во всех	2	2
176	одна из	3	2
177	том чтобы	2	2
178	в виду	4	2
179	гораздо более	2	2
180	один из	5	2
181	должен быть	2	2
182	вместе с	12	2
183	сих пор	5	2
184	в форме	2	2
185	только что	4	2
186	внимание на	4	2
187	нас не	2	2
188	этому поводу	4	2
189	и только	3	2
190	в отношении	2	2
191	т д	3	2
192	с одной	12	2
193	от того	4	2
194	мы находим	2	2
195	заключается в	8	2
196	самом деле	8	2
197	с самого	3	2
198	для того	20	2
199	которая говорит	2	2
200	к этим	2	2
201	той же	3	2
202	мы не	3	2
203	или в	6	2
204	в которых	2	2
205	в результате	4	2
206	могут быть	8	2
207	что эта	4	2
208	и ни	2	2
209	если я	2	2
210	в каждой	3	2
211	когда пушкин	2	2
212	то есть	13	2
