N	2gram	Bakhtin_Pr_1	slovoVRo
1	в романе	11	46
2	и в	23	39
3	может быть	21	37
4	и его	13	33
5	то есть	24	26
6	не только	13	24
7	и не	34	22
8	но и	11	21
9	не может	11	20
10	в нем	20	19
11	до конца	5	17
12	все это	7	16
13	в этом	25	16
14	так и	10	15
15	а не	20	14
16	человек и	2	14
17	как в	6	13
18	отличие от	2	13
19	в пределах	9	13
20	в процессе	4	13
21	во всех	5	12
22	в отличие	2	12
23	в истории	2	11
24	слово в	2	11
25	вовсе не	8	10
26	не в	6	9
27	со своим	3	9
28	и с	4	9
29	прежде всего	7	8
30	себя в	3	8
31	оно не	2	8
32	таким образом	11	8
33	точки зрения	21	8
34	с его	6	7
35	при этом	3	7
36	для него	15	7
37	еще не	5	7
38	европейского романа	4	7
39	в его	24	7
40	как бы	28	7
41	никогда не	5	7
42	в этих	2	7
43	и потому	3	7
44	и даже	3	7
45	как мы	5	7
46	с ним	6	7
47	в них	3	6
48	и к	4	6
49	все же	5	6
50	как и	8	6
51	в своем	8	6
52	но не	8	6
53	в большинстве	2	6
54	она не	5	6
55	в сущности	5	6
56	жизни и	6	6
57	там где	6	6
58	все эти	8	6
59	так сказать	3	6
60	но в	4	6
61	не могут	6	5
62	с другой	2	5
63	это не	10	5
64	и для	3	5
65	и все	3	5
66	романа и	4	5
67	по себе	7	5
68	для нас	3	5
69	том что	9	5
70	но все	4	5
71	только в	8	5
72	в том	11	5
73	например в	3	5
74	и их	2	5
75	один из	2	5
76	слова его	2	5
77	человека в	5	5
78	уже не	8	5
79	и наконец	5	5
80	остается в	2	5
81	романа в	4	5
82	героя и	5	5
83	большинстве случаев	2	5
84	мира и	7	5
85	в плане	5	5
86	поэтому и	2	4
87	всех этих	3	4
88	себя и	2	4
89	ни в	3	4
90	отношению к	11	4
91	же время	7	4
92	зависимости от	3	4
93	одна из	2	4
94	в смысле	2	4
95	как предмет	3	4
96	наконец в	2	4
97	в основном	2	4
98	в зависимости	3	4
99	сливается с	2	4
100	в отношении	2	4
101	по отношению	11	4
102	входит в	2	4
103	отношения к	2	4
104	то же	10	4
105	и других	5	4
106	в той	6	4
107	а в	7	4
108	с другими	7	4
109	и на	10	4
110	в основе	5	4
111	в то	10	4
112	отношении к	2	4
113	его в	4	4
114	так как	7	4
115	или как	5	4
116	перед нами	4	3
117	что в	8	3
118	точку зрения	4	3
119	хотя бы	2	3
120	не столько	3	3
121	должна быть	2	3
122	в романах	7	3
123	что и	5	3
124	точек зрения	3	3
125	но это	5	3
126	у него	6	3
127	и как	8	3
128	с их	5	3
129	со всею	3	3
130	материал и	2	3
131	к нему	3	3
132	бы и	4	3
133	в свете	3	3
134	этом отношении	5	3
135	лишь в	3	3
136	героя в	4	3
137	с точки	15	3
138	той же	6	3
139	или даже	2	3
140	рядом с	13	3
141	сказать что	5	3
142	роман в	2	3
143	между тем	5	3
144	сознание и	3	3
145	говорить о	2	3
146	во всяком	4	3
147	чем в	2	2
148	в данном	2	2
149	уже в	5	2
150	не было	3	2
151	в сфере	2	2
152	и другие	2	2
153	однако в	2	2
154	на котором	2	2
155	но он	2	2
156	изображения в	3	2
157	как например	2	2
158	существенно и	3	2
159	в себе	5	2
160	и здесь	3	2
161	что он	10	2
162	его художественного	4	2
163	с ее	2	2
164	с авторским	2	2
165	более того	3	2
166	все что	3	2
167	слово героя	6	2
168	и само	2	2
169	мы уже	2	2
170	ним и	4	2
171	за пределы	6	2
172	от характера	3	2
173	дело идет	6	2
174	диалог в	2	2
175	о нем	11	2
176	всяком случае	3	2
177	даже в	2	2
178	изображения и	4	2
179	точка зрения	7	2
180	сих пор	2	2
181	на его	2	2
182	то что	18	2
183	романа но	2	2
184	зрения и	2	2
185	его как	5	2
186	входят в	2	2
187	вместе с	2	2
188	на него	2	2
189	в их	3	2
190	в форме	6	2
191	кроме того	3	2
192	отличается от	2	2
193	смысл и	2	2
194	он стремится	3	2
195	именно в	6	2
196	это и	9	2
197	на материале	3	2
198	в себя	3	2
199	но эта	4	2
200	мы не	2	2
201	они не	3	2
202	именно на	2	2
203	вне его	2	2
204	и т.п	3	2
205	того чтобы	4	2
206	для того	2	2
207	в рамки	2	2
208	менее всего	4	2
209	одним из	8	2
210	роль в	2	2
211	на мир	8	2
212	конечно и	4	2
213	в результате	4	2
214	автора и	5	2
215	он не	4	2
216	но как	3	2
217	самого автора	6	2
218	о том	2	2
219	на ряд	2	2
220	как он	2	2
221	зрения на	8	2
222	можно говорить	2	2
223	только с	2	2
224	в области	3	2
225	это очень	3	2
226	в одном	9	2
227	до сих	2	2
