N	2gram	Bakhtin_sl_2	Narrotol
1	не только	24	31
2	но и	21	27
3	и не	22	23
4	при этом	7	19
5	может быть	37	15
6	как и	6	13
7	а не	14	13
8	а в	4	13
9	только в	5	12
10	в этом	16	12
11	и в	39	11
12	в данном	2	11
13	и его	33	10
14	то что	2	9
15	то есть	26	9
16	то же	4	8
17	в том	5	8
18	и т.п	2	8
19	не может	20	8
20	уже не	5	8
21	у него	3	7
22	том что	5	7
23	на протяжении	2	7
24	но в	6	7
25	а также	3	6
26	не в	9	6
27	как бы	7	6
28	один из	5	6
29	жизни и	6	6
30	или в	2	6
31	в себе	2	6
32	в его	7	6
33	действующих лиц	2	5
34	перед нами	3	5
35	той или	5	5
36	точка зрения	2	5
37	так и	15	5
38	и на	4	5
39	точки зрения	8	5
40	слова в	13	4
41	с его	7	4
42	никогда не	7	4
43	или иной	5	4
44	все же	6	4
45	для него	7	4
46	но не	6	4
47	же время	4	4
48	прежде всего	8	4
49	еще не	7	4
50	к нему	3	4
51	в ней	3	4
52	в нем	19	4
53	по себе	5	4
54	как в	13	4
55	так в	2	4
56	того чтобы	2	4
57	чужого слова	40	4
58	хотя и	2	4
59	в то	4	4
60	о том	2	4
61	одна из	4	4
62	в одном	2	4
63	не менее	4	3
64	что в	3	3
65	однако в	2	3
66	в нашем	2	3
67	в своем	6	3
68	это не	5	3
69	не всегда	2	3
70	что он	2	3
71	еще раз	3	3
72	и как	3	3
73	в противовес	2	3
74	но как	2	3
75	для того	2	3
76	он не	2	3
77	о нем	2	3
78	отношению к	4	3
79	по отношению	4	3
80	не было	2	3
81	этом отношении	3	3
82	именно в	2	3
83	лишь в	3	3
84	героя в	3	3
85	в слове	6	3
86	мы не	2	3
87	также и	2	3
88	и с	9	3
89	и все	5	3
90	в состав	3	3
91	как это	3	3
92	между тем	3	3
93	если она	3	2
94	в зависимости	4	2
95	в этих	7	2
96	его и	2	2
97	национального языка	3	2
98	установкой на	3	2
99	язык как	3	2
100	в сущности	6	2
101	в свою	3	2
102	к его	2	2
103	как мы	7	2
104	она может	2	2
105	в романе	46	2
106	с ее	2	2
107	зависимости от	4	2
108	свою очередь	2	2
109	своего и	2	2
110	все что	2	2
111	всех его	3	2
112	до конца	17	2
113	до сих	2	2
114	в пределах	13	2
115	она не	6	2
116	всяком случае	2	2
117	точек зрения	3	2
118	оно не	8	2
119	хотя бы	3	2
120	себя в	8	2
121	вместе с	2	2
122	быть и	3	2
123	героя и	5	2
124	сих пор	2	2
125	в сфере	2	2
126	в форме	2	2
127	где они	2	2
128	жизни в	2	2
129	в отличие	12	2
130	в связи	2	2
131	входит в	4	2
132	в особенности	3	2
133	и чужого	2	2
134	с установкой	3	2
135	человека в	5	2
136	в той	4	2
137	и даже	7	2
138	с другой	5	2
139	и для	5	2
140	и иных	4	2
141	особенно в	2	2
142	отличие от	13	2
143	роль в	2	2
144	слов в	2	2
145	в таком	4	2
146	с ними	5	2
147	дело с	4	2
148	в результате	2	2
149	сказать что	3	2
150	во всяком	3	2
151	и от	3	2
152	с языком	2	2
153	связи с	3	2
154	дело в	2	2
155	здесь не	4	2
156	так сказать	6	2
157	в чем	3	2
158	с ним	7	2
159	в области	2	2
