N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	49
2	то есть	18	32
3	прежде всего	4	19
4	в его	9	18
5	не только	16	17
6	и его	12	17
7	и на	2	17
8	и не	15	15
9	в этом	11	15
10	в них	2	13
11	только в	5	13
12	но и	10	13
13	в году	2	13
14	как и	2	11
15	как бы	9	11
16	и т.п	4	11
17	вовсе не	2	10
18	в этой	2	10
19	все это	2	9
20	в романе	3	9
21	для него	4	9
22	и др	2	9
23	в нем	5	9
24	отношение к	5	8
25	один из	2	7
26	не может	7	7
27	таким образом	3	7
28	то же	10	7
29	все эти	2	7
30	именно в	2	6
31	то что	4	6
32	в себя	2	6
33	же время	5	6
34	времени и	2	6
35	во всех	3	6
36	так и	11	6
37	с их	2	6
38	сказать что	4	6
39	но он	3	6
40	точки зрения	10	6
41	в то	6	6
42	с его	6	5
43	никогда не	2	5
44	в своем	2	5
45	из этих	3	5
46	но не	11	5
47	при этом	13	5
48	может быть	14	5
49	и потому	2	5
50	в своей	5	5
51	с точки	3	5
52	и более	2	4
53	с другой	7	4
54	нового времени	2	4
55	в жизни	2	4
56	и к	3	4
57	в себе	9	4
58	том что	8	4
59	жить и	2	4
60	одна из	2	4
61	и о	3	4
62	в этих	3	4
63	в форме	4	4
64	отношения к	2	4
65	а в	12	4
66	лишь в	4	4
67	в области	6	4
68	с ним	2	4
69	но в	7	4
70	место в	4	3
71	с одной	2	3
72	о чем	2	3
73	жизни в	2	3
74	превращается в	2	3
75	в одном	2	3
76	что он	3	3
77	в ее	5	3
78	в том	18	3
79	одной стороны	2	3
80	в самом	5	3
81	даже в	3	3
82	и особенно	2	3
83	с ее	5	3
84	ни в	5	3
85	другой стороны	5	3
86	к нему	3	3
87	так в	4	3
88	их в	3	3
89	далеко не	2	3
90	о том	2	3
91	для которого	2	3
92	и это	2	3
93	мире и	2	3
94	в виду	5	3
95	автора и	3	2
96	в противоположность	3	2
97	что в	6	2
98	могут быть	4	2
99	за пределы	2	2
100	в нашем	2	2
101	в качестве	24	2
102	никто не	2	2
103	имеем в	3	2
104	для понимания	2	2
105	можно сказать	5	2
106	в отношении	3	2
107	в самой	2	2
108	есть в	2	2
109	перед лицом	3	2
110	можно охарактеризовать	2	2
111	в пределах	3	2
112	еще не	3	2
113	и другие	2	2
114	в формах	2	2
115	такого рода	10	2
116	хотя и	3	2
117	в мире	21	2
118	по преимуществу	2	2
119	ее в	2	2
120	в их	5	2
121	на языке	2	2
122	того чтобы	2	2
123	так же	2	2
124	на основе	2	2
125	одной из	2	2
126	как к	2	2
127	в другом	3	2
128	таковы например	2	2
129	и т.д	3	2
130	в художественном	4	2
131	в произведении	3	2
132	здесь не	2	2
133	художественной литературы	2	2
