N	2gram	Losev_Dial_1	Vladivir
1	и в	18	31
2	не только	13	24
3	но и	7	19
4	то что	13	18
5	и не	30	17
6	и даже	13	15
7	том что	9	14
8	что в	13	14
9	в этом	12	14
10	и с	5	14
11	что он	11	12
12	в его	3	12
13	но в	6	12
14	в том	9	11
15	потому что	14	11
16	о том	4	11
17	так что	15	10
18	и то	9	10
19	также и	7	10
20	он не	3	10
21	никогда не	9	9
22	как мы	4	9
23	а в	5	9
24	даже и	3	9
25	только в	3	9
26	в конце	4	9
27	в дальнейшем	5	8
28	в то	6	8
29	так как	11	8
30	для него	2	7
31	об этом	4	7
32	как раз	4	7
33	как это	4	7
34	сказать что	10	7
35	еще и	3	7
36	он и	2	6
37	к этому	2	6
38	можно сказать	6	6
39	в качестве	2	6
40	и потому	3	6
41	может быть	17	6
42	иной раз	2	6
43	в котором	4	6
44	так и	9	6
45	не может	12	6
46	то же	10	6
47	и что	12	6
48	то он	2	6
49	это было	2	6
50	а с	2	5
51	не был	2	5
52	все это	11	5
53	вовсе не	7	5
54	на то	5	5
55	не в	6	5
56	но как	2	5
57	и от	2	5
58	что и	3	5
59	жизни и	3	5
60	что же	3	5
61	не было	6	5
62	с ним	6	5
63	я не	5	4
64	же время	4	4
65	в своем	5	4
66	и все	3	4
67	этом смысле	3	4
68	в нем	16	4
69	к ней	4	4
70	в себе	11	4
71	да и	6	4
72	и вообще	4	4
73	как и	2	4
74	и как	7	4
75	мы и	2	4
76	никак не	6	4
77	хотя и	4	4
78	один из	3	4
79	в своей	2	4
80	ни с	6	4
81	мысли и	3	4
82	в особенности	5	4
83	говорит что	3	4
84	и у	2	4
85	что для	3	4
86	несмотря на	10	4
87	во всем	2	4
88	как он	4	4
89	к нему	8	4
90	для меня	4	4
91	мы увидим	2	3
92	но только	3	3
93	к тому	4	3
94	в виде	2	3
95	отнюдь не	9	3
96	с другой	6	3
97	и так	2	3
98	раз и	2	3
99	как в	2	3
100	но не	4	3
101	но это	8	3
102	что они	3	3
103	более или	3	3
104	но что	3	3
105	ничего не	17	3
106	и из	3	3
107	конце концов	3	3
108	все же	5	3
109	отношение к	5	3
110	или менее	3	3
111	только на	3	3
112	другой стороны	4	3
113	в отношении	5	3
114	собственно говоря	4	3
115	все эти	2	3
116	и вот	6	3
117	уже не	2	3
118	в науке	3	3
119	и он	5	3
120	и притом	4	3
121	жизнь и	3	3
122	то мы	2	3
123	что касается	2	3
124	это конечно	2	3
125	но она	3	3
126	он сам	5	2
127	нисколько не	4	2
128	уже и	3	2
129	не менее	2	2
130	в частности	2	2
131	для нее	2	2
132	наука и	4	2
133	в них	3	2
134	хотя бы	6	2
135	и философии	2	2
136	указывает на	3	2
137	ясно что	8	2
138	на всю	4	2
139	очень мало	2	2
140	ни в	15	2
141	тому же	2	2
142	это и	4	2
143	тем более	2	2
144	что я	3	2
145	от него	4	2
146	на этом	2	2
147	учение о	11	2
148	это мы	4	2
149	еще не	2	2
150	того что	2	2
151	было бы	12	2
152	и мы	5	2
153	совершенно не	8	2
154	в самом	3	2
155	конечно не	3	2
156	для своего	2	2
157	и о	3	2
158	на что	2	2
159	просто не	2	2
160	всяком случае	2	2
161	даже в	3	2
162	и тут	3	2
163	и т	21	2
164	из них	2	2
165	то как	3	2
166	дело не	2	2
167	со стороны	2	2
168	что она	7	2
169	даже не	3	2
170	только что	3	2
171	то и	2	2
172	я никогда	2	2
173	т д	19	2
174	и для	2	2
175	и сейчас	2	2
176	для того	2	2
177	что такое	10	2
178	и почти	3	2
179	с ними	2	2
180	во всяком	4	2
181	дальше в	2	2
182	точки зрения	17	2
183	в каком	8	2
184	из этих	2	2
185	и еще	3	2
186	мы должны	5	2
187	и это	2	2
188	в полной	2	2
189	и ни	6	2
190	в чем	6	2
191	почти не	2	2
