N	2gram	Vygotskiy__4	Vvedenie
1	и т	6	42
2	т д	2	36
3	и в	33	32
4	в том	21	31
5	в этом	28	30
6	может быть	22	26
7	том что	22	26
8	не только	7	22
9	для того	23	21
10	того чтобы	22	20
11	таким образом	13	19
12	также и	2	18
13	то что	44	16
14	потому что	24	15
15	так как	12	15
16	не может	10	14
17	в самом	12	13
18	в нем	7	13
19	о том	20	13
20	со стороны	2	13
21	того что	4	12
22	в их	2	12
23	и не	13	12
24	как на	6	12
25	представляет собой	2	12
26	в его	10	12
27	только в	4	12
28	как мы	4	11
29	ясно что	5	11
30	и именно	2	11
31	в ее	2	11
32	что в	21	10
33	но в	2	9
34	и как	5	9
35	по себе	9	9
36	то же	9	9
37	в той	3	9
38	с другой	2	8
39	это не	6	8
40	не в	2	8
41	именно в	2	8
42	прежде всего	2	7
43	вопрос о	2	7
44	смысле этого	3	7
45	точки зрения	6	7
46	но не	3	7
47	было бы	12	7
48	все же	5	7
49	дело с	3	7
50	самом деле	12	7
51	можно было	4	7
52	из этих	2	6
53	до сих	3	6
54	же время	2	6
55	том чтобы	4	6
56	один из	2	6
57	но и	3	6
58	все это	13	6
59	в то	3	6
60	его в	3	6
61	как он	5	6
62	с тем	4	6
63	вовсе не	5	6
64	как и	5	6
65	сих пор	3	6
66	хотя бы	2	6
67	и его	5	6
68	этот вопрос	4	6
69	тем что	3	6
70	в руки	2	6
71	и это	5	6
72	уже в	2	5
73	в какой	5	5
74	так что	7	5
75	так например	4	5
76	она есть	2	5
77	на этот	3	5
78	но если	3	5
79	как бы	25	5
80	в целом	5	5
81	а как	2	5
82	другой стороны	2	5
83	в которых	3	5
84	сказать что	13	5
85	приходим к	2	5
86	в них	2	5
87	об этом	4	5
88	вместе с	8	5
89	т п	3	5
90	а не	6	5
91	что не	4	5
92	с этой	4	4
93	времени и	2	4
94	одной стороны	3	4
95	всяком случае	3	4
96	в котором	2	4
97	с одной	3	4
98	не просто	4	4
99	и что	25	4
100	не имеет	2	4
101	а в	4	4
102	одно из	2	4
103	как это	14	4
104	мы имеем	2	4
105	как она	10	4
106	видит в	3	4
107	от этого	3	4
108	должен был	3	4
109	что он	20	4
110	в своей	4	4
111	только что	15	4
112	внимание на	2	4
113	как раз	9	4
114	в виде	3	4
115	и для	3	4
116	той же	4	4
117	и то	2	4
118	во всяком	3	4
119	к делу	3	4
120	и ее	2	4
121	в себе	6	4
122	только с	2	4
123	сама по	3	3
124	что это	13	3
125	и есть	4	3
126	в частности	4	3
127	понятно что	3	3
128	в конце	8	3
129	со всей	2	3
130	бы и	2	3
131	можно сказать	2	3
132	к тому	12	3
133	что может	3	3
134	да и	3	3
135	но все	2	3
136	в этой	9	3
137	на этом	3	3
138	до конца	7	3
139	при этом	2	3
140	в ней	6	3
141	именно как	2	3
142	в виду	2	3
143	то это	3	3
144	и уже	4	3
145	из них	4	3
146	что она	10	3
147	в своем	7	3
148	все эти	6	3
149	и других	4	3
150	и вот	6	3
151	заключается в	5	3
152	так же	13	3
153	и на	5	3
154	в результате	2	3
155	говорить о	3	3
156	при помощи	4	3
157	на нее	2	3
158	нисколько не	5	3
159	если бы	10	3
160	к этому	4	3
161	и к	2	3
162	говорит о	4	3
163	связи с	2	3
164	так чтобы	2	3
165	в одном	3	3
166	в сущности	6	3
167	однако не	2	3
168	что и	3	3
169	в каком	8	3
170	как будто	8	3
171	как только	2	2
172	это делает	2	2
173	в основу	3	2
174	все время	24	2
175	же как	3	2
176	казалось бы	5	2
177	никогда не	5	2
178	тому что	6	2
179	для этого	8	2
180	точно так	3	2
181	это в	4	2
182	с конца	2	2
183	из его	2	2
184	что если	3	2
185	и той	2	2
186	какой бы	3	2
187	после этого	6	2
188	не было	3	2
189	о них	2	2
190	к таким	2	2
191	есть только	2	2
192	должно быть	3	2
193	и совершенно	5	2
194	и с	2	2
195	и так	4	2
196	с этим	5	2
197	и здесь	3	2
198	же самое	6	2
199	конце концов	3	2
200	когда мы	6	2
201	так и	3	2
202	могло бы	3	2
203	уже знаем	3	2
204	лежит в	2	2
205	на тему	2	2
206	надо было	2	2
207	о которых	2	2
208	у нас	4	2
209	по существу	2	2
210	чтобы он	2	2
211	литературы и	2	2
212	от действительности	3	2
213	во всех	2	2
214	что мы	6	2
215	применительно к	3	2
216	мы должны	6	2
217	жизни и	4	2
218	мы уже	5	2
219	себе и	2	2
220	этого слова	3	2
221	и до	3	2
222	критики и	2	2
223	одной и	2	2
224	и сейчас	3	2
225	из которых	3	2
226	с точки	4	2
227	мы не	5	2
228	исследования и	4	2
229	тому как	2	2
230	мы можем	5	2
231	еще раз	3	2
232	одна из	4	2
233	ничего не	2	2
234	того не	2	2
235	что нет	2	2
