N	2gram	Voloshinov_1	Istorich
1	что он	2	24
2	не только	8	18
3	может быть	26	17
4	никогда не	2	15
5	и в	19	15
6	но и	8	14
7	так как	2	14
8	так же	7	13
9	что в	4	12
10	а в	4	12
11	то что	8	12
12	мы знаем	5	11
13	и не	26	11
14	в этом	16	11
15	его в	3	10
16	то же	7	10
17	еще не	4	9
18	все же	8	9
19	и здесь	6	9
20	в другом	2	9
21	связи с	11	8
22	он не	3	8
23	мы можем	2	8
24	том что	3	7
25	и пр	12	7
26	в нем	10	7
27	сих пор	8	7
28	таким образом	17	7
29	не в	5	7
30	ничего не	6	7
31	связана с	2	6
32	до сих	8	6
33	мы уже	2	6
34	в его	6	6
35	как бы	15	6
36	что и	2	6
37	в том	6	6
38	только в	9	6
39	но в	7	6
40	и есть	3	5
41	с этим	4	5
42	прежде всего	13	5
43	этом случае	3	5
44	к тому	2	5
45	но все	3	5
46	как в	4	5
47	она не	2	5
48	было бы	4	5
49	же как	2	5
50	в котором	3	5
51	так и	11	5
52	не может	24	5
53	в связи	7	5
54	а не	7	5
55	можно было	2	5
56	в русской	2	5
57	и др	2	4
58	вопрос о	4	4
59	в одной	2	4
60	при этом	8	4
61	одной из	3	4
62	в ней	4	4
63	другими словами	2	4
64	пока не	2	4
65	не будем	4	4
66	со всех	2	4
67	всех сторон	2	4
68	и с	2	4
69	тем что	2	4
70	и на	4	4
71	в себе	2	4
72	мы должны	3	4
73	все эти	7	4
74	к этой	2	4
75	как она	2	4
76	в качестве	2	3
77	и его	19	3
78	из этих	2	3
79	мог бы	2	3
80	же и	2	3
81	но если	2	3
82	по мере	2	3
83	о том	2	3
84	отношению к	2	3
85	все это	3	3
86	по отношению	3	3
87	того что	3	3
88	мы не	6	3
89	в работе	2	3
90	как он	2	3
91	и это	3	3
92	на стадии	2	3
93	здесь мы	4	3
94	он является	3	2
95	зависит от	2	2
96	не было	3	2
97	самого начала	4	2
98	следовательно не	2	2
99	и более	2	2
100	могут быть	2	2
101	смысле этого	3	2
102	делают его	2	2
103	дано в	2	2
104	с другой	5	2
105	не столько	4	2
106	на самом	3	2
107	не знает	2	2
108	ни в	2	2
109	именно в	5	2
110	в основном	6	2
111	как и	12	2
112	является не	6	2
113	совершается в	5	2
114	одна из	2	2
115	могла бы	2	2
116	здесь в	3	2
117	кроме того	6	2
118	того чтобы	5	2
119	и для	11	2
120	зрения так	2	2
121	в сущности	3	2
122	подойти к	2	2
123	не все	2	2
124	хотя бы	5	2
125	с ее	2	2
126	на этой	2	2
127	из них	3	2
128	во всех	7	2
129	и их	2	2
130	и только	2	2
131	другой стороны	6	2
132	той же	2	2
133	с самого	4	2
134	не просто	2	2
135	человека в	2	2
136	это так	2	2
137	самом деле	10	2
138	или в	2	2
139	с другими	3	2
140	нет еще	2	2
141	сказать что	4	2
142	то мы	2	2
143	в тот	2	2
144	и ее	3	2
145	нет ничего	3	2
146	так сказать	6	2
147	в которой	3	2
148	в виду	2	2
149	из него	2	2
