N	2gram	Potebnia_M_2	Myshleni
1	в том	18	42
2	том что	8	35
3	таким образом	11	25
4	в этом	8	24
5	и в	24	20
6	что в	16	19
7	то же	12	16
8	то что	20	15
9	не только	15	15
10	что они	5	14
11	с другой	6	12
12	при этом	13	12
13	потому что	49	12
14	может быть	23	12
15	в целом	3	11
16	так же	2	11
17	в его	2	11
18	мы должны	2	11
19	этого слова	6	11
20	того что	7	10
21	так как	10	10
22	мы видим	2	10
23	если мы	3	10
24	и то	3	10
25	в себе	10	10
26	только в	11	10
27	слова в	5	9
28	и как	6	9
29	одной стороны	3	9
30	но и	9	9
31	другой стороны	2	9
32	с одной	4	9
33	между тем	6	9
34	могли бы	2	9
35	как это	2	9
36	как и	7	9
37	того же	14	9
38	тот же	5	9
39	что и	11	9
40	и не	19	8
41	и тем	3	8
42	и что	4	8
43	тогда когда	10	8
44	этом смысле	2	8
45	было бы	13	8
46	вместе с	11	8
47	в собственном	2	7
48	как бы	9	7
49	смысле этого	3	7
50	что мы	11	7
51	в образовании	2	7
52	и тот	2	7
53	самом деле	2	7
54	тем самым	4	7
55	а не	18	7
56	того чтобы	2	7
57	тем что	7	7
58	могут быть	8	7
59	уже в	5	6
60	одного и	6	6
61	в самом	4	6
62	не может	12	6
63	те же	3	6
64	и на	8	6
65	сказать что	2	6
66	его в	3	6
67	с тем	4	6
68	что он	4	6
69	одно и	2	6
70	той же	3	6
71	никогда не	4	5
72	это не	3	5
73	на то	5	5
74	в действительности	2	5
75	что такое	2	5
76	если бы	11	5
77	и его	2	5
78	с этим	7	5
79	все же	5	5
80	и того	6	5
81	о том	5	5
82	так и	5	5
83	как в	10	5
84	одной и	2	5
85	для того	5	5
86	все эти	2	5
87	мы можем	12	5
88	слова и	3	5
89	представляется нам	5	4
90	в нашем	2	4
91	тому что	2	4
92	для нас	31	4
93	что с	2	4
94	и той	2	4
95	указывают на	2	4
96	по мере	5	4
97	из них	5	4
98	и только	6	4
99	что оно	4	4
100	друг друга	2	4
101	как он	4	4
102	в сознании	23	4
103	состоит в	2	4
104	к этому	2	4
105	и при	3	4
106	только что	3	4
107	тем же	3	4
108	между ними	2	4
109	не в	13	4
110	и для	3	4
111	во всяком	7	4
112	на этом	2	3
113	не могут	7	3
114	не менее	5	3
115	в этих	3	3
116	в какой	2	3
117	между различными	2	3
118	и от	3	3
119	точно так	9	3
120	что все	2	3
121	на все	3	3
122	а только	8	3
123	так что	10	3
124	с первого	2	3
125	но что	2	3
126	значением слова	2	3
127	не имеют	2	3
128	которые мы	3	3
129	от того	5	3
130	всяком случае	7	3
131	один из	2	3
132	со стороны	3	3
133	в связи	2	3
134	и других	2	3
135	столь же	5	3
136	должно быть	2	3
137	тем как	2	3
138	к которому	2	3
139	представлений и	3	3
140	оно может	2	3
141	но в	4	3
142	и во	3	3
143	для образования	2	3
144	бы в	2	3
145	во всем	2	3
146	но не	12	3
147	с таким	3	3
148	внимание на	2	3
149	нас в	2	3
150	различие в	2	3
151	связи с	6	3
152	в чем	7	3
153	в которой	5	3
154	на деле	3	3
155	и поэтому	2	3
156	место в	4	2
157	такой же	4	2
158	мы называем	3	2
159	поэтому оно	2	2
160	в каждом	2	2
161	прежде всего	7	2
162	что на	3	2
163	что если	6	2
164	свою очередь	6	2
165	в свою	6	2
166	для него	10	2
167	в нашей	2	2
168	что это	3	2
169	и у	3	2
170	вслед за	3	2
171	не совсем	3	2
172	в ней	3	2
173	на предмет	2	2
174	но вместе	2	2
175	когда это	2	2
176	в нем	9	2
177	нам не	2	2
178	они не	4	2
179	не имеет	6	2
180	от слова	3	2
181	факт что	2	2
182	а в	8	2
183	которые могут	4	2
184	во многих	3	2
185	к другой	2	2
186	на более	2	2
187	в мысли	5	2
188	из этих	4	2
189	и здесь	2	2
190	ли мы	2	2
191	говоря о	3	2
192	том смысле	4	2
193	их в	2	2
194	когда мы	2	2
195	влияния на	2	2
196	под влиянием	8	2
197	между двумя	6	2
198	при определении	2	2
199	языка мы	2	2
200	у него	2	2
201	выражается в	2	2
202	что слово	2	2
203	в памяти	5	2
204	указывает на	2	2
205	животных и	2	2
206	еще не	4	2
207	и сами	4	2
208	мы в	3	2
209	далеко не	3	2
210	не есть	6	2
211	и тогда	3	2
212	к мысли	2	2
213	в языке	3	2
214	связь между	2	2
215	тогда как	10	2
216	того как	7	2
217	а с	2	2
218	если не	4	2
219	в слове	13	2
220	в таком	4	2
221	тому как	4	2
222	подобно тому	4	2
223	в каком	3	2
224	существует только	2	2
225	может стать	2	2
226	к общему	4	2
227	как оно	2	2
228	на образование	2	2
229	и это	2	2
230	которое мы	3	2
231	которые не	3	2
