N	2gram	Tiupa_Lite_2	Myshleni
1	то что	7	26
2	что он	3	25
3	в этом	9	25
4	потому что	2	21
5	в том	10	18
6	не может	9	18
7	точки зрения	4	18
8	что в	4	16
9	и в	19	16
10	того что	5	16
11	так как	3	16
12	не только	8	16
13	том что	7	15
14	для того	2	14
15	в сущности	3	13
16	отношению к	3	12
17	по отношению	4	12
18	и не	11	12
19	и что	2	12
20	в области	4	12
21	в его	4	11
22	из того	2	11
23	но не	5	10
24	было бы	2	10
25	а не	20	10
26	может быть	17	9
27	с точки	3	9
28	о том	2	8
29	как это	2	8
30	в основе	2	8
31	как и	10	8
32	он не	5	8
33	то же	12	8
34	тем самым	3	8
35	же как	2	7
36	в нем	3	7
37	того же	4	7
38	так и	7	7
39	представляет собой	2	7
40	к объекту	2	7
41	в какой	2	6
42	не в	4	6
43	в этой	3	6
44	но и	10	6
45	и на	6	6
46	как он	2	6
47	но в	2	6
48	у него	2	6
49	состоит в	9	6
50	в другом	3	6
51	никогда не	3	5
52	в такой	2	5
53	для него	4	5
54	как бы	2	5
55	в сфере	4	5
56	не является	2	5
57	хотя бы	2	5
58	этом отношении	3	5
59	не знает	2	5
60	в то	9	5
61	с ним	2	5
62	тот же	2	5
63	мысли и	2	5
64	тем что	4	5
65	ничего не	3	5
66	с другой	8	4
67	с этой	2	4
68	так что	4	4
69	при этом	6	4
70	в целом	2	4
71	в результате	2	4
72	в качестве	5	4
73	еще не	2	4
74	вместе с	5	4
75	той же	2	4
76	тому как	2	4
77	и то	3	4
78	могут быть	2	4
79	такой же	3	4
80	подобно тому	2	4
81	и т.д	7	4
82	не менее	6	3
83	в частности	4	3
84	прежде всего	4	3
85	как уже	2	3
86	и как	3	3
87	но это	3	3
88	одной стороны	6	3
89	но как	2	3
90	до конца	2	3
91	если в	2	3
92	то как	2	3
93	в их	3	3
94	с одной	7	3
95	сознания в	3	3
96	как на	3	3
97	а в	3	3
98	и с	3	3
99	к этой	2	3
100	мы не	4	3
101	к жизни	2	3
102	с тем	2	3
103	в одном	2	3
104	этом случае	2	3
105	все же	2	3
106	по существу	3	3
107	то в	2	3
108	одной из	2	3
109	я это	2	3
110	еще в	4	3
111	а потому	2	3
112	что и	2	3
113	на этом	2	3
114	как я	3	3
115	в себя	3	3
116	из которых	2	3
117	речь в	2	3
118	и его	3	3
119	я не	5	2
120	себя и	2	2
121	столь же	5	2
122	очевидно что	2	2
123	одним из	3	2
124	в ней	4	2
125	в виду	2	2
126	из них	2	2
127	другой стороны	4	2
128	то и	3	2
129	но только	2	2
130	свое время	2	2
131	и даже	8	2
132	не станем	2	2
133	в своих	2	2
134	все равно	2	2
135	в истории	2	2
136	в них	2	2
137	что было	2	2
138	в жизни	2	2
139	вовсе не	2	2
140	не с	3	2
141	и к	2	2
142	же в	2	2
143	у нас	5	2
144	что я	2	2
145	все что	2	2
146	этот путь	3	2
147	жизни и	4	2
148	в свое	2	2
149	при которой	2	2
150	что нам	2	2
151	во всех	3	2
152	на свою	3	2
153	но с	3	2
154	ту же	2	2
