N	2gram	Nazirov_Tv_2	Istorich
1	и в	20	28
2	может быть	8	25
3	и т	13	25
4	т д	11	22
5	не может	7	15
6	а не	6	15
7	никогда не	11	14
8	что в	7	12
9	то же	7	12
10	не только	13	12
11	мы видим	4	11
12	только в	2	11
13	что он	6	10
14	все же	5	10
15	прежде всего	8	10
16	но и	8	10
17	мы не	4	10
18	и что	2	10
19	в том	8	9
20	о том	5	9
21	то что	3	9
22	и не	9	9
23	не в	4	9
24	так и	6	9
25	если бы	4	8
26	таким образом	10	8
27	в этом	8	8
28	но в	4	8
29	это не	7	7
30	том что	4	7
31	еще не	5	7
32	и др	3	7
33	а в	4	7
34	этот вопрос	3	7
35	так же	5	7
36	с другой	2	6
37	не менее	2	6
38	так например	3	6
39	когда он	4	6
40	в этой	5	6
41	его в	3	6
42	так как	3	6
43	вместе с	3	6
44	в одном	2	5
45	в дальнейшем	4	5
46	что они	4	5
47	восходит к	2	5
48	но не	5	5
49	до сих	3	5
50	например в	5	5
51	что она	4	5
52	сих пор	3	5
53	другой стороны	2	5
54	их в	2	5
55	героя в	4	5
56	в его	10	5
57	к которому	2	5
58	все это	6	4
59	превращается в	3	4
60	об этом	4	4
61	так что	2	4
62	но это	5	4
63	один из	3	4
64	на него	2	4
65	связь с	2	4
66	так в	2	4
67	как и	6	4
68	и даже	5	4
69	и с	8	4
70	и на	5	4
71	потому что	7	4
72	в основе	2	4
73	могут быть	2	4
74	как правило	2	4
75	все эти	4	4
76	я не	2	3
77	точку зрения	2	3
78	в стороне	2	3
79	в образе	3	3
80	показывает что	4	3
81	именно в	6	3
82	в начале	3	3
83	только через	2	3
84	при этом	8	3
85	наряду с	7	3
86	в которую	2	3
87	в котором	3	3
88	и по	2	3
89	отношению к	3	3
90	из них	2	3
91	в их	3	3
92	и тогда	2	3
93	уже не	3	3
94	и его	9	3
95	и он	2	3
96	действия и	2	3
97	или даже	2	3
98	по отношению	3	3
99	тем что	3	3
100	в руки	2	3
101	в то	10	3
102	начинается с	2	3
103	эта мысль	2	3
104	же не	2	3
105	однако это	2	3
106	за собой	4	2
107	только для	2	2
108	а с	3	2
109	зависит от	2	2
110	отличие от	2	2
111	в частности	2	2
112	к этому	3	2
113	его и	2	2
114	не означает	2	2
115	и от	4	2
116	в пользу	3	2
117	и потому	4	2
118	вовсе не	2	2
119	в такой	2	2
120	в ее	2	2
121	а затем	3	2
122	одна из	3	2
123	как о	2	2
124	для него	3	2
125	и мы	3	2
126	и если	2	2
127	что не	3	2
128	одной из	3	2
129	где нет	2	2
130	с ним	3	2
131	же как	3	2
132	но если	2	2
133	как бы	11	2
134	точка зрения	2	2
135	в нем	3	2
136	но уже	3	2
137	себя в	2	2
138	в целом	6	2
139	в русской	2	2
140	как в	4	2
141	в ту	2	2
142	в отличие	2	2
143	в й	3	2
144	и только	2	2
145	он не	3	2
146	в виде	2	2
147	там же	9	2
148	приводит к	2	2
149	на этот	2	2
150	не так	2	2
151	одним из	3	2
152	во многих	2	2
153	отказаться от	2	2
154	ничего не	4	2
155	ни к	2	2
156	между тем	3	2
157	xix века	7	2
158	в основном	6	2
159	в себе	3	2
160	при помощи	2	2
161	из этого	2	2
162	в свете	3	2
163	всякого рода	2	2
164	только с	2	2
165	что этот	2	2
166	тоже не	2	2
