N	2gram	Bakhtin_Pr_2	Vladivir
1	и в	43	30
2	то что	7	20
3	в этом	13	20
4	у него	6	19
5	в том	6	18
6	и не	29	18
7	и с	5	14
8	что он	13	13
9	в конце	2	13
10	том что	2	12
11	что в	4	12
12	не только	11	12
13	в его	10	11
14	а в	5	11
15	как мы	10	11
16	сказать что	2	11
17	и даже	3	10
18	не в	11	9
19	для него	8	9
20	кроме того	3	9
21	было бы	5	9
22	все же	3	9
23	не может	18	9
24	в то	7	9
25	в своем	4	8
26	но и	14	8
27	что же	7	8
28	в письме	2	8
29	но в	10	8
30	не менее	3	7
31	никогда не	9	7
32	точки зрения	13	7
33	и все	6	7
34	ни в	2	7
35	до конца	4	7
36	может быть	23	7
37	которую он	2	7
38	для нас	2	7
39	а не	7	7
40	то есть	4	7
41	хотя и	5	6
42	прежде всего	10	6
43	и к	3	6
44	об этом	2	6
45	тем не	2	6
46	он был	3	6
47	у нас	2	6
48	то время	2	6
49	только в	4	6
50	во всяком	2	6
51	его жизни	2	6
52	в себе	5	6
53	и его	8	6
54	также и	3	6
55	и то	2	5
56	по себе	11	5
57	как и	14	5
58	так что	5	5
59	при этом	6	5
60	того же	3	5
61	тот же	3	5
62	в своей	4	5
63	как бы	22	5
64	в котором	6	5
65	для себя	2	5
66	так и	3	5
67	все это	5	5
68	с этим	2	5
69	и что	5	5
70	того что	2	5
71	в результате	4	5
72	все эти	5	5
73	так как	4	5
74	с ним	3	5
75	с его	4	4
76	я не	4	4
77	вовсе не	5	4
78	его в	3	4
79	в целом	2	4
80	мы с	2	4
81	что это	2	4
82	конечно не	2	4
83	и о	2	4
84	он не	9	4
85	в нем	12	4
86	то это	2	4
87	не есть	2	4
88	в этих	6	4
89	него в	3	4
90	то же	8	4
91	и наконец	6	4
92	на этот	4	4
93	и он	5	4
94	так же	2	4
95	той же	3	4
96	и на	10	4
97	но это	4	4
98	письме к	2	4
99	о том	5	4
100	здесь не	6	4
101	отношение к	2	4
102	уже в	2	3
103	мы будем	3	3
104	в них	4	3
105	в отношении	3	3
106	хотя бы	2	3
107	из этих	2	3
108	же время	5	3
109	быть в	2	3
110	что и	3	3
111	да и	5	3
112	по существу	3	3
113	и как	2	3
114	своей жизни	2	3
115	что я	6	3
116	более или	3	3
117	но не	5	3
118	он и	3	3
119	и для	3	3
120	том же	4	3
121	никак не	5	3
122	и особенно	2	3
123	еще более	2	3
124	с точки	8	3
125	сказать о	2	3
126	во всех	4	3
127	нам кажется	5	3
128	или менее	3	3
129	как в	2	3
130	им в	2	3
131	в отличие	4	3
132	отношения к	2	3
133	таким образом	5	3
134	здесь мы	2	3
135	уже не	3	3
136	должно быть	4	3
137	наконец в	3	3
138	отличие от	4	3
139	в таком	2	3
140	в виде	3	3
141	но он	4	3
142	и это	4	3
143	дело в	2	3
144	конце концов	2	3
145	а он	3	2
146	к нему	5	2
147	он сам	3	2
148	уже и	2	2
149	у достоевского	14	2
150	является как	2	2
151	а за	3	2
152	это не	3	2
153	раз и	2	2
154	не был	2	2
155	на меня	2	2
156	здесь в	3	2
157	в настоящее	2	2
158	к тому	4	2
159	без всякого	2	2
160	из его	2	2
161	мы сказали	2	2
162	по своему	2	2
163	а то	2	2
164	есть и	3	2
165	настоящее время	2	2
166	она не	3	2
167	и сам	7	2
168	достоевского но	3	2
169	кажется что	3	2
170	мы уже	3	2
171	себе и	4	2
172	в самом	7	2
173	в сущности	9	2
174	не могу	2	2
175	же и	4	2
176	на то	5	2
177	о нем	6	2
178	в виду	3	2
179	время как	2	2
180	даже в	3	2
181	а что	5	2
182	еще один	3	2
183	себя в	3	2
184	и до	4	2
185	его и	2	2
186	он пишет	2	2
187	меня и	2	2
188	я очень	2	2
189	в их	3	2
190	не на	4	2
191	иной раз	2	2
192	того как	2	2
193	но все	2	2
194	в той	5	2
195	что не	2	2
196	и очень	2	2
197	можно было	3	2
198	в своих	2	2
199	мысли и	2	2
200	их в	4	2
201	и при	2	2
202	сам по	5	2
203	а вот	2	2
204	и вы	2	2
205	того и	3	2
206	что если	3	2
207	как он	2	2
208	или как	4	2
209	ничего не	3	2
210	я и	2	2
211	мы не	4	2
