N	2gram	Tiupa_Hudo_1	Myshleni
1	в том	12	42
2	том что	16	35
3	точки зрения	5	24
4	в этом	11	24
5	в качестве	9	21
6	и в	14	20
7	что в	6	19
8	то же	9	16
9	то что	8	15
10	не только	12	15
11	мышления и	2	14
12	как мы	3	13
13	при этом	12	12
14	в их	2	12
15	потому что	5	12
16	может быть	5	12
17	в целом	2	11
18	в его	8	11
19	с точки	3	11
20	того что	4	10
21	на основе	2	10
22	в себе	11	10
23	только в	5	10
24	слова в	2	9
25	но и	5	9
26	между тем	8	9
27	как и	9	9
28	и не	2	8
29	и что	2	8
30	в результате	2	8
31	было бы	6	8
32	как бы	7	7
33	этом отношении	3	7
34	в своей	10	7
35	самом деле	5	7
36	а не	12	7
37	того чтобы	3	7
38	тем что	3	7
39	к тому	7	6
40	же как	2	6
41	такого рода	3	6
42	в самом	4	6
43	не может	7	6
44	и на	3	6
45	по своей	4	6
46	его в	3	6
47	что он	9	6
48	той же	2	6
49	можно было	5	6
50	перед нами	5	5
51	в частности	5	5
52	никогда не	6	5
53	это не	7	5
54	на то	4	5
55	в действительности	4	5
56	если бы	3	5
57	и его	5	5
58	с этим	3	5
59	и к	4	5
60	все же	3	5
61	о том	12	5
62	мы уже	4	5
63	речь идет	3	5
64	так и	13	5
65	как в	8	5
66	все эти	3	5
67	представляется нам	2	4
68	тому что	4	4
69	в своем	4	4
70	мышление в	2	4
71	в ходе	3	4
72	из них	4	4
73	на том	2	4
74	в первую	2	4
75	друг друга	5	4
76	с этой	2	4
77	как он	2	4
78	и с	4	4
79	состоит в	2	4
80	по выражению	2	4
81	по своему	3	4
82	первую очередь	2	4
83	только что	4	4
84	ключ к	2	4
85	в речи	2	4
86	не в	7	4
87	и для	3	4
88	на этом	3	3
89	не менее	5	3
90	в этих	5	3
91	и от	4	3
92	а только	4	3
93	так что	2	3
94	в этой	8	3
95	не имеют	3	3
96	себе и	2	3
97	одной из	2	3
98	один из	4	3
99	со стороны	3	3
100	в связи	3	3
101	именно в	7	3
102	столь же	4	3
103	должно быть	2	3
104	и когда	3	3
105	на его	2	3
106	но в	5	3
107	отнюдь не	3	3
108	не означает	2	3
109	идет о	3	3
110	но не	3	3
111	себя в	4	3
112	приводит к	3	3
113	внимание на	2	3
114	ни в	5	3
115	связи с	4	3
116	в равной	3	3
117	и поэтому	2	3
118	равной мере	2	3
119	такой же	3	2
120	по нашему	2	2
121	прежде всего	11	2
122	что на	2	2
123	в следующей	3	2
124	для него	10	2
125	мы узнаем	4	2
126	следующей главе	3	2
127	в ней	4	2
128	в него	2	2
129	в нем	3	2
130	по мнению	5	2
131	они не	2	2
132	не имеет	2	2
133	а в	7	2
134	напомним что	2	2
135	для других	2	2
136	не знает	2	2
137	но как	2	2
138	в начале	2	2
139	говоря о	2	2
140	это в	3	2
141	у него	9	2
142	ясно что	2	2
143	в следующем	2	2
144	с той	2	2
145	что при	3	2
146	еще не	7	2
147	мышления как	2	2
148	в данной	2	2
149	не бывает	2	2
150	никак не	2	2
151	а также	3	2
152	даже в	3	2
153	момент когда	2	2
154	раз в	2	2
155	только на	2	2
156	тогда как	7	2
157	а с	2	2
158	и он	5	2
159	в таком	3	2
160	и это	4	2
161	здесь не	2	2
162	едва ли	3	2
