N	2gram	Bakhtin_Fr_2	Problema
1	и в	49	44
2	вовсе не	10	37
3	и не	15	35
4	то есть	32	34
5	может быть	5	28
6	то что	6	23
7	в том	3	21
8	только в	13	19
9	в этом	15	17
10	также и	3	16
11	сказать что	6	16
12	даже и	2	16
13	и даже	2	14
14	не только	17	14
15	то же	7	13
16	но в	4	12
17	том что	4	12
18	но и	13	10
19	в виду	3	10
20	как и	11	10
21	так и	6	10
22	в нем	9	9
23	и с	6	9
24	как бы	11	9
25	так как	6	9
26	что он	3	9
27	в то	6	9
28	в его	18	9
29	во всяком	2	9
30	и это	3	9
31	таким образом	7	9
32	что в	2	8
33	ни в	3	8
34	но это	2	8
35	было бы	3	8
36	как мы	7	8
37	в себе	4	8
38	связи с	2	8
39	и вообще	3	8
40	здесь не	2	8
41	с другой	4	7
42	не может	7	7
43	в связи	2	7
44	все эти	7	7
45	мы находим	4	7
46	мы должны	2	7
47	с ним	4	7
48	это и	2	7
49	и потому	5	7
50	на самом	2	7
51	никогда не	5	6
52	можно сказать	2	6
53	всяком случае	2	6
54	такого рода	2	6
55	другими словами	3	6
56	жизни и	7	6
57	и к	4	6
58	о том	3	6
59	все же	7	6
60	мы можем	2	6
61	не было	4	5
62	в нашем	2	5
63	в конце	2	5
64	да и	3	5
65	что они	2	5
66	хотя и	2	5
67	в ней	2	5
68	другой стороны	3	5
69	все это	9	5
70	в своем	5	5
71	а в	4	5
72	точки зрения	6	5
73	еще не	2	5
74	за пределы	2	5
75	и о	4	5
76	в своей	5	5
77	так же	2	5
78	и его	17	5
79	но даже	2	4
80	при этом	5	4
81	совершенно не	2	4
82	и без	2	4
83	мы уже	6	4
84	и вовсе	2	4
85	в ее	3	4
86	только с	3	4
87	можно было	3	4
88	тем что	4	4
89	содержит в	2	3
90	уже в	5	3
91	и другие	2	3
92	прежде всего	19	3
93	на то	2	3
94	в тех	2	3
95	без всякого	2	3
96	но все	4	3
97	в этой	10	3
98	для него	9	3
99	в самом	3	3
100	в первую	2	3
101	и значение	2	3
102	значение в	4	3
103	образов и	3	3
104	отношения к	4	3
105	что для	3	3
106	очень много	2	3
107	в условиях	2	3
108	же в	3	3
109	но не	5	3
110	в качестве	2	3
111	здесь в	6	3
112	в художественном	2	3
113	свое значение	2	3
114	и все	3	3
115	есть в	2	3
116	ничего не	2	3
117	не был	3	2
118	именно в	6	2
119	в этих	4	2
120	в отношении	2	2
121	никто не	2	2
122	всех этих	3	2
123	в известной	4	2
124	до сих	4	2
125	по поводу	2	2
126	о чем	3	2
127	и следовательно	2	2
128	ii гл	2	2
129	с ее	3	2
130	из них	3	2
131	и за	2	2
132	и до	4	2
133	в их	2	2
134	за счет	2	2
135	с одной	3	2
136	дает нам	2	2
137	как на	4	2
138	что слово	2	2
139	на новый	2	2
140	уже во	2	2
141	в начале	5	2
142	зрения на	2	2
143	только то	2	2
144	свое произведение	2	2
145	в самой	2	2
146	и более	4	2
147	для них	2	2
148	это в	2	2
149	его только	2	2
150	и во	4	2
151	нельзя сказать	2	2
152	это суждение	2	2
153	по существу	2	2
154	мы видели	3	2
155	литературы и	2	2
156	и после	2	2
157	и своего	2	2
158	с их	6	2
159	но именно	3	2
160	во всех	6	2
161	и особенно	3	2
162	по сравнению	2	2
163	вместе с	2	2
164	сих пор	4	2
165	жизнь и	2	2
166	этих образов	2	2
167	с точки	5	2
168	могут быть	2	2
169	в другом	2	2
170	сравнению с	2	2
