N	2gram	Tiupa_Teor_1	Analitik
1	литературного произведения	7	41
2	в качестве	24	31
3	может быть	17	29
4	в том	16	27
5	не может	4	22
6	и не	13	21
7	в частности	16	19
8	и в	18	18
9	а не	9	17
10	но и	9	17
11	представляет собой	9	16
12	отнюдь не	3	15
13	не только	16	15
14	художественной реальности	5	14
15	тогда как	15	14
16	не в	7	14
17	художественного впечатления	5	14
18	как и	4	13
19	в его	6	13
20	в этом	8	13
21	текста в	3	12
22	том что	9	12
23	при этом	12	12
24	художественного текста	11	12
25	состоит в	17	11
26	в себе	9	11
27	эстетического объекта	2	11
28	то есть	12	11
29	но не	9	10
30	художественного целого	4	10
31	произведение искусства	5	9
32	то же	7	9
33	а в	13	9
34	иначе говоря	4	9
35	в то	6	9
36	в мире	19	8
37	в той	2	8
38	в принципе	4	8
39	эстетического отношения	12	8
40	но в	9	8
41	к тому	2	7
42	особого рода	2	7
43	этого слова	3	7
44	значении этого	3	7
45	тем самым	4	7
46	времени и	2	6
47	это не	2	6
48	прежде всего	2	6
49	или иной	4	6
50	перед лицом	2	6
51	же время	5	6
52	в самом	4	6
53	себя в	6	6
54	далеко не	2	6
55	то что	3	6
56	в своей	6	6
57	факторов художественного	3	6
58	в себя	3	6
59	в отличие	6	6
60	отличие от	6	6
61	по отношению	4	6
62	в основе	3	6
63	точки зрения	9	6
64	по своей	3	6
65	только в	6	6
66	эстетический объект	3	6
67	мы имеем	7	6
68	я и	2	6
69	художественного произведения	4	5
70	и того	3	5
71	и как	2	5
72	воспринимающего сознания	3	5
73	в этой	3	5
74	что в	9	5
75	такого рода	8	5
76	имеет место	2	5
77	как бы	5	5
78	внутренней речи	13	5
79	отношению к	4	5
80	в целом	3	5
81	в тексте	14	5
82	в их	2	5
83	и т.п	4	5
84	художественный текст	4	5
85	сводится к	5	5
86	лишь в	6	5
87	и его	8	5
88	между тем	5	5
89	в произведении	3	5
90	того что	4	4
91	искусства в	2	4
92	могут быть	4	4
93	конечном счете	6	4
94	столь же	2	4
95	с другой	7	4
96	в литературе	2	4
97	ни в	2	4
98	субъекта и	2	4
99	того же	3	4
100	внутреннего я	4	4
101	имеем дело	2	4
102	в области	4	4
103	в конечном	6	4
104	не с	3	4
105	вместе с	2	4
106	так и	10	4
107	во времени	3	4
108	именно в	3	4
109	уже не	4	4
110	с точки	3	4
111	с другими	5	4
112	в другом	3	4
113	не следует	4	4
114	как правило	4	4
115	и соответственно	2	4
116	всего лишь	6	4
117	человека к	3	4
118	место в	5	3
119	том числе	2	3
120	в рамках	7	3
121	не могут	2	3
122	с его	5	3
123	однако в	7	3
124	в нашем	4	3
125	и одновременно	4	3
126	знакового материала	4	3
127	личности в	3	3
128	или иного	3	3
129	в нем	4	3
130	и к	3	3
131	в ходе	4	3
132	всякий раз	2	3
133	произведении искусства	2	3
134	о литературе	2	3
135	еще не	4	3
136	одной стороны	2	3
137	никто не	2	3
138	одним из	2	3
139	нашем случае	2	3
140	он не	3	3
141	если в	2	3
142	даже в	3	3
143	дело не	2	3
144	что и	2	3
145	не будет	2	3
146	в культуре	2	3
147	на уровне	2	3
148	а именно	2	3
149	организации художественного	6	3
150	таким образом	3	3
151	а с	3	3
152	с одной	2	3
153	субъектной организации	9	3
154	от себя	3	3
155	того или	3	3
156	не случайно	5	3
157	между двумя	3	3
158	я в	16	3
159	могла бы	2	3
160	как будто	2	3
161	в равной	3	3
162	произведения искусства	2	3
163	в художественном	3	3
164	а также	6	3
165	если бы	3	3
166	своего рода	7	3
167	в состав	6	3
168	говоря и	2	3
169	в противоположность	2	2
170	я есть	5	2
171	текст в	4	2
172	этого текста	2	2
173	художественного высказывания	3	2
174	и то	2	2
175	только не	2	2
176	оказывается в	3	2
177	объектной организации	10	2
178	на фоне	2	2
179	никогда не	4	2
180	все эти	2	2
181	между собой	3	2
182	в какой	2	2
183	другого я	2	2
184	человеческого я	3	2
185	не является	4	2
186	из этих	3	2
187	говорит и	2	2
188	была бы	3	2
189	вовсе не	3	2
190	или иных	3	2
191	рода и	2	2
192	не сводится	4	2
193	можно сказать	3	2
194	могут оказаться	2	2
195	в коем	2	2
196	равной степени	3	2
197	тех или	3	2
198	внешнего мира	2	2
199	в искусстве	6	2
200	то в	2	2
201	и потому	2	2
202	соответствии с	2	2
203	рассказ о	2	2
204	отношение к	5	2
205	для него	2	2
206	от своего	2	2
207	в пределах	5	2
208	случае не	2	2
209	иного рода	3	2
210	ментального внутреннего	2	2
211	может выступать	3	2
212	за пределы	2	2
213	говоря о	3	2
214	и о	4	2
215	человеческого бытия	2	2
216	совпадает с	3	2
217	в роли	3	2
218	и является	2	2
219	за пределами	5	2
220	не все	3	2
221	один из	2	2
222	субъект и	2	2
223	как говорит	3	2
224	и неизбыточность	2	2
225	данном случае	5	2
226	со стороны	2	2
227	присутствия в	6	2
228	личности к	2	2
229	который в	2	2
230	другой стороны	5	2
231	отличается от	2	2
232	текста наиболее	2	2
233	как к	2	2
234	отношения к	2	2
235	произведений искусства	2	2
236	может служить	2	2
237	и по	2	2
238	коем случае	2	2
239	роль в	2	2
240	на основе	2	2
241	своей эстетической	2	2
242	художественного мира	2	2
243	на себя	2	2
244	в акте	2	2
245	самим собой	3	2
246	все прочие	3	2
247	в присутствии	2	2
248	как эстетической	4	2
249	а напротив	2	2
250	в данном	8	2
251	одного и	3	2
252	могли бы	2	2
253	лирического героя	4	2
254	и составляет	3	2
255	жизни но	2	2
256	в первом	2	2
257	в эпизоде	3	2
258	потому что	3	2
259	в которой	2	2
260	мире и	2	2
