N	3gram	Vygotskiy__4	Myshleni
1	с точки зрения	4	21
2	для того чтобы	19	18
3	в том что	12	13
4	не только не	2	9
5	с самого начала	5	7
6	так же как	3	7
7	к тому что	5	6
8	то же самое	6	5
9	с одной стороны	3	5
10	в самом деле	7	4
11	о том что	10	4
12	на то что	6	4
13	вместе с тем	2	4
14	заключается в том	3	4
15	смысле этого слова	3	3
16	так как она	3	3
17	так же точно	5	3
18	до сих пор	3	3
19	и той же	2	2
20	в то время	2	2
21	в сущности говоря	2	2
22	том что он	3	2
23	в какой мере	2	2
24	как раз в	4	2
25	точно так же	3	2
26	же самое что	2	2
27	таким образом в	2	2
28	одной и той	2	2
29	на самом деле	5	2
30	то время как	2	2
31	и в конце	2	2
32	друг с другом	4	2
33	потому что он	2	2
