N	2gram	Potebnia_M_3	Problema
1	и в	30	44
2	вовсе не	7	37
3	и не	15	35
4	не есть	17	35
5	то есть	34	34
6	может быть	28	28
7	потому что	46	25
8	по себе	16	25
9	то что	18	23
10	в том	32	21
11	только в	21	19
12	а не	15	18
13	в этом	10	17
14	для нас	20	16
15	сказать что	5	16
16	когда мы	2	15
17	и даже	2	14
18	художественного произведения	5	14
19	не только	21	14
20	и то	8	14
21	не в	15	13
22	и т	5	13
23	т д	3	13
24	то же	23	13
25	так что	7	12
26	том что	18	12
27	не менее	5	10
28	то это	6	10
29	но и	19	10
30	как и	10	10
31	тем не	3	10
32	так и	11	10
33	и от	4	9
34	и тем	5	9
35	в нем	9	9
36	не имеет	6	9
37	и с	2	9
38	как бы	3	9
39	так как	13	9
40	что он	6	9
41	художественный образ	2	9
42	в то	10	9
43	никак не	3	9
44	в его	4	9
45	что и	13	9
46	и это	4	9
47	таким образом	14	9
48	перед нами	2	8
49	сама по	2	8
50	что в	17	8
51	ни в	2	8
52	есть нечто	4	8
53	того что	18	8
54	что мы	8	8
55	но это	6	8
56	было бы	9	8
57	он не	4	8
58	что же	2	8
59	художественное произведение	6	8
60	как мы	7	8
61	в себе	16	8
62	связи с	2	8
63	и вообще	3	8
64	с другой	7	7
65	не может	6	7
66	уже не	6	7
67	и что	10	7
68	мы должны	4	7
69	здесь только	3	7
70	с ним	6	7
71	это и	2	7
72	указывает на	6	7
73	и потому	4	7
74	мы не	9	7
75	ничего общего	2	7
76	можно сказать	3	6
77	и если	2	6
78	в целом	3	6
79	жизни и	2	6
80	но только	2	6
81	имеет значение	6	6
82	о том	2	6
83	все же	2	6
84	мы можем	3	6
85	сам по	5	6
86	в виде	2	6
87	не было	4	5
88	а только	3	5
89	крайней мере	5	5
90	что они	2	5
91	с тем	7	5
92	как о	2	5
93	и есть	3	5
94	в ней	8	5
95	другой стороны	4	5
96	все это	4	5
97	то и	6	5
98	в своем	5	5
99	а в	12	5
100	точки зрения	2	5
101	по крайней	5	5
102	есть не	7	5
103	в таком	3	5
104	еще не	5	5
105	за пределы	2	5
106	и о	2	5
107	в своей	2	5
108	как в	10	5
109	так же	3	5
110	собственно говоря	2	5
111	только на	3	5
112	тем самым	7	5
113	и его	4	5
114	этого слова	11	5
115	которое мы	2	5
116	тому что	3	4
117	при этом	3	4
118	и притом	2	4
119	и без	7	4
120	языка и	2	4
121	есть только	5	4
122	же и	3	4
123	в искусстве	3	4
124	но как	2	4
125	что даже	4	4
126	таком случае	2	4
127	образа и	3	4
128	то время	4	4
129	мы уже	2	4
130	в ее	2	4
131	только при	2	4
132	в чем	3	4
133	или в	3	4
134	тут же	2	4
135	тем что	7	4
136	в каком	5	4
137	уже в	5	3
138	каждый раз	2	3
139	что это	4	3
140	из себя	2	3
141	точно так	12	3
142	прежде всего	3	3
143	есть то	2	3
144	на то	2	3
145	к тому	7	3
146	идеи и	2	3
147	есть уже	11	3
148	себе а	4	3
149	и как	5	3
150	но все	2	3
151	в этой	2	3
152	для него	9	3
153	когда в	2	3
154	весь круг	3	3
155	в самом	8	3
156	образов и	2	3
157	но никак	2	3
158	что для	4	3
159	с этой	2	3
160	в которых	2	3
161	самого себя	3	3
162	его в	3	3
163	том смысле	3	3
164	бы быть	2	3
165	если бы	12	3
166	само по	3	3
167	с понятием	2	3
168	об этом	2	3
169	художественном произведении	3	3
170	же в	2	3
171	говорить о	3	3
172	тем более	4	3
173	но не	7	3
174	одно и	5	3
175	она не	2	3
176	есть ни	4	3
177	ни о	3	3
178	но оно	6	3
179	если не	4	3
180	и все	3	3
181	все равно	4	3
182	из того	2	3
183	самом деле	2	3
184	и тогда	3	3
185	что такое	2	3
186	то или	2	3
187	с другими	5	3
188	образ и	6	3
189	слова и	5	3
190	есть в	3	3
191	образ есть	2	3
192	время и	2	2
193	именно в	3	2
194	образа то	2	2
195	образа в	4	2
196	никто не	3	2
197	не столько	2	2
198	что все	3	2
199	образ а	2	2
200	от другой	2	2
201	до сих	3	2
202	но что	2	2
203	по поводу	4	2
204	между собою	6	2
205	и следовательно	3	2
206	тем же	4	2
207	искусства и	3	2
208	в котором	4	2
209	остается только	2	2
210	из них	6	2
211	и до	2	2
212	образом и	3	2
213	природы и	2	2
214	от того	8	2
215	в их	2	2
216	с одной	7	2
217	от нас	3	2
218	что оно	11	2
219	в буквальном	2	2
220	отличное от	2	2
221	возможны только	2	2
222	дает нам	3	2
223	и по	4	2
224	друг друга	3	2
225	как на	5	2
226	что слово	7	2
227	к одной	3	2
228	к другой	3	2
229	с этим	6	2
230	в начале	3	2
231	этот предмет	2	2
232	бы в	2	2
233	том как	3	2
234	а как	2	2
235	образ то	2	2
236	это в	2	2
237	бы мы	2	2
238	его только	2	2
239	на котором	2	2
240	на нас	2	2
241	то он	2	2
242	в понятии	2	2
243	с нею	2	2
244	нельзя сказать	3	2
245	в некотором	2	2
246	мы видели	4	2
247	только потому	3	2
248	а к	3	2
249	и при	4	2
250	от него	2	2
251	по своему	2	2
252	образ или	2	2
253	что при	3	2
254	и после	2	2
255	и может	3	2
256	в слове	32	2
257	себе не	4	2
258	для себя	3	2
259	вместе с	12	2
260	в природе	2	2
261	сих пор	3	2
262	человеческой жизни	3	2
263	только что	8	2
264	только тогда	9	2
265	образ в	2	2
266	а с	2	2
267	эта последняя	2	2
268	это можно	3	2
269	могут быть	3	2
270	не то	3	2
271	эти слова	2	2
272	заставляет нас	2	2
273	в которой	3	2
274	например не	2	2
275	из него	2	2
276	это было	3	2
