N	2gram	Voloshinov_1	Myshleni
1	точки зрения	7	26
2	таким образом	6	26
3	в том	2	24
4	и в	13	23
5	том что	2	21
6	в целом	2	20
7	с точки	5	18
8	то что	6	17
9	в этом	2	17
10	так же	2	16
11	не только	6	16
12	что в	3	14
13	может быть	8	14
14	но и	3	14
15	как и	3	14
16	в его	7	14
17	с помощью	2	13
18	не может	8	12
19	как бы	6	11
20	с другой	2	10
21	прежде всего	9	10
22	в отношении	2	10
23	одной стороны	2	9
24	не является	4	9
25	другой стороны	2	9
26	и не	8	9
27	между тем	2	9
28	самого начала	2	8
29	человеческой речи	2	8
30	с самого	2	8
31	с одной	2	8
32	этой проблемы	2	8
33	в процессе	5	8
34	то же	4	8
35	в самом	2	7
36	по отношению	3	7
37	так как	3	7
38	отношению к	3	7
39	мы не	4	7
40	и ее	2	7
41	в другом	2	7
42	с этой	2	6
43	и тем	2	6
44	все это	4	6
45	лишь в	4	6
46	с этим	3	6
47	и его	12	6
48	мы можем	4	6
49	тем что	2	6
50	в себе	3	6
51	только в	6	6
52	в своих	2	5
53	мы должны	6	5
54	и все	3	5
55	бы в	2	5
56	если бы	2	5
57	но в	4	5
58	слова и	2	5
59	так и	3	5
60	и т.д	5	5
61	со всей	3	4
62	не в	3	4
63	при этом	2	4
64	отношений между	2	4
65	все эти	2	4
66	не столько	3	4
67	к единству	3	4
68	в одном	3	4
69	и к	2	4
70	в чем	2	4
71	было бы	4	4
72	к тому	2	4
73	для себя	2	4
74	в своей	4	4
75	как в	2	4
76	во всей	2	4
77	хотя бы	5	4
78	мы видим	2	4
79	уже в	2	3
80	к анализу	2	3
81	что они	2	3
82	смысле слова	2	3
83	в общем	2	3
84	общения и	2	3
85	и следовательно	2	3
86	в их	3	3
87	от всех	2	3
88	вовсе не	2	3
89	во всем	2	3
90	сознания и	2	3
91	превращается в	3	3
92	учение о	2	3
93	на две	2	3
94	все же	5	3
95	самом деле	3	3
96	а не	2	3
97	и то	3	3
98	могут быть	2	3
99	которое мы	2	3
100	в которой	3	3
101	в области	2	3
102	связана с	3	2
103	никогда не	3	2
104	точку зрения	3	2
105	и наиболее	2	2
106	в зависимости	2	2
107	есть прежде	3	2
108	для него	2	2
109	несмотря на	2	2
110	вслед за	2	2
111	не имеет	2	2
112	данном случае	2	2
113	и наконец	5	2
114	который мы	2	2
115	а в	2	2
116	нуждается в	2	2
117	говорить о	3	2
118	от этого	2	2
119	в них	2	2
120	к сожалению	2	2
121	есть не	2	2
122	в ее	3	2
123	зависимости от	2	2
124	одно и	3	2
125	за пределы	3	2
126	наконец в	2	2
127	ее в	2	2
128	в течение	2	2
129	в двух	4	2
130	и пр	7	2
131	в данном	2	2
132	и при	2	2
133	вопроса о	4	2
134	его на	2	2
135	что эта	2	2
136	там где	2	2
