N	2gram	Propp_Isto_1	VerxiiNi
1	и в	28	26
2	таким образом	8	22
3	с тем	4	18
4	вместе с	6	15
5	в этом	8	15
6	как бы	2	12
7	в том	9	11
8	может быть	25	10
9	не только	12	10
10	и с	4	10
11	связи с	4	9
12	что в	12	9
13	но и	10	9
14	в области	2	9
15	так как	6	9
16	с другой	6	8
17	но не	5	8
18	и не	9	8
19	связанные с	2	7
20	том что	7	7
21	но все	4	7
22	одной стороны	4	7
23	из них	3	7
24	то что	9	7
25	в эпоху	2	7
26	а с	2	7
27	с одной	4	7
28	потому что	4	7
29	но в	8	7
30	к тому	6	6
31	и потому	2	6
32	что и	6	6
33	все же	10	6
34	так и	9	6
35	все это	4	6
36	все эти	4	6
37	в себе	2	6
38	мы должны	13	6
39	о том	9	6
40	до сих	5	5
41	одной из	2	5
42	друг с	4	5
43	в его	5	5
44	никогда не	14	5
45	с другом	3	5
46	сих пор	5	5
47	или менее	5	5
48	так же	7	5
49	а не	15	5
50	в силу	5	5
51	и для	4	5
52	более или	5	5
53	должен был	3	4
54	в этих	7	4
55	попадает в	5	4
56	и от	2	4
57	что он	10	4
58	в нем	2	4
59	очень мало	2	4
60	из которых	3	4
61	в котором	3	4
62	не может	15	4
63	и только	2	4
64	а в	7	4
65	то же	12	4
66	и что	10	4
67	и тогда	3	4
68	на этот	2	4
69	и по	3	4
70	во время	3	4
71	в виде	2	4
72	он не	2	4
73	в то	3	4
74	только в	11	4
75	в этой	6	4
76	не менее	6	3
77	в рамках	2	3
78	за собой	2	3
79	же как	2	3
80	и другие	4	3
81	что это	8	3
82	если бы	8	3
83	как о	2	3
84	хотя бы	4	3
85	точно так	3	3
86	к этому	2	3
87	ясно что	2	3
88	для него	2	3
89	с самого	2	3
90	так что	4	3
91	и как	2	3
92	из всех	2	3
93	представляет собой	4	3
94	в своем	5	3
95	в качестве	5	3
96	и если	2	3
97	большей частью	2	3
98	к ним	4	3
99	не вполне	2	3
100	тем не	6	3
101	отношению к	3	3
102	когда он	6	3
103	с ней	2	3
104	к сожалению	3	3
105	в связи	4	3
106	при этом	3	3
107	уже не	3	3
108	того что	4	3
109	и даже	4	3
110	на нее	2	3
111	в одном	5	3
112	не могут	2	2
113	самого начала	2	2
114	ни было	2	2
115	он в	2	2
116	именно в	3	2
117	превращается в	4	2
118	только для	2	2
119	не как	3	2
120	тогда когда	2	2
121	в образе	3	2
122	прежде всего	10	2
123	не всегда	8	2
124	утверждать что	3	2
125	на то	4	2
126	в пользу	2	2
127	ему в	3	2
128	и здесь	7	2
129	по существу	5	2
130	то ни	2	2
131	мы видели	2	2
132	в начале	3	2
133	ни один	6	2
134	так например	6	2
135	связано с	2	2
136	что мы	7	2
137	тот же	2	2
138	еще не	7	2
139	мысль о	2	2
140	конечно не	2	2
141	вслед за	6	2
142	то ясно	2	2
143	для всех	2	2
144	с того	3	2
145	но если	2	2
146	один из	4	2
147	не с	3	2
148	бы то	2	2
149	во всех	2	2
150	связь с	4	2
151	приводит к	2	2
152	для этого	3	2
153	мы имеем	13	2
154	одним из	2	2
155	и на	4	2
156	можно назвать	2	2
157	сказать что	5	2
158	не в	9	2
159	по своей	2	2
160	же самое	3	2
161	так чтобы	2	2
162	которые в	2	2
163	из этого	2	2
164	очень много	3	2
165	относится к	2	2
166	к которому	5	2
167	между тем	2	2
