N	2gram	Bakhtin_sl_1	Problema
1	то есть	26	39
2	и не	16	37
3	вовсе не	7	37
4	и в	41	35
5	не есть	2	33
6	сказать что	2	24
7	не только	16	24
8	том что	2	19
9	о том	3	18
10	может быть	14	18
11	у нас	2	18
12	в этом	12	17
13	но и	16	16
14	и вообще	2	16
15	такого рода	2	15
16	в языке	5	15
17	только в	6	14
18	потому что	2	13
19	во всяком	7	13
20	не может	14	13
21	в том	3	12
22	того что	3	12
23	также и	3	12
24	хотя бы	3	12
25	прежде всего	8	11
26	так что	2	11
27	и даже	6	11
28	всяком случае	5	10
29	и с	4	10
30	еще не	4	10
31	а не	15	10
32	в данном	3	10
33	и то	2	10
34	ничего не	4	10
35	если мы	2	9
36	для нас	2	9
37	только на	2	9
38	уже не	2	8
39	было бы	3	8
40	как раз	2	8
41	все же	7	8
42	этом случае	2	7
43	те или	3	7
44	смысле слова	2	7
45	не является	2	7
46	все эти	9	7
47	того или	2	7
48	в его	13	7
49	так и	11	7
50	бы и	3	7
51	так как	3	7
52	мы не	2	7
53	с другой	5	6
54	что все	2	6
55	можно сказать	2	6
56	мы и	2	6
57	был бы	2	6
58	и т	28	6
59	т д	5	6
60	в то	14	6
61	и для	4	6
62	в виде	2	6
63	но в	8	6
64	в частности	2	5
65	или иной	9	5
66	кроме того	4	5
67	в самом	5	5
68	той или	9	5
69	данном случае	3	5
70	языка и	12	5
71	или иного	2	5
72	с этим	3	5
73	с одной	4	5
74	так же	2	5
75	и на	14	5
76	между собой	2	5
77	и все	4	5
78	как и	4	5
79	связи с	2	5
80	по своему	2	5
81	то же	14	5
82	как мы	8	5
83	одной стороны	4	5
84	другой стороны	4	5
85	можно было	2	5
86	с другими	5	5
87	в себе	3	5
88	не могут	3	4
89	в этих	2	4
90	в своем	3	4
91	в отношении	6	4
92	более или	3	4
93	и той	2	4
94	и следовательно	7	4
95	как бы	12	4
96	и тем	2	4
97	все это	5	4
98	таким образом	9	4
99	а в	6	4
100	вообще не	3	4
101	в результате	3	4
102	именно как	2	4
103	и здесь	3	4
104	всех этих	4	4
105	но не	2	4
106	до сих	2	4
107	но именно	4	4
108	ни о	2	4
109	и о	2	4
110	языке и	2	4
111	сих пор	2	4
112	или менее	3	4
113	на самом	2	4
114	далеко не	5	4
115	слова и	13	4
116	как только	3	3
117	тому что	2	3
118	или даже	2	3
119	и от	4	3
120	из этих	3	3
121	язык как	3	3
122	к тому	3	3
123	мы все	2	3
124	что они	2	3
125	это отношение	2	3
126	хотя и	2	3
127	мы уже	2	3
128	один из	4	3
129	в целом	2	3
130	при всех	2	3
131	в их	4	3
132	не было	3	3
133	одновременно и	2	3
134	при этом	6	3
135	лишь в	4	3
136	и наконец	4	3
137	и по	2	3
138	в основе	5	3
139	языка в	16	3
140	в истории	3	3
141	его в	3	3
142	к предмету	4	3
143	для них	2	3
144	перестает быть	2	3
145	и к	5	3
146	ли он	4	3
147	одна из	2	3
148	она не	3	3
149	на том	2	3
150	оно не	6	3
151	и речи	2	3
152	слова как	6	3
153	или иные	3	3
154	для того	2	3
155	в слове	7	3
156	нас в	2	3
157	быть только	2	3
158	предмета и	2	3
159	смысла и	3	2
160	перед нами	4	2
161	время и	2	2
162	даже как	2	2
163	ничего нового	2	2
164	на всю	3	2
165	язык не	2	2
166	войти в	2	2
167	в той	10	2
168	не в	7	2
169	и сам	3	2
170	самый язык	2	2
171	языка а	3	2
172	в него	3	2
173	в зависимости	3	2
174	и др	14	2
175	к нему	5	2
176	в понимании	3	2
177	язык и	10	2
178	даже в	2	2
179	от всякой	3	2
180	между этими	2	2
181	или в	8	2
182	как такового	3	2
183	должно быть	2	2
184	в ней	4	2
185	же и	2	2
186	точки зрения	16	2
187	в плане	6	2
188	слово в	10	2
189	в них	6	2
190	и всякое	2	2
191	бы его	2	2
192	в условиях	2	2
193	языка как	4	2
194	зависимости от	3	2
195	в качестве	3	2
196	нового не	2	2
197	с этими	2	2
198	конечно не	3	2
199	по преимуществу	4	2
200	он не	3	2
201	о нем	4	2
202	а также	2	2
203	не требует	3	2
204	во всех	17	2
205	быть и	4	2
206	в последние	2	2
207	совершенно не	2	2
208	входит в	4	2
209	нами в	2	2
210	еще более	5	2
211	той же	2	2
212	роль в	2	2
213	от всякого	2	2
214	и ее	3	2
215	от его	3	2
216	самого предмета	3	2
217	которые в	3	2
218	из этого	3	2
219	здесь не	2	2
