N	2gram	Vygotskiy__5	Problema
1	то что	26	42
2	вовсе не	2	35
3	и в	16	32
4	и не	12	31
5	не есть	4	29
6	не менее	3	19
7	в этом	25	19
8	не только	16	17
9	потому что	21	16
10	по себе	7	15
11	а не	10	15
12	как бы	5	14
13	может быть	9	14
14	у нас	2	14
15	указывает на	2	14
16	но в	6	14
17	и тем	3	13
18	в нем	7	13
19	сказать что	13	13
20	что мы	4	13
21	что в	16	12
22	том что	15	12
23	так и	7	12
24	и даже	2	11
25	о том	8	11
26	так как	16	11
27	если мы	7	11
28	ничего общего	3	11
29	то же	8	10
30	прежде всего	3	10
31	в этой	6	10
32	ничего не	5	10
33	но не	10	9
34	в том	18	9
35	это есть	4	9
36	но и	6	9
37	и что	12	9
38	так же	15	9
39	же самое	4	9
40	по своему	3	9
41	еще не	4	9
42	того чтобы	17	9
43	не может	18	8
44	все эти	4	8
45	и на	6	8
46	было бы	10	8
47	общего с	2	8
48	в своей	2	8
49	для того	14	8
50	но это	3	8
51	никогда не	5	7
52	и является	3	7
53	все это	2	7
54	того что	16	7
55	в них	2	7
56	что он	25	7
57	во всех	2	7
58	как мы	10	7
59	во всяком	2	7
60	тем что	5	7
61	только в	10	7
62	и есть	7	6
63	так что	4	6
64	и как	3	6
65	при этом	4	6
66	в самом	4	6
67	в виду	2	6
68	то и	2	6
69	таким образом	19	6
70	это не	4	6
71	и здесь	2	6
72	но как	3	6
73	говорить о	3	6
74	и то	4	6
75	его в	2	6
76	как это	8	6
77	о чем	2	6
78	есть не	2	6
79	в то	5	6
80	совершенно не	2	6
81	за пределы	4	6
82	в его	11	6
83	самом деле	3	6
84	в своем	5	5
85	можно сказать	5	5
86	а только	4	5
87	не имеют	2	5
88	в котором	2	5
89	что она	2	5
90	еще и	3	5
91	мы должны	8	5
92	с тем	3	5
93	не является	5	5
94	то в	3	5
95	тем более	4	5
96	связи с	3	5
97	все равно	2	5
98	казалось бы	4	4
99	именно в	4	4
100	тому что	5	4
101	сама по	4	4
102	не в	6	4
103	мы и	5	4
104	по поводу	2	4
105	мы говорили	2	4
106	в их	3	4
107	мышления и	4	4
108	а в	3	4
109	их в	2	4
110	в истории	2	4
111	ни на	2	4
112	как он	6	4
113	с которыми	2	4
114	если бы	8	4
115	же в	2	4
116	мы выше	2	4
117	никак не	3	4
118	как в	5	4
119	только на	2	4
120	перейти к	3	4
121	тем самым	8	4
122	функции в	3	4
123	мы можем	6	4
124	только для	2	3
125	в этих	3	3
126	в отношении	9	3
127	с другой	4	3
128	что все	6	3
129	закон и	2	3
130	но все	2	3
131	что они	5	3
132	в действительности	3	3
133	хотя бы	5	3
134	из них	2	3
135	другой стороны	2	3
136	мы говорим	2	3
137	и его	3	3
138	что оно	6	3
139	в теории	4	3
140	или не	2	3
141	с этим	3	3
142	но он	7	3
143	точки зрения	18	3
144	и следовательно	6	3
145	с ним	5	3
146	тем или	2	3
147	только не	3	3
148	в жизни	2	3
149	в случае	2	3
150	как и	8	3
151	чтобы понять	2	3
152	учение о	2	3
153	того же	7	3
154	до сих	3	3
155	к тому	6	3
156	он не	8	3
157	говорит о	3	3
158	сих пор	3	3
159	того как	5	3
160	не на	3	3
161	на этот	4	3
162	к нему	3	3
163	с точки	9	3
164	что значит	3	3
165	можно было	5	3
166	не должны	2	3
167	как будто	2	3
168	в чем	3	3
169	которые не	2	3
170	значит что	5	3
171	не могут	4	2
172	мы будем	2	2
173	же как	7	2
174	что если	4	2
175	друг другу	2	2
176	которые являются	2	2
177	вообще не	4	2
178	говорили мы	2	2
179	одного и	3	2
180	как они	3	2
181	этом случае	3	2
182	это мы	2	2
183	но только	2	2
184	является не	2	2
185	но что	3	2
186	для него	5	2
187	на его	2	2
188	но если	6	2
189	уже на	2	2
190	является то	2	2
191	а потому	3	2
192	говорим о	2	2
193	не имеет	4	2
194	должно быть	8	2
195	что для	2	2
196	в результате	4	2
197	больше чем	3	2
198	и с	3	2
199	может иметь	2	2
200	к его	3	2
201	в первом	3	2
202	который мы	2	2
203	между тем	3	2
204	том как	2	2
205	же мы	2	2
206	сознания и	2	2
207	могут быть	4	2
208	он должен	5	2
209	можем говорить	2	2
210	и того	3	2
211	по существу	3	2
212	мы видим	4	2
213	без всяких	2	2
214	в качестве	4	2
215	и может	3	2
216	со всеми	2	2
217	предмета и	2	2
218	в сущности	13	2
219	во внимание	2	2
220	и потому	2	2
221	и другим	2	2
222	вместе с	4	2
223	ее в	3	2
224	только что	5	2
225	естественно что	2	2
226	мы не	3	2
227	тому как	4	2
228	понятия и	2	2
229	он в	3	2
230	подобно тому	4	2
231	и другое	4	2
232	вопроса о	3	2
233	в которой	5	2
234	в области	12	2
235	учения о	2	2
236	не то	4	2
