N	2gram	Bakhtin_Pr_4	Hudozhes
1	том что	4	16
2	и в	46	14
3	так и	4	13
4	а не	11	12
5	в том	9	12
6	не только	14	12
7	при этом	5	12
8	о том	5	12
9	прежде всего	9	11
10	в этом	16	11
11	в себе	7	11
12	в рассказе	2	11
13	для него	2	10
14	в своей	3	10
15	у него	5	9
16	что он	6	9
17	как и	12	9
18	то же	6	9
19	как в	4	8
20	то что	4	8
21	же время	5	8
22	отношению к	5	8
23	по отношению	5	8
24	между тем	2	8
25	в этой	3	8
26	в то	5	8
27	в его	9	8
28	ничего не	2	8
29	это не	5	7
30	к тому	2	7
31	уже не	4	7
32	не в	10	7
33	еще не	7	7
34	своего рода	4	7
35	как бы	19	7
36	не может	19	7
37	а в	2	7
38	никогда не	6	6
39	что в	4	6
40	было бы	3	6
41	в первой	2	6
42	не менее	2	5
43	перед нами	12	5
44	с его	5	5
45	к жизни	2	5
46	в этих	4	5
47	к себе	6	5
48	об этом	2	5
49	может быть	23	5
50	только в	6	5
51	и он	6	5
52	но и	12	5
53	жизни и	5	5
54	самом деле	4	5
55	друг друга	6	5
56	и его	6	5
57	можно было	2	5
58	потому что	4	5
59	ни в	6	5
60	точки зрения	11	5
61	героя и	4	5
62	но в	6	5
63	в своем	3	4
64	к другому	5	4
65	и все	9	4
66	бытия и	3	4
67	в духе	2	4
68	на то	3	4
69	можно сказать	4	4
70	и к	9	4
71	она не	3	4
72	мы уже	3	4
73	в самом	9	4
74	и о	3	4
75	он уже	2	4
76	себя в	3	4
77	как раз	7	4
78	в центре	3	4
79	не было	2	4
80	он не	4	4
81	по своей	3	4
82	в конце	3	4
83	и это	3	4
84	с ним	2	4
85	и с	7	4
86	но не	4	3
87	если бы	3	3
88	превращается в	4	3
89	но он	3	3
90	с этим	2	3
91	себе самому	4	3
92	в мире	3	3
93	как мы	12	3
94	на этом	3	3
95	в пределах	10	3
96	о нем	6	3
97	в нем	17	3
98	все же	4	3
99	приводит к	4	3
100	то и	2	3
101	и для	3	3
102	все эти	4	3
103	лишь в	2	3
104	и даже	3	3
105	с точки	9	3
106	и по	2	3
107	тем что	3	3
108	такой же	3	3
109	и на	11	3
110	автора и	2	2
111	поэтому и	2	2
112	если в	2	2
113	себя и	3	2
114	так в	2	2
115	и так	2	2
116	в одной	2	2
117	на фоне	6	2
118	в себя	4	2
119	вопрос о	2	2
120	по себе	7	2
121	к своему	3	2
122	не нужно	2	2
123	остановимся на	2	2
124	да и	4	2
125	живет в	2	2
126	так что	2	2
127	в другом	2	2
128	же как	2	2
129	одна из	2	2
130	и что	3	2
131	а то	3	2
132	как нам	2	2
133	до конца	4	2
134	раз в	2	2
135	себе и	3	2
136	например в	4	2
137	только на	3	2
138	в произведениях	2	2
139	никак не	3	2
140	хотя и	6	2
141	в него	6	2
142	слова как	3	2
143	своей природе	2	2
144	как он	3	2
145	на том	2	2
146	сих пор	8	2
147	на него	3	2
148	что же	3	2
149	в их	4	2
150	все это	6	2
151	влияние на	2	2
152	особенно в	5	2
153	не знает	4	2
154	все равно	2	2
155	и не	27	2
156	но с	2	2
157	они не	2	2
158	в системе	2	2
159	героя в	3	2
160	в речи	3	2
161	вся жизнь	4	2
162	должно быть	4	2
163	его жизнь	2	2
164	речь в	2	2
165	не была	2	2
166	слово не	9	2
167	той же	3	2
168	в результате	2	2
169	с ее	3	2
170	что я	6	2
171	о котором	2	2
172	слова в	13	2
173	в художественном	2	2
174	здесь не	4	2
175	так сказать	5	2
176	мы не	4	2
177	до сих	8	2
