N	2gram	Propp_Isto_7	Myshleni
1	точки зрения	4	26
2	таким образом	7	26
3	в том	7	24
4	и в	24	23
5	том что	10	21
6	то что	7	17
7	в этом	12	17
8	так же	6	16
9	не только	21	16
10	того что	6	15
11	что в	13	14
12	может быть	14	14
13	но и	11	14
14	как и	6	14
15	не может	14	12
16	как бы	4	11
17	сказать что	2	11
18	представляет собой	4	11
19	с другой	9	10
20	прежде всего	2	10
21	в качестве	3	9
22	одной стороны	5	9
23	другой стороны	8	9
24	и не	4	9
25	вместе с	7	9
26	с одной	5	8
27	нас к	2	8
28	и на	2	8
29	в основе	2	8
30	то же	8	8
31	вопрос о	3	7
32	в самом	2	7
33	в то	2	7
34	так как	8	7
35	что он	21	7
36	мы не	4	7
37	и ее	2	7
38	с этой	6	6
39	же как	4	6
40	и тем	2	6
41	все это	8	6
42	потому что	9	6
43	с этим	2	6
44	в силу	2	6
45	о том	9	6
46	и его	3	6
47	мы можем	4	6
48	тем что	6	6
49	только в	6	6
50	тому что	2	5
51	перед нами	2	5
52	то время	2	5
53	на то	3	5
54	что мы	3	5
55	мы должны	4	5
56	и все	6	5
57	но в	5	5
58	и что	10	5
59	он не	6	5
60	так и	5	5
61	как мы	3	5
62	тем более	2	5
63	но не	6	4
64	не в	9	4
65	при этом	4	4
66	что она	5	4
67	время как	2	4
68	в котором	2	4
69	ее на	4	4
70	в свете	3	4
71	все эти	2	4
72	не столько	3	4
73	с его	3	4
74	это положение	2	4
75	к этому	2	4
76	по существу	4	4
77	в чем	5	4
78	было бы	2	4
79	сих пор	3	4
80	как в	12	4
81	мы видим	10	4
82	ни в	2	4
83	до сих	2	4
84	уже в	3	3
85	что это	6	3
86	и от	2	3
87	из этих	3	3
88	показывает что	8	3
89	что они	3	3
90	об этой	2	3
91	в первую	7	3
92	том чтобы	3	3
93	и если	3	3
94	в их	4	3
95	то и	4	3
96	показывают что	6	3
97	его не	2	3
98	от всех	2	3
99	вовсе не	4	3
100	в одной	2	3
101	приходит к	3	3
102	этот вопрос	2	3
103	во всем	2	3
104	как он	6	3
105	тогда когда	3	3
106	превращается в	3	3
107	об этом	6	3
108	во всех	7	3
109	она не	2	3
110	все же	9	3
111	если не	4	3
112	должны были	3	3
113	а не	8	3
114	на этот	2	3
115	которые не	2	3
116	он в	2	3
117	связи с	3	3
118	и это	2	3
119	ответ на	6	3
120	в которой	2	3
121	ничего не	5	3
122	на вопрос	4	2
123	никогда не	4	2
124	что у	4	2
125	или даже	2	2
126	в конце	3	2
127	представление о	3	2
128	что его	2	2
129	но все	4	2
130	выше и	2	2
131	хотя и	3	2
132	не имеет	4	2
133	он показывает	6	2
134	один из	7	2
135	мы видели	7	2
136	данном случае	3	2
137	при переходе	2	2
138	и наконец	3	2
139	и даже	3	2
140	а в	10	2
141	что этот	2	2
142	что эти	2	2
143	в этих	13	2
144	как это	2	2
145	всех этих	6	2
146	он может	4	2
147	в них	3	2
148	в состоянии	4	2
149	того кто	2	2
150	лежит в	2	2
151	с собой	7	2
152	на первый	4	2
153	в ее	2	2
154	но тем	2	2
155	связано с	3	2
156	тех случаях	4	2
157	себе и	3	2
158	в один	2	2
159	когда он	3	2
160	с ней	3	2
161	ее в	3	2
162	на него	2	2
163	нами в	2	2
164	того как	3	2
165	уже не	2	2
166	почти всегда	2	2
167	в данном	4	2
168	его на	2	2
169	представляют собой	5	2
170	там где	5	2
171	если это	2	2
