N	2gram	Bakhtin_Fr_1	Dialekti
1	и не	22	30
2	и в	65	18
3	ничего не	3	17
4	может быть	6	17
5	точки зрения	7	17
6	в нем	13	16
7	потому что	5	14
8	что в	3	13
9	то что	3	13
10	не только	10	13
11	и даже	8	13
12	с точки	3	12
13	в этом	15	12
14	не может	3	12
15	что он	3	11
16	как бы	22	11
17	все это	9	11
18	в себе	3	11
19	так как	6	11
20	прежде всего	11	10
21	несмотря на	2	10
22	сказать что	6	10
23	никогда не	6	9
24	это не	3	9
25	в том	16	9
26	так и	10	9
27	том что	6	9
28	но это	3	8
29	совершенно не	4	8
30	к нему	3	8
31	не просто	3	7
32	вовсе не	18	7
33	но и	10	7
34	что не	2	7
35	той или	5	7
36	с другой	3	6
37	можно сказать	2	6
38	да и	2	6
39	ни с	2	6
40	и вот	2	6
41	не в	4	6
42	ни на	2	6
43	и ни	3	6
44	в чем	2	6
45	с ним	3	6
46	но в	14	6
47	в этих	2	5
48	в своем	8	5
49	в противоположность	2	5
50	в дальнейшем	8	5
51	и пр	5	5
52	все же	6	5
53	отношение к	4	5
54	в отношении	6	5
55	в особенности	2	5
56	и он	2	5
57	есть только	2	5
58	и с	3	5
59	в виду	3	5
60	к тому	2	4
61	мы видим	2	4
62	но не	2	4
63	от него	2	4
64	на всю	4	4
65	хотя и	2	4
66	как раз	3	4
67	как мы	6	4
68	и вообще	3	4
69	о том	2	4
70	и почти	2	3
71	всех этих	8	3
72	в них	5	3
73	не является	3	3
74	или иной	5	3
75	но эта	2	3
76	он не	2	3
77	в его	9	3
78	и потому	10	3
79	даже в	3	3
80	жизни и	7	3
81	отношения к	2	3
82	мысли и	4	3
83	в их	4	3
84	только на	2	3
85	в самом	4	3
86	еще и	5	3
87	еще более	5	3
88	но все	3	3
89	но с	2	3
90	на самом	6	3
91	самом деле	3	3
92	всегда и	2	3
93	в основе	8	3
94	в ней	6	3
95	могут быть	2	3
96	даже и	3	3
97	и еще	4	3
98	только в	7	3
99	и все	5	3
100	ни к	2	2
101	поэтому и	4	2
102	того что	2	2
103	они были	6	2
104	в частности	5	2
105	не знает	6	2
106	как в	5	2
107	и от	2	2
108	из этих	2	2
109	для своего	2	2
110	раз и	2	2
111	как и	5	2
112	мы и	3	2
113	здесь в	8	2
114	для него	5	2
115	до сих	4	2
116	еще не	6	2
117	одной стороны	2	2
118	он находит	2	2
119	на что	2	2
120	же он	2	2
121	из них	4	2
122	в своей	5	2
123	и их	3	2
124	которое в	2	2
125	сих пор	4	2
126	и эта	3	2
127	этом отношении	3	2
128	с одной	2	2
129	все эти	10	2
130	можно только	4	2
131	в эпоху	9	2
132	уже не	3	2
133	можно говорить	3	2
134	и у	6	2
135	и для	2	2
136	и так	2	2
137	он и	3	2
138	но как	3	2
139	во всем	2	2
140	и это	2	2
141	это было	2	2
